global_step,episode,episode_return,episode_length,loss,actor_type,case_entries,cases_pruned,cases_replaced,actor_cases_pruned,actor_cases_replaced,critic_cases_pruned,critic_cases_replaced,critic_label_updates,critic_label_update_samples,exploration_epsilon,behavior_epsilon,policy_ready,action_probs,behavior_action_probs,action_counts,bias_min,bias_mean,bias_max
29,1,29.0,29,,nnknn,0,0,0,0,0,0,0,0,0,0.9996453333333334,1.0,False,"[0.5, 0.5]","[0.5, 0.5]","[0, 0]",,,
40,2,11.0,11,,nnknn,0,0,0,0,0,0,0,0,0,0.999506,1.0,False,"[0.5, 0.5]","[0.5, 0.5]","[0, 0]",,,
52,3,12.0,12,,nnknn,0,0,0,0,0,0,0,0,0,0.999354,1.0,False,"[0.5, 0.5]","[0.5, 0.5]","[0, 0]",,,
72,4,20.0,20,68.32059478759766,nnknn,72,0,0,0,0,0,0,0,0,0.9991006666666666,1.0,False,"[0.5, 0.5]","[0.5, 0.5]","[39, 33]",0.0,0.0,0.0
84,5,12.0,12,,nnknn,72,0,0,0,0,0,0,0,0,0.9989486666666667,0.9989486666666667,True,"[0.37692099809646606, 0.6230790019035339]","[0.4998705983161926, 0.5001294016838074]","[39, 33]",0.0,0.0,0.0
101,6,17.0,17,,nnknn,72,0,0,0,0,0,0,0,0,0.9987333333333334,0.9987333333333334,True,"[0.7091392278671265, 0.29086077213287354]","[0.5002648830413818, 0.4997350871562958]","[39, 33]",0.0,0.0,0.0
122,7,21.0,21,,nnknn,72,0,0,0,0,0,0,0,0,0.9984673333333334,0.9984673333333334,True,"[0.3916144371032715, 0.6083855628967285]","[0.499833881855011, 0.500166118144989]","[39, 33]",0.0,0.0,0.0
147,8,25.0,25,14.181836128234863,nnknn,121,0,0,0,0,0,0,0,0,0.9981506666666666,0.9981506666666666,True,"[0.4061637222766876, 0.5938363075256348]","[0.49982646107673645, 0.5001735091209412]","[65, 56]",-0.000499880756251514,-7.434833969455212e-05,0.0004999440279789269
168,9,21.0,21,,nnknn,121,0,0,0,0,0,0,0,0,0.9978846666666666,0.9978846666666666,True,"[0.6697462797164917, 0.3302537798881531]","[0.500359058380127, 0.49964094161987305]","[65, 56]",-0.000499880756251514,-7.434833969455212e-05,0.0004999440279789269
193,10,25.0,25,,nnknn,121,0,0,0,0,0,0,0,0,0.997568,0.997568,True,"[0.28296181559562683, 0.7170381546020508]","[0.49947217106819153, 0.5005278587341309]","[65, 56]",-0.000499880756251514,-7.434833969455212e-05,0.0004999440279789269
210,11,17.0,17,,nnknn,121,0,0,0,0,0,0,0,0,0.9973526666666667,0.9973526666666667,True,"[0.7209224104881287, 0.2790776193141937]","[0.5005848407745361, 0.4994151294231415]","[65, 56]",-0.000499880756251514,-7.434833969455212e-05,0.0004999440279789269
220,12,10.0,10,13.82665729522705,nnknn,157,0,0,0,0,0,0,0,0,0.997226,0.997226,True,"[0.6977977752685547, 0.3022022843360901]","[0.5005487203598022, 0.49945130944252014]","[83, 74]",-0.0009997806046158075,-0.0001315839181188494,0.0010003807255998254
234,13,14.0,14,,nnknn,157,0,0,0,0,0,0,0,0,0.9970486666666667,0.9970486666666667,True,"[0.9179196357727051, 0.08208035677671432]","[0.5012333989143372, 0.49876657128334045]","[83, 74]",-0.0009997806046158075,-0.0001315839181188494,0.0010003807255998254
259,14,25.0,25,,nnknn,157,0,0,0,0,0,0,0,0,0.996732,0.996732,True,"[0.6074028611183167, 0.39259716868400574]","[0.5003510117530823, 0.4996490180492401]","[83, 74]",-0.0009997806046158075,-0.0001315839181188494,0.0010003807255998254
295,15,36.0,36,,nnknn,157,0,0,0,0,0,0,0,0,0.996276,0.996276,True,"[0.262045294046402, 0.7379547357559204]","[0.49911385774612427, 0.5008861422538757]","[83, 74]",-0.0009997806046158075,-0.0001315839181188494,0.0010003807255998254
304,16,9.0,9,23.791276931762695,nnknn,204,0,0,0,0,0,0,0,0,0.996162,0.996162,True,"[0.914463996887207, 0.08553597331047058]","[0.5015907287597656, 0.4984092712402344]","[109, 95]",-0.0014640281442552805,-0.00016985787078738213,0.0014894617488607764
317,17,13.0,13,,nnknn,204,0,0,0,0,0,0,0,0,0.9959973333333333,0.9959973333333333,True,"[0.49068668484687805, 0.5093132853507996]","[0.499962717294693, 0.5000372529029846]","[109, 95]",-0.0014640281442552805,-0.00016985787078738213,0.0014894617488607764
333,18,16.0,16,,nnknn,204,0,0,0,0,0,0,0,0,0.9957946666666667,0.9957946666666667,True,"[0.8090463876724243, 0.19095361232757568]","[0.5012996196746826, 0.498700350522995]","[109, 95]",-0.0014640281442552805,-0.00016985787078738213,0.0014894617488607764
342,19,9.0,9,,nnknn,204,0,0,0,0,0,0,0,0,0.9956806666666667,0.9956806666666667,True,"[0.8159564137458801, 0.18404363095760345]","[0.5013647079467773, 0.49863529205322266]","[109, 95]",-0.0014640281442552805,-0.00016985787078738213,0.0014894617488607764
357,20,15.0,15,8.914849281311035,nnknn,224,0,0,0,0,0,0,0,0,0.9954906666666666,0.9954906666666666,True,"[0.47042691707611084, 0.5295730829238892]","[0.49986663460731506, 0.5001333355903625]","[120, 104]",-0.0018941275775432587,-0.0002353460295125842,0.001972776371985674
370,21,13.0,13,,nnknn,224,0,0,0,0,0,0,0,0,0.995326,0.995326,True,"[0.39957180619239807, 0.6004282236099243]","[0.4995305836200714, 0.5004693865776062]","[120, 104]",-0.0018941275775432587,-0.0002353460295125842,0.001972776371985674
394,22,24.0,24,,nnknn,224,0,0,0,0,0,0,0,0,0.995022,0.995022,True,"[0.3839349150657654, 0.6160651445388794]","[0.49942222237586975, 0.5005777478218079]","[120, 104]",-0.0018941275775432587,-0.0002353460295125842,0.001972776371985674
414,23,20.0,20,,nnknn,224,0,0,0,0,0,0,0,0,0.9947686666666666,0.9947686666666666,True,"[0.9048411846160889, 0.09515883028507233]","[0.5021178722381592, 0.4978821575641632]","[120, 104]",-0.0018941275775432587,-0.0002353460295125842,0.001972776371985674
428,24,14.0,14,8.748174667358398,nnknn,259,0,0,0,0,0,0,0,0,0.9945913333333334,0.9945913333333334,True,"[0.5934410691261292, 0.4065589904785156]","[0.5005053877830505, 0.49949461221694946]","[138, 121]",-0.0023682222235947847,-0.0002679176104720682,0.002418368123471737
446,25,18.0,18,,nnknn,259,0,0,0,0,0,0,0,0,0.9943633333333334,0.9943633333333334,True,"[0.29057076573371887, 0.7094292044639587]","[0.498819500207901, 0.5011804699897766]","[138, 121]",-0.0023682222235947847,-0.0002679176104720682,0.002418368123471737
477,26,31.0,31,,nnknn,259,0,0,0,0,0,0,0,0,0.9939706666666667,0.9939706666666667,True,"[0.585253894329071, 0.41474613547325134]","[0.500514030456543, 0.49948596954345703]","[138, 121]",-0.0023682222235947847,-0.0002679176104720682,0.002418368123471737
495,27,18.0,18,,nnknn,259,0,0,0,0,0,0,0,0,0.9937426666666667,0.9937426666666667,True,"[0.4742649793624878, 0.5257350206375122]","[0.4998389780521393, 0.5001610517501831]","[138, 121]",-0.0023682222235947847,-0.0002679176104720682,0.002418368123471737
509,28,14.0,14,16.074298858642578,nnknn,303,25,0,0,0,25,0,0,0,0.9935653333333333,0.9935653333333333,True,"[0.0930480882525444, 0.9069519639015198]","[0.49738138914108276, 0.5026186108589172]","[162, 141]",-0.0027768127620220184,-0.0002766665711533278,0.0028014127165079117
532,29,23.0,23,,nnknn,303,25,0,0,0,25,0,0,0,0.993274,0.993274,True,"[0.31190699338912964, 0.6880930662155151]","[0.49873489141464233, 0.5012651085853577]","[162, 141]",-0.0027768127620220184,-0.0002766665711533278,0.0028014127165079117
555,30,23.0,23,,nnknn,303,25,0,0,0,25,0,0,0,0.9929826666666667,0.9929826666666667,True,"[0.20897513628005981, 0.791024923324585]","[0.4979577958583832, 0.5020422339439392]","[162, 141]",-0.0027768127620220184,-0.0002766665711533278,0.0028014127165079117
569,31,14.0,14,,nnknn,303,25,0,0,0,25,0,0,0,0.9928053333333333,0.9928053333333333,True,"[0.7752413153648376, 0.22475868463516235]","[0.5019802451133728, 0.4980197250843048]","[162, 141]",-0.0027768127620220184,-0.0002766665711533278,0.0028014127165079117
600,32,31.0,31,12.258028030395508,nnknn,353,100,0,0,0,100,0,0,0,0.9924126666666667,0.9924126666666667,True,"[0.6799188256263733, 0.3200812041759491]","[0.5013651251792908, 0.4986349046230316]","[186, 167]",-0.0031357351690530777,-0.00027334250626154244,0.0031358639243990183
611,33,11.0,11,,nnknn,353,100,0,0,0,100,0,0,0,0.9922733333333333,0.9922733333333333,True,"[0.31152644753456116, 0.6884735226631165]","[0.49854373931884766, 0.5014562606811523]","[186, 167]",-0.0031357351690530777,-0.00027334250626154244,0.0031358639243990183
623,34,12.0,12,,nnknn,353,100,0,0,0,100,0,0,0,0.9921213333333333,0.9921213333333333,True,"[0.30557891726493835, 0.6944210529327393]","[0.49846822023391724, 0.5015317797660828]","[186, 167]",-0.0031357351690530777,-0.00027334250626154244,0.0031358639243990183
634,35,11.0,11,,nnknn,353,100,0,0,0,100,0,0,0,0.991982,0.991982,True,"[0.31021109223365784, 0.6897889375686646]","[0.4984782636165619, 0.5015217065811157]","[186, 167]",-0.0031357351690530777,-0.00027334250626154244,0.0031358639243990183
647,36,13.0,13,12.570778846740723,nnknn,361,159,0,0,0,159,0,0,0,0.9918173333333333,0.9918173333333333,True,"[0.5667464733123779, 0.4332534968852997]","[0.5005461573600769, 0.4994538426399231]","[191, 170]",-0.0035199420526623726,-0.00029890742735005915,0.003430647775530815
669,37,22.0,22,,nnknn,361,159,0,0,0,159,0,0,0,0.9915386666666667,0.9915386666666667,True,"[0.1890794336795807, 0.8109205961227417]","[0.4973691999912262, 0.5026308298110962]","[191, 170]",-0.0035199420526623726,-0.00029890742735005915,0.003430647775530815
683,38,14.0,14,,nnknn,361,159,0,0,0,159,0,0,0,0.9913613333333333,0.9913613333333333,True,"[0.5056001543998718, 0.49439990520477295]","[0.5000483989715576, 0.49995163083076477]","[191, 170]",-0.0035199420526623726,-0.00029890742735005915,0.003430647775530815
692,39,9.0,9,,nnknn,361,159,0,0,0,159,0,0,0,0.9912473333333334,0.9912473333333334,True,"[0.5149257183074951, 0.48507431149482727]","[0.5001306533813477, 0.49986934661865234]","[191, 170]",-0.0035199420526623726,-0.00029890742735005915,0.003430647775530815
714,40,22.0,22,12.184703826904297,nnknn,389,227,0,0,0,227,0,0,0,0.9909686666666667,0.9909686666666667,True,"[0.8063346147537231, 0.19366540014743805]","[0.5027666091918945, 0.49723339080810547]","[205, 184]",-0.003939941991120577,-0.0003040183801203966,0.003730532480403781
729,41,15.0,15,,nnknn,389,227,0,0,0,227,0,0,0,0.9907786666666667,0.9907786666666667,True,"[0.6441279649734497, 0.3558720648288727]","[0.5013290643692017, 0.4986709654331207]","[205, 184]",-0.003939941991120577,-0.0003040183801203966,0.003730532480403781
744,42,15.0,15,,nnknn,389,227,0,0,0,227,0,0,0,0.9905886666666667,0.9905886666666667,True,"[0.30245348811149597, 0.6975465416908264]","[0.498140811920166, 0.501859188079834]","[205, 184]",-0.003939941991120577,-0.0003040183801203966,0.003730532480403781
754,43,10.0,10,,nnknn,389,227,0,0,0,227,0,0,0,0.990462,0.990462,True,"[0.8968484997749329, 0.10315149277448654]","[0.5037851333618164, 0.4962148666381836]","[205, 184]",-0.003939941991120577,-0.0003040183801203966,0.003730532480403781
776,44,22.0,22,12.8516845703125,nnknn,417,277,0,0,0,277,0,0,0,0.9901833333333333,0.9901833333333333,True,"[0.5020780563354492, 0.49792197346687317]","[0.5000203847885132, 0.4999796152114868]","[219, 198]",-0.004261001944541931,-0.00031248151208274066,0.003998123109340668
786,45,10.0,10,,nnknn,417,277,0,0,0,277,0,0,0,0.9900566666666667,0.9900566666666667,True,"[0.3937492370605469, 0.6062507629394531]","[0.4989435076713562, 0.5010564923286438]","[219, 198]",-0.004261001944541931,-0.00031248151208274066,0.003998123109340668
800,46,14.0,14,,nnknn,417,277,0,0,0,277,0,0,0,0.9898793333333333,0.9898793333333333,True,"[0.5943387746810913, 0.4056612551212311]","[0.5009547472000122, 0.4990452229976654]","[219, 198]",-0.004261001944541931,-0.00031248151208274066,0.003998123109340668
825,47,25.0,25,,nnknn,417,277,0,0,0,277,0,0,0,0.9895626666666667,0.9895626666666667,True,"[0.7339149117469788, 0.26608508825302124]","[0.5024414658546448, 0.4975585639476776]","[219, 198]",-0.004261001944541931,-0.00031248151208274066,0.003998123109340668
835,48,10.0,10,10.387215614318848,nnknn,438,345,0,0,0,345,0,0,0,0.989436,0.989436,True,"[0.43034374713897705, 0.569656252861023]","[0.4992641508579254, 0.500735878944397]","[231, 207]",-0.004630328621715307,-0.0003199489729013294,0.004241386894136667
847,49,12.0,12,,nnknn,438,345,0,0,0,345,0,0,0,0.989284,0.989284,True,"[0.44171780347824097, 0.558282196521759]","[0.49937543272972107, 0.5006245374679565]","[231, 207]",-0.004630328621715307,-0.0003199489729013294,0.004241386894136667
869,50,22.0,22,,nnknn,438,345,0,0,0,345,0,0,0,0.9890053333333333,0.9890053333333333,True,"[0.902170717716217, 0.09782926738262177]","[0.5044217109680176, 0.49557825922966003]","[231, 207]",-0.004630328621715307,-0.0003199489729013294,0.004241386894136667
887,51,18.0,18,,nnknn,438,345,0,0,0,345,0,0,0,0.9887773333333333,0.9887773333333333,True,"[0.9031299948692322, 0.09686999768018723]","[0.5045241713523865, 0.49547579884529114]","[231, 207]",-0.004630328621715307,-0.0003199489729013294,0.004241386894136667
900,52,13.0,13,8.454952239990234,nnknn,459,420,0,0,0,420,0,0,0,0.9886126666666667,0.9886126666666667,True,"[0.7000539898872375, 0.29994603991508484]","[0.5022780895233154, 0.49772191047668457]","[243, 216]",-0.004962394945323467,-0.00032545404974371195,0.004573304671794176
