global_step,case_store,source,cases_pruned,cases_replaced,case_entries,action_counts,bias_min,bias_mean,bias_max
529,critic,capacity_insert,50,0,479,,-0.0017735245637595654,0.00035701837623491883,0.0038180584087967873
630,critic,capacity_insert,81,0,499,,-0.0009999991161748767,0.0005679648602381349,0.0038180584087967873
698,critic,capacity_insert,91,0,476,,-0.00016174488700926304,0.0008050899486988783,0.004687697160989046
790,critic,capacity_insert,84,0,484,,0.0,0.0008962239953689277,0.005612293258309364
865,critic,capacity_insert,69,0,490,,0.0,0.0010231921914964914,0.0066122934222221375
1037,critic,capacity_insert,89,73,500,,0.0,0.001189341419376433,0.007067381404340267
1099,critic,capacity_insert,63,3,496,,0.0,0.0013751117512583733,0.007067381404340267
1193,critic,capacity_insert,50,40,500,,0.0,0.0014594325330108404,0.006999998353421688
1319,critic,capacity_insert,69,57,500,,0.0,0.0015637945616617799,0.007999997586011887
1413,critic,capacity_insert,76,18,500,,0.0,0.0016945358365774155,0.00899999774992466
1510,critic,capacity_insert,52,45,500,,0.0,0.0017645377665758133,0.009999996982514858
1577,critic,capacity_insert,46,21,500,,0.0,0.0018290134612470865,0.008999996818602085
1696,critic,capacity_insert,72,47,500,,0.0,0.001996260602027178,0.009999996051192284
1830,critic,capacity_insert,55,79,500,,0.0,0.0019840747117996216,0.010999995283782482
1928,critic,capacity_insert,36,62,500,,0.0,0.002113835420459509,0.010999995283782482
2050,critic,capacity_insert,61,61,500,,0.0,0.0021845002193003893,0.011999983340501785
2277,critic,capacity_insert,71,156,500,,0.0,0.002259274711832404,0.01299997977912426
2453,critic,capacity_insert,52,124,500,,0.0,0.002319146180525422,0.013999979943037033
2559,critic,capacity_insert,72,34,500,,0.0,0.0024158020969480276,0.014999978244304657
2716,critic,capacity_insert,61,96,500,,0.0,0.002491401508450508,0.01599997654557228
2816,critic,capacity_insert,34,66,500,,0.0,0.002571915974840522,0.014999978244304657
2946,critic,capacity_insert,53,77,500,,0.0,0.002581303706392646,0.013999979011714458
3083,critic,capacity_insert,37,100,500,,0.0,0.002646471606567502,0.012999978847801685
3203,critic,capacity_insert,38,82,500,,0.0,0.002649125410243869,0.01399997714906931
3320,critic,capacity_insert,55,62,500,,0.0,0.0027505140751600266,0.014999975450336933
3499,critic,capacity_insert,66,113,500,,0.0,0.0028180370572954416,0.013999976217746735
3630,critic,capacity_insert,55,76,500,,0.0,0.0029120533727109432,0.012999978847801685
3756,critic,capacity_insert,58,68,500,,0.0,0.0029620497953146696,0.013999978080391884
3915,critic,capacity_insert,43,116,500,,0.0,0.003018142655491829,0.013161633163690567
4039,critic,capacity_insert,49,75,500,,0.0,0.0030765619594603777,0.014161632396280766
4192,critic,capacity_insert,50,103,500,,0.0,0.003154559526592493,0.014320134185254574
4392,critic,capacity_insert,42,158,500,,0.0,0.003162558190524578,0.015320133417844772
4547,critic,capacity_insert,27,128,500,,0.0,0.0031729217153042555,0.015000001527369022
4680,critic,capacity_insert,31,102,500,,0.0,0.0032360698096454144,0.01600000075995922
4790,critic,capacity_insert,54,56,500,,0.0,0.0033220695331692696,0.016999991610646248
5020,critic,capacity_insert,57,173,500,,0.0,0.00335788750089705,0.01799999177455902
5179,critic,capacity_insert,60,99,500,,0.0,0.0034278889652341604,0.018320132046937943
5375,critic,capacity_insert,49,147,500,,0.0,0.003460731590166688,0.019320132210850716
5522,critic,capacity_insert,49,98,500,,0.0,0.0035087333526462317,0.02032013237476349
5687,critic,capacity_insert,50,115,500,,0.0,0.003494880860671401,0.019999992102384567
5861,critic,capacity_insert,47,127,500,,0.0,0.003520045429468155,0.02099999226629734
6081,critic,capacity_insert,47,173,500,,0.0,0.003606044687330723,0.021999992430210114
