global_step,episode,episode_return,episode_length,epsilon,loss,mean_q_value
6,1,0.0,6,0.9999366666666667,,
12,2,0.0,6,0.9998606666666666,,
18,3,0.0,6,0.9997846666666667,,
24,4,0.0,6,0.9997086666666667,,
40,5,1.0,16,0.999506,,
56,6,1.0,16,0.9993033333333333,,
72,7,1.0,16,0.9991006666666666,,
78,8,0.0,6,0.9990246666666667,,
94,9,1.0,16,0.998822,,
100,10,0.0,6,0.998746,,
106,11,0.0,6,0.99867,,
122,12,1.0,16,0.9984673333333334,,
138,13,1.0,16,0.9982646666666667,,
144,14,0.0,6,0.9981886666666666,,
150,15,0.0,6,0.9981126666666666,,
156,16,0.0,6,0.9980366666666667,,
172,17,1.0,16,0.997834,,
178,18,0.0,6,0.997758,,
184,19,0.0,6,0.997682,,
190,20,0.0,6,0.997606,,
196,21,0.0,6,0.99753,,
202,22,0.0,6,0.997454,,
208,23,0.0,6,0.997378,,
214,24,0.0,6,0.997302,,
220,25,0.0,6,0.997226,,
236,26,1.0,16,0.9970233333333334,,
262,27,2.0,26,0.996694,,
268,28,0.0,6,0.996618,,
274,29,0.0,6,0.996542,,
280,30,0.0,6,0.996466,,
286,31,0.0,6,0.99639,,
302,32,1.0,16,0.9961873333333333,,
318,33,1.0,16,0.9959846666666666,,
324,34,0.0,6,0.9959086666666667,,
340,35,1.0,16,0.995706,,
346,36,0.0,6,0.99563,,
352,37,0.0,6,0.995554,,
358,38,0.0,6,0.995478,,
364,39,0.0,6,0.995402,,
370,40,0.0,6,0.995326,,
376,41,0.0,6,0.99525,,
382,42,0.0,6,0.995174,,
388,43,0.0,6,0.995098,,
394,44,0.0,6,0.995022,,
410,45,1.0,16,0.9948193333333333,,
416,46,0.0,6,0.9947433333333333,,
422,47,0.0,6,0.9946673333333333,,
428,48,0.0,6,0.9945913333333334,,
444,49,1.0,16,0.9943886666666667,,
450,50,0.0,6,0.9943126666666666,,
456,51,0.0,6,0.9942366666666667,,
462,52,0.0,6,0.9941606666666667,,
468,53,0.0,6,0.9940846666666666,,
484,54,1.0,16,0.993882,,
490,55,0.0,6,0.993806,,
496,56,0.0,6,0.99373,,
524,57,2.0,28,0.9933753333333334,,
540,58,1.0,16,0.9931726666666667,,
546,59,0.0,6,0.9930966666666666,,
552,60,0.0,6,0.9930206666666667,,
558,61,0.0,6,0.9929446666666667,,
586,62,2.0,28,0.99259,,
592,63,0.0,6,0.992514,,
598,64,0.0,6,0.992438,,
604,65,0.0,6,0.992362,,
610,66,0.0,6,0.992286,,
616,67,0.0,6,0.99221,,
622,68,0.0,6,0.992134,,
628,69,0.0,6,0.992058,,
634,70,0.0,6,0.991982,,
640,71,0.0,6,0.991906,,
646,72,0.0,6,0.99183,,
652,73,0.0,6,0.991754,,
680,74,2.0,28,0.9913993333333333,,
686,75,0.0,6,0.9913233333333333,,
692,76,0.0,6,0.9912473333333334,,
698,77,0.0,6,0.9911713333333333,,
724,78,2.0,26,0.990842,,
740,79,1.0,16,0.9906393333333333,,
768,80,2.0,28,0.9902846666666667,,
774,81,0.0,6,0.9902086666666666,,
780,82,0.0,6,0.9901326666666667,,
786,83,0.0,6,0.9900566666666667,,
792,84,0.0,6,0.9899806666666666,,
808,85,1.0,16,0.989778,,
814,86,0.0,6,0.989702,,
820,87,0.0,6,0.989626,,
836,88,1.0,16,0.9894233333333333,,
842,89,0.0,6,0.9893473333333334,,
848,90,0.0,6,0.9892713333333333,,
854,91,0.0,6,0.9891953333333333,,
860,92,0.0,6,0.9891193333333334,,
866,93,0.0,6,0.9890433333333334,,
872,94,0.0,6,0.9889673333333333,,
878,95,0.0,6,0.9888913333333333,,
894,96,1.0,16,0.9886886666666667,,
900,97,0.0,6,0.9886126666666667,,
916,98,1.0,16,0.98841,,
922,99,0.0,6,0.988334,,
928,100,0.0,6,0.988258,,
934,101,0.0,6,0.988182,,
940,102,0.0,6,0.988106,,
956,103,1.0,16,0.9879033333333334,,
972,104,1.0,16,0.9877006666666667,,
988,105,1.0,16,0.987498,,
994,106,0.0,6,0.987422,,
1000,107,0.0,6,0.987346,0.013201252557337284,0.10564345866441727
1006,108,0.0,6,0.98727,0.027124879881739616,0.1983415186405182
1022,109,1.0,16,0.9870673333333333,0.011575249955058098,0.1842210590839386
1028,110,0.0,6,0.9869913333333333,0.004165890160948038,0.18381905555725098
1034,111,0.0,6,0.9869153333333334,0.01725035533308983,0.21254032850265503
1040,112,0.0,6,0.9868393333333333,0.004655344877392054,0.19068355858325958
1046,113,0.0,6,0.9867633333333333,0.011792218312621117,0.20800596475601196
1052,114,0.0,6,0.9866873333333334,0.005521480925381184,0.21845979988574982
1058,115,0.0,6,0.9866113333333333,0.00401603477075696,0.1912412941455841
1074,116,1.0,16,0.9864086666666667,0.0016284713055938482,0.1719215214252472
1080,117,0.0,6,0.9863326666666666,0.004109412897378206,0.18646271526813507
1086,118,0.0,6,0.9862566666666667,0.002085091546177864,0.18329191207885742
1092,119,0.0,6,0.9861806666666667,0.0015098769217729568,0.2325710505247116
1098,120,0.0,6,0.9861046666666666,0.0017144595040008426,0.20198750495910645
1104,121,0.0,6,0.9860286666666667,0.002634805627167225,0.190166637301445
1110,122,0.0,6,0.9859526666666667,0.0006350952317006886,0.1570812463760376
1126,123,1.0,16,0.98575,0.0012889982899650931,0.16192328929901123
1142,124,1.0,16,0.9855473333333333,0.0015387224266305566,0.22388237714767456
1148,125,0.0,6,0.9854713333333334,0.003325114259496331,0.16206341981887817
1154,126,0.0,6,0.9853953333333333,0.0006383623112924397,0.1389671117067337
1160,127,0.0,6,0.9853193333333333,0.0012293476611375809,0.16911056637763977
1166,128,0.0,6,0.9852433333333334,0.0006460868753492832,0.14718347787857056
1172,129,0.0,6,0.9851673333333333,0.0011636054841801524,0.1811852604150772
1188,130,1.0,16,0.9849646666666667,0.0007686816388741136,0.16493190824985504
1194,131,0.0,6,0.9848886666666666,0.0007191331824287772,0.19261302053928375
1200,132,0.0,6,0.9848126666666667,0.0006434601964429021,0.22020801901817322
1216,133,1.0,16,0.98461,0.0006894767284393311,0.20363445580005646
1254,134,3.0,38,0.9841286666666667,0.007487453054636717,0.29617854952812195
1270,135,1.0,16,0.983926,0.004796598572283983,0.1829974502325058
