global_step,case_store,source,cases_pruned,cases_replaced,case_entries,action_counts,bias_min,bias_mean,bias_max
514,critic,capacity_insert,25,0,489,,-0.00120060658082366,7.039359479676932e-05,0.0021353454794734716
593,critic,capacity_insert,72,0,496,,-0.0004999999655410647,0.00020848101121373475,0.0022238832898437977
710,critic,capacity_insert,120,0,493,,-0.00035697431303560734,0.00037076740409247577,0.0022512832656502724
811,critic,capacity_insert,94,0,500,,-0.00022725487360730767,0.00043125046067871153,0.0026615499518811703
949,actor,capacity_insert,75,0,489,"[259, 230]",-0.0015009709168225527,8.637330029159784e-05,0.003379509085789323
949,critic,capacity_insert,106,32,500,,0.0,0.0005082937423139811,0.0030652882996946573
1114,actor,capacity_insert,125,0,481,"[261, 220]",-0.0004995367489755154,0.0003552633570507169,0.003875394817441702
1114,critic,capacity_insert,92,73,500,,0.0,0.0005405776319094002,0.0025652956683188677
1114,actor,scheduled_batch_boundary,24,0,457,"[251, 206]",-0.0004931763396598399,0.00040008226642385125,0.003875394817441702
1189,critic,capacity_insert,69,6,500,,0.0,0.0005898757372051477,0.0030652955174446106
1287,actor,capacity_insert,25,0,496,"[283, 213]",-0.0008543055737391114,0.0003615953610278666,0.004559510387480259
1287,critic,capacity_insert,52,46,500,,0.0,0.0006468866486102343,0.0030361535027623177
1406,actor,capacity_insert,75,0,482,"[264, 218]",-0.0005693502025678754,0.0004896793980151415,0.005058912560343742
1406,critic,capacity_insert,90,29,500,,0.0,0.0007162716938182712,0.0035361533518880606
1473,actor,capacity_insert,25,0,480,"[262, 218]",-0.0004997923970222473,0.0005248150555416942,0.004972165450453758
1473,critic,capacity_insert,50,17,500,,0.0,0.0007523440290242434,0.004036152735352516
1557,actor,capacity_insert,25,0,488,"[264, 224]",-0.0004996071220375597,0.0005744411610066891,0.004472462460398674
1557,critic,capacity_insert,45,39,500,,0.0,0.0007854212890379131,0.004536152817308903
1666,actor,capacity_insert,50,0,493,"[257, 236]",-0.0004893838195130229,0.0006499474984593689,0.004972170572727919
1666,critic,capacity_insert,63,46,500,,0.0,0.0008537720423191786,0.004846515599638224
1771,actor,capacity_insert,75,0,479,"[253, 226]",-0.0004584571870509535,0.0007803190383128822,0.004509995691478252
1771,critic,capacity_insert,65,40,500,,0.0,0.000919709331355989,0.004846515599638224
1839,critic,capacity_insert,40,28,500,,0.0,0.0009640046046115458,0.005036152899265289
1921,actor,capacity_insert,25,0,500,"[267, 233]",-0.0008340399363078177,0.0008103300933726132,0.0055030230432748795
1921,critic,capacity_insert,49,33,500,,0.0,0.0009945501806214452,0.005036152899265289
1980,actor,capacity_insert,25,0,487,"[257, 230]",-0.0006077413563616574,0.0008842441602610052,0.005412818398326635
1980,critic,capacity_insert,41,18,500,,0.0,0.001022871001623571,0.0055361525155603886
2060,actor,capacity_insert,25,0,495,"[253, 242]",-0.0004996426869183779,0.0008958473918028176,0.005905655212700367
2060,critic,capacity_insert,58,22,500,,0.0,0.0010437574237585068,0.006036144681274891
2060,actor,scheduled_batch_boundary,25,0,470,"[239, 231]",-0.0003093307896051556,0.0009667780832387507,0.005905655212700367
2184,actor,capacity_insert,50,0,496,"[243, 253]",-0.00026057951617985964,0.0009442443842999637,0.006215868983417749
2184,critic,capacity_insert,55,69,500,,0.0,0.0010768505744636059,0.00653614429756999
2278,actor,capacity_insert,50,0,490,"[234, 256]",-0.0001818278105929494,0.000970664550550282,0.006115664262324572
2278,critic,capacity_insert,43,51,500,,0.0,0.0011162175796926022,0.007036141585558653
2342,actor,capacity_insert,25,0,478,"[236, 242]",-0.0004977155476808548,0.0009815633529797196,0.005616104695945978
2342,critic,capacity_insert,54,10,500,,0.0,0.0011762173380702734,0.006536141969263554
2451,actor,capacity_insert,50,0,491,"[243, 248]",-0.00014855817425996065,0.0010116843041032553,0.0061149923130869865
2451,critic,capacity_insert,68,41,500,,0.0,0.0012302170507609844,0.00703614205121994
2554,actor,capacity_insert,50,0,498,"[242, 256]",-0.00038539699744433165,0.0010425846558064222,0.0065121958032250404
2554,critic,capacity_insert,73,30,500,,0.0,0.0012807061430066824,0.007536142133176327
2634,actor,capacity_insert,50,0,476,"[229, 247]",-6.726894207531586e-05,0.0011575522366911173,0.006514883600175381
2634,critic,capacity_insert,53,27,500,,0.0,0.001332419109530747,0.0071615418419241905
2712,actor,capacity_insert,25,0,481,"[230, 251]",-0.0004926989204250276,0.001160284737125039,0.007014795672148466
2712,critic,capacity_insert,23,55,500,,0.0,0.0013496571918949485,0.0070361425168812275
2807,actor,capacity_insert,50,0,477,"[223, 254]",-1.7479760572314262e-07,0.0012119426392018795,0.007483351975679398
2807,critic,capacity_insert,32,63,500,,0.0,0.0013427718076854944,0.0070361425168812275
2897,actor,capacity_insert,50,0,476,"[223, 253]",-1.4132869097238654e-08,0.0012756608193740249,0.007363936863839626
2897,critic,capacity_insert,45,45,500,,0.0,0.001393699087202549,0.007161542773246765
2960,critic,capacity_insert,29,34,500,,0.0,0.001424243557266891,0.007661542389541864
3115,actor,capacity_insert,62,45,500,"[248, 252]",0.0,0.001341557246632874,0.007497473154217005
3115,critic,capacity_insert,55,100,500,,0.0,0.0014832435408607125,0.008161542005836964
3250,actor,capacity_insert,44,50,500,"[249, 251]",0.0,0.0013572442112490535,0.007814859040081501
3250,critic,capacity_insert,29,106,500,,0.0,0.0015092435060068965,0.007661541923880577
3327,actor,capacity_insert,24,3,500,"[244, 256]",0.0,0.0013823970220983028,0.007314950227737427
3327,critic,capacity_insert,37,40,500,,0.0,0.00154424412176013,0.008161541074514389
3381,actor,capacity_insert,24,0,486,"[229, 257]",0.0,0.001454738900065422,0.007155512925237417
3381,critic,capacity_insert,29,25,500,,0.0,0.0015762441325932741,0.008661541156470776
3467,actor,capacity_insert,37,0,489,"[227, 262]",0.0,0.0014730426482856274,0.007041772827506065
3467,critic,capacity_insert,55,31,500,,0.0,0.00160248763859272,0.009161533787846565
3528,actor,capacity_insert,25,0,482,"[223, 259]",-8.731149137020111e-08,0.0015168606769293547,0.007206066511571407
3528,critic,capacity_insert,33,28,500,,0.0,0.0016394873382523656,0.008661533705890179
3632,actor,capacity_insert,33,13,500,"[235, 265]",0.0,0.001468127709813416,0.00770598603412509
3632,critic,capacity_insert,56,48,500,,0.0,0.0016745859757065773,0.009161529131233692
3766,actor,capacity_insert,37,48,500,"[235, 265]",0.0,0.0014918209053575993,0.007317684590816498
3766,critic,capacity_insert,52,82,500,,0.0,0.0017155029345303774,0.008661529049277306
3901,actor,capacity_insert,36,58,500,"[236, 264]",0.0,0.0015613005962222815,0.007817501202225685
3901,critic,capacity_insert,30,105,500,,0.0,0.001746002584695816,0.008161528967320919
3981,actor,capacity_insert,22,4,500,"[236, 264]",0.0,0.0015859947307035327,0.00803535245358944
3981,critic,capacity_insert,49,31,500,,0.0,0.001805111183784902,0.008661527186632156
4065,actor,capacity_insert,23,8,500,"[234, 266]",0.0,0.0015885097673162818,0.007913734763860703
4065,critic,capacity_insert,40,44,500,,0.0,0.0018414618680253625,0.008661527186632156
4202,actor,capacity_insert,32,65,500,"[231, 269]",0.0,0.0016115675680339336,0.007793515454977751
4202,critic,capacity_insert,34,103,500,,0.0,0.0018763592233881354,0.008499959483742714
4320,actor,capacity_insert,20,55,500,"[230, 270]",0.0,0.0016400592867285013,0.008221395313739777
4320,critic,capacity_insert,26,92,500,,0.0,0.0019233589991927147,0.008661527186632156
4423,actor,capacity_insert,17,46,500,"[228, 272]",0.0,0.0016909794649109244,0.008174563758075237
4423,critic,capacity_insert,39,64,500,,0.0,0.0019593588076531887,0.00816152710467577
4496,actor,capacity_insert,25,0,498,"[236, 262]",-1.8358929082751274e-05,0.0016913728322833776,0.00867429655045271
4496,critic,capacity_insert,38,35,500,,0.0,0.001987359020859003,0.008661527186632156
4633,actor,capacity_insert,31,70,500,"[248, 252]",0.0,0.0017181100556626916,0.009173888713121414
4633,critic,capacity_insert,42,95,500,,0.0,0.0019963588565587997,0.009161527268588543
4709,actor,capacity_insert,22,4,500,"[251, 249]",0.0,0.0017304543871432543,0.009039664641022682
4709,critic,capacity_insert,20,56,500,,0.0,0.0020053600892424583,0.008661528117954731
4786,actor,capacity_insert,24,8,500,"[252, 248]",0.0,0.0017535582883283496,0.009538769721984863
4786,critic,capacity_insert,24,53,500,,0.0,0.00203147204592824,0.008999984711408615
