global_step,episode,episode_return,episode_length,epsilon,loss,mean_q_value
1012,1,-19.0,1012,0.980791,,
1989,2,-20.0,977,0.962228,,
2922,3,-20.0,933,0.944501,,
3697,4,-21.0,775,0.929776,,
4475,5,-21.0,778,0.914994,,
5355,6,-21.0,880,0.898274,,
6331,7,-20.0,976,0.87973,,
7196,8,-20.0,865,0.863295,,
8326,9,-20.0,1130,0.841825,,
9236,10,-21.0,910,0.824535,,
10074,11,-20.0,838,0.808613,,
10957,12,-21.0,883,0.791836,,
11774,13,-21.0,817,0.776313,,
12560,14,-21.0,786,0.761379,,
13381,15,-21.0,821,0.7457800000000001,,
14157,16,-21.0,776,0.731036,,
14935,17,-21.0,778,0.7162540000000001,,
15752,18,-21.0,817,0.700731,,
16681,19,-20.0,929,0.68308,,
17501,20,-21.0,820,0.6675,,
18282,21,-21.0,781,0.652661,,
19164,22,-21.0,882,0.6359030000000001,,
19986,23,-21.0,822,0.620285,,
20807,24,-21.0,821,0.6046860000000001,0.011741286143660545,0.011860418133437634
21627,25,-21.0,820,0.5891060000000001,0.01526569202542305,-0.004583138041198254
22497,26,-20.0,870,0.572576,0.007694166153669357,-0.026233123615384102
23349,27,-21.0,852,0.5563880000000001,0.00958339124917984,-0.051169414073228836
24329,28,-21.0,980,0.537768,0.003505363827571273,-0.04183872789144516
25216,29,-21.0,887,0.520915,0.001439740415662527,-0.05566190928220749
26140,30,-20.0,924,0.5033590000000001,0.00807203259319067,-0.10160499066114426
27185,31,-20.0,1045,0.48350400000000004,0.0013249916955828667,-0.07186450064182281
28165,32,-20.0,980,0.4648840000000001,0.00475385133177042,-0.06228437274694443
29085,33,-20.0,920,0.447404,0.020039711147546768,-0.042804569005966187
30100,34,-19.0,1015,0.428119,0.0018881182186305523,-0.052778735756874084
31011,35,-21.0,911,0.4108100000000001,0.0054098572582006454,-0.06695014238357544
31775,36,-21.0,764,0.39629400000000004,0.0037343266885727644,-0.09298975020647049
32788,37,-20.0,1013,0.37704700000000013,0.0028234056662768126,-0.14487111568450928
33551,38,-21.0,763,0.36255000000000004,0.0033262106589972973,-0.15035659074783325
34342,39,-21.0,791,0.3475210000000001,0.006617935374379158,-0.1687149852514267
35469,40,-19.0,1127,0.32610800000000006,0.009280639700591564,-0.17718234658241272
36406,41,-21.0,937,0.30830500000000005,0.004482131451368332,-0.19815820455551147
37248,42,-21.0,842,0.2923070000000001,0.002651109592989087,-0.1897488534450531
38253,43,-21.0,1005,0.2732120000000001,0.006645560264587402,-0.2079675942659378
39183,44,-20.0,930,0.25554200000000005,0.007661866024136543,-0.1317596733570099
39943,45,-21.0,760,0.24110200000000004,0.0021298574283719063,-0.22955304384231567
40827,46,-21.0,884,0.22430600000000012,0.0018489951035007834,-0.09882358461618423
41703,47,-21.0,876,0.20766200000000012,0.004870695061981678,-0.18468636274337769
42645,48,-21.0,942,0.18976400000000015,0.0042814998887479305,-0.19608746469020844
43573,49,-20.0,928,0.17213200000000006,0.0029367234092205763,-0.2255021333694458
44536,50,-21.0,963,0.15383500000000006,0.004749576561152935,-0.20913058519363403
45358,51,-21.0,822,0.13821700000000015,0.0018748395377770066,-0.2704181969165802
46202,52,-21.0,844,0.1221810000000001,0.002011890523135662,-0.2487969994544983
47141,53,-21.0,939,0.1043400000000001,0.005858317948877811,-0.20625324547290802
48026,54,-21.0,885,0.08752500000000007,0.0037571729626506567,-0.3074392080307007
48788,55,-21.0,762,0.07304700000000008,0.00378024741075933,-0.23927278816699982
49839,56,-20.0,1051,0.05307800000000007,0.0032638455741107464,-0.201865553855896
50691,57,-21.0,852,0.05,0.0028726784512400627,-0.2949506640434265
51517,58,-21.0,826,0.05,0.0017505493015050888,-0.28863710165023804
52341,59,-21.0,824,0.05,0.004505740478634834,-0.3166485130786896
53447,60,-18.0,1106,0.05,0.0048734829761087894,-0.28632208704948425
54377,61,-19.0,930,0.05,0.0034041907638311386,-0.313051700592041
55260,62,-21.0,883,0.05,0.0019564679823815823,-0.2743748426437378
56161,63,-20.0,901,0.05,0.0038833729922771454,-0.3128456473350525
57104,64,-20.0,943,0.05,0.00855710357427597,-0.31551799178123474
58106,65,-21.0,1002,0.05,0.005913511849939823,-0.42082393169403076
58987,66,-21.0,881,0.05,0.003280983306467533,-0.3687370717525482
59867,67,-21.0,880,0.05,0.001543140271678567,-0.35647469758987427
60871,68,-21.0,1004,0.05,0.0023541769478470087,-0.4009414613246918
62119,69,-21.0,1248,0.05,0.0027286678086966276,-0.365933358669281
63038,70,-20.0,919,0.05,0.0028192182071506977,-0.4153136610984802
64278,71,-20.0,1240,0.05,0.0020645700860768557,-0.4403548240661621
65254,72,-20.0,976,0.05,0.002125189173966646,-0.46240234375
66256,73,-20.0,1002,0.05,0.0025715497322380543,-0.4175355136394501
67338,74,-21.0,1082,0.05,0.0012625569943338633,-0.4252636134624481
68305,75,-21.0,967,0.05,0.0017480134265497327,-0.4082803428173065
69281,76,-20.0,976,0.05,0.0017163250595331192,-0.4811464548110962
70391,77,-20.0,1110,0.05,0.002548704855144024,-0.46433910727500916
71775,78,-20.0,1384,0.05,0.005959962960332632,-0.408779501914978
72659,79,-21.0,884,0.05,0.002153455512598157,-0.45400601625442505
73575,80,-21.0,916,0.05,0.0015408139443024993,-0.4207492172718048
74691,81,-19.0,1116,0.05,0.0013037272728979588,-0.4393879175186157
75941,82,-20.0,1250,0.05,0.00268842582590878,-0.4518777132034302
77144,83,-19.0,1203,0.05,0.0016346571501344442,-0.44455838203430176
78155,84,-19.0,1011,0.05,0.0017738820752128959,-0.4494515359401703
79224,85,-21.0,1069,0.05,0.002024248242378235,-0.42797136306762695
80143,86,-21.0,919,0.05,0.0061200023628771305,-0.47122129797935486
81503,87,-18.0,1360,0.05,0.001918773166835308,-0.46575379371643066
82655,88,-19.0,1152,0.05,0.003299682168290019,-0.4874362051486969
83906,89,-18.0,1251,0.05,0.0035686418414115906,-0.435332715511322
85270,90,-20.0,1364,0.05,0.00464742723852396,-0.4696474075317383
86969,91,-19.0,1699,0.05,0.002057599602267146,-0.44988662004470825
88324,92,-20.0,1355,0.05,0.0017880150116980076,-0.46276426315307617
89690,93,-20.0,1366,0.05,0.0018712520832195878,-0.4352825880050659
91291,94,-18.0,1601,0.05,0.004098938778042793,-0.5289517641067505
92934,95,-20.0,1643,0.05,0.002339564962312579,-0.4941147565841675
94568,96,-19.0,1634,0.05,0.0020276829600334167,-0.47972145676612854
96228,97,-20.0,1660,0.05,0.0023332126438617706,-0.4838033616542816
97636,98,-20.0,1408,0.05,0.002775805536657572,-0.5531725883483887
99030,99,-19.0,1394,0.05,0.003383573843166232,-0.5184634923934937
100995,100,-19.0,1965,0.05,0.0035106390714645386,-0.4820267856121063
102770,101,-19.0,1775,0.05,0.0035185194574296474,-0.5248315334320068
104454,102,-19.0,1684,0.05,0.0021731979213654995,-0.5785284042358398
106041,103,-20.0,1587,0.05,0.0034108085092157125,-0.5855023860931396
107379,104,-19.0,1338,0.05,0.003158340696245432,-0.5415879487991333
108967,105,-19.0,1588,0.05,0.002458215458318591,-0.6096239686012268
110660,106,-18.0,1693,0.05,0.0035384241491556168,-0.5441227555274963
112270,107,-18.0,1610,0.05,0.0026312503032386303,-0.6107414364814758
113783,108,-20.0,1513,0.05,0.0023127994500100613,-0.5700638890266418
115700,109,-19.0,1917,0.05,0.004492649808526039,-0.5366846323013306
117344,110,-19.0,1644,0.05,0.0023815014865249395,-0.49826014041900635
119095,111,-19.0,1751,0.05,0.003756467252969742,-0.5251983404159546
120845,112,-19.0,1750,0.05,0.005122654139995575,-0.5001521706581116
122850,113,-20.0,2005,0.05,0.0032706563360989094,-0.5631968379020691
124696,114,-21.0,1846,0.05,0.0026383106596767902,-0.5525833964347839
126657,115,-20.0,1961,0.05,0.005254342686384916,-0.5396395325660706
128664,116,-17.0,2007,0.05,0.002717735478654504,-0.5789214372634888
130300,117,-20.0,1636,0.05,0.005215803161263466,-0.5220675468444824
132353,118,-20.0,2053,0.05,0.00608473364263773,-0.4947783350944519
134165,119,-15.0,1812,0.05,0.003695969469845295,-0.5088072419166565
136165,120,-19.0,2000,0.05,0.0063395146280527115,-0.5307028889656067
138242,121,-18.0,2077,0.05,0.002573592821136117,-0.5312978029251099
140330,122,-21.0,2088,0.05,0.0023578160908073187,-0.5582157373428345
142193,123,-14.0,1863,0.05,0.004985463805496693,-0.44653958082199097
144427,124,-18.0,2234,0.05,0.00331430253572762,-0.4079822599887848
146537,125,-13.0,2110,0.05,0.002050102921202779,-0.44978153705596924
148528,126,-20.0,1991,0.05,0.00395673094317317,-0.3979679346084595
150663,127,-17.0,2135,0.05,0.0012897709384560585,-0.37675410509109497
152483,128,-19.0,1820,0.05,0.0030417011585086584,-0.3266926407814026
154899,129,-14.0,2416,0.05,0.00421884935349226,-0.3622383177280426
156916,130,-17.0,2017,0.05,0.005044253077358007,-0.33434560894966125
159548,131,-16.0,2632,0.05,0.004652451258152723,-0.3404582142829895
161846,132,-15.0,2298,0.05,0.0036270401906222105,-0.30635547637939453
163986,133,-16.0,2140,0.05,0.0018618974136188626,-0.27673622965812683
166167,134,-19.0,2181,0.05,0.004197276197373867,-0.2849977910518646
168610,135,-18.0,2443,0.05,0.003492895048111677,-0.2127041071653366
170703,136,-18.0,2093,0.05,0.0029910930898040533,-0.25652968883514404
172916,137,-19.0,2213,0.05,0.0018815381918102503,-0.1769528090953827
175425,138,-16.0,2509,0.05,0.0027518917340785265,-0.18790562450885773
177416,139,-20.0,1991,0.05,0.0024318003561347723,-0.2027336210012436
179402,140,-16.0,1986,0.05,0.0062001366168260574,-0.21481533348560333
181240,141,-18.0,1838,0.05,0.003573014633730054,-0.1822006106376648
183254,142,-18.0,2014,0.05,0.0032427452970296144,-0.20266781747341156
185503,143,-20.0,2249,0.05,0.001768887392245233,-0.1706898808479309
187299,144,-20.0,1796,0.05,0.0032421667128801346,-0.20594003796577454
189815,145,-19.0,2516,0.05,0.0019189617596566677,-0.16962610185146332
192065,146,-19.0,2250,0.05,0.007239443715661764,-0.1307852566242218
