global_step,episode,episode_return,episode_length,epsilon,loss,mean_q_value,dictionary_entries,dictionary_min_entries,q_values
500,1,-500.0,500,0.9936793333333334,,,500,160,"[0.0, 0.0, 0.0]"
1000,2,-500.0,500,0.987346,,,1000,307,"[-39.4993896484375, -39.49939727783203, -39.499393463134766]"
1500,3,-500.0,500,0.9810126666666666,3.9294896125793457,-49.3045654296875,1500,480,"[-46.62162780761719, -44.342811584472656, -51.54790496826172]"
2000,4,-500.0,500,0.9746793333333333,5.9306793212890625,-53.13624572753906,2000,640,"[-61.74675750732422, -50.03376770019531, -56.166568756103516]"
2500,5,-500.0,500,0.968346,5.905806541442871,-56.65410614013672,2500,802,"[-54.839599609375, -40.416725158691406, -44.42530822753906]"
3000,6,-500.0,500,0.9620126666666666,6.080045223236084,-59.245506286621094,3000,975,"[-50.168540954589844, -54.79454040527344, -42.52202224731445]"
3500,7,-500.0,500,0.9556793333333333,5.870579719543457,-60.50639343261719,3500,1127,"[-44.36479187011719, -42.25602340698242, -38.18492126464844]"
4000,8,-500.0,500,0.949346,6.0263261795043945,-62.31512451171875,4000,1304,"[-51.964073181152344, -62.332054138183594, -57.50745391845703]"
4500,9,-500.0,500,0.9430126666666667,7.799654960632324,-60.535125732421875,4500,1482,"[-62.573795318603516, -58.1561164855957, -67.15091705322266]"
5000,10,-500.0,500,0.9366793333333333,6.965400218963623,-63.14315414428711,5000,1644,"[-54.39448165893555, -45.60371398925781, -52.59504318237305]"
5500,11,-500.0,500,0.930346,6.140189170837402,-64.77186584472656,5500,1795,"[-70.07588958740234, -55.77507019042969, -60.67424011230469]"
6000,12,-500.0,500,0.9240126666666667,6.478695392608643,-64.69187927246094,6000,1969,"[-67.38825988769531, -71.3634033203125, -70.66560363769531]"
6500,13,-500.0,500,0.9176793333333333,8.316116333007812,-63.6856689453125,6500,2139,"[-63.84791946411133, -53.43536376953125, -72.54550170898438]"
7000,14,-500.0,500,0.911346,5.844182968139648,-66.4905014038086,7000,2306,"[-62.51921463012695, -65.45050048828125, -69.36007690429688]"
7500,15,-500.0,500,0.9050126666666667,7.127802848815918,-66.45195007324219,7500,2468,"[-56.046321868896484, -47.27458953857422, -65.2633056640625]"
8000,16,-500.0,500,0.8986793333333334,7.922784805297852,-65.519775390625,8000,2637,"[-61.946533203125, -66.25789642333984, -60.81953430175781]"
8500,17,-500.0,500,0.892346,5.978559494018555,-67.01800537109375,8500,2795,"[-41.861934661865234, -40.836891174316406, -40.38024139404297]"
8893,18,-392.0,393,0.887368,7.013720512390137,-65.79265594482422,8893,2915,"[-51.04161071777344, -67.0546875, -54.54811096191406]"
9393,19,-500.0,500,0.8810346666666666,7.796337127685547,-65.16564178466797,9393,3067,"[-71.91777038574219, -71.58084869384766, -73.4518814086914]"
9893,20,-500.0,500,0.8747013333333333,7.119822978973389,-65.6054916381836,9893,3232,"[-60.83454895019531, -59.633949279785156, -67.847900390625]"
10393,21,-500.0,500,0.868368,6.782158851623535,-66.91169738769531,10393,3390,"[-56.76158142089844, -45.84971618652344, -47.04728698730469]"
10893,22,-500.0,500,0.8620346666666667,6.120736122131348,-69.31657409667969,10893,3556,"[-70.7657470703125, -64.28563690185547, -59.87871170043945]"
11393,23,-500.0,500,0.8557013333333333,7.499896049499512,-66.472412109375,11393,3721,"[-60.818607330322266, -70.60458374023438, -66.41506958007812]"
11893,24,-500.0,500,0.849368,7.554980754852295,-66.46756744384766,11893,3905,"[-63.324554443359375, -72.07757568359375, -68.36022186279297]"
12393,25,-500.0,500,0.8430346666666666,6.336124420166016,-69.66132354736328,12393,4060,"[-56.56865692138672, -62.843109130859375, -58.10896301269531]"
12893,26,-500.0,500,0.8367013333333333,6.127022743225098,-69.4780502319336,12893,4226,"[-70.54078674316406, -66.02110290527344, -68.0125732421875]"
13393,27,-500.0,500,0.830368,7.259649276733398,-68.19139099121094,13393,4397,"[-72.33616638183594, -70.82814025878906, -56.10546112060547]"
13893,28,-500.0,500,0.8240346666666667,5.783761024475098,-69.86247253417969,13893,4569,"[-67.13130950927734, -68.56978607177734, -54.19775390625]"
14393,29,-500.0,500,0.8177013333333334,6.165512561798096,-68.79594421386719,14393,4742,"[-74.75328063964844, -74.53593444824219, -69.2149429321289]"
14893,30,-500.0,500,0.811368,6.751723766326904,-68.72108459472656,14893,4893,"[-58.36821746826172, -72.26817321777344, -72.0689697265625]"
15393,31,-500.0,500,0.8050346666666667,7.5184502601623535,-67.85663604736328,15393,5049,"[-68.39862060546875, -79.06565856933594, -67.83033752441406]"
