global_step,loss,mean_q_value,epsilon,dictionary_entries
1000,0.4781334400177002,-50.2880859375,0.9873333333333333,1000
1001,7.692694664001465,-51.55757522583008,0.9873206666666666,1000
1002,8.372489929199219,-51.28041458129883,0.987308,1000
1003,8.019462585449219,-50.966712951660156,0.9872953333333333,1000
1004,6.4414520263671875,-51.393917083740234,0.9872826666666666,1000
1005,7.723366737365723,-49.724945068359375,0.98727,1000
1006,7.043662071228027,-51.10218048095703,0.9872573333333333,1000
1007,7.832995414733887,-50.75159454345703,0.9872446666666667,1000
1008,7.179765701293945,-49.30608367919922,0.987232,1000
1009,6.7657389640808105,-50.98115539550781,0.9872193333333333,1000
1010,7.30155086517334,-50.88055419921875,0.9872066666666667,1000
1011,6.979273319244385,-51.781639099121094,0.987194,1000
1012,7.570995807647705,-49.81700897216797,0.9871813333333334,1000
1013,6.862722873687744,-50.93352127075195,0.9871686666666667,1000
1014,7.366827487945557,-49.27863311767578,0.987156,1000
1015,6.658275127410889,-48.20999526977539,0.9871433333333334,1000
1016,7.199237823486328,-50.22004318237305,0.9871306666666667,1000
1017,7.062673091888428,-52.08258819580078,0.987118,1000
1018,6.691393852233887,-50.60760498046875,0.9871053333333333,1000
1019,6.970541000366211,-50.37582015991211,0.9870926666666666,1000
1020,6.59283447265625,-49.51840591430664,0.98708,1000
1021,6.327216148376465,-50.35191345214844,0.9870673333333333,1000
1022,6.577840328216553,-51.28369903564453,0.9870546666666666,1000
1023,6.4172186851501465,-51.43262481689453,0.987042,1000
1024,6.026120185852051,-51.55561065673828,0.9870293333333333,1000
1025,6.226088523864746,-51.11379623413086,0.9870166666666667,1000
1026,5.8878374099731445,-51.233985900878906,0.987004,1000
1027,6.388864040374756,-48.86591339111328,0.9869913333333333,1000
1028,5.86479377746582,-51.25244140625,0.9869786666666667,1000
1029,5.996842384338379,-50.17644500732422,0.986966,1000
1030,6.6917572021484375,-51.085731506347656,0.9869533333333333,1000
1031,6.051905632019043,-52.41964340209961,0.9869406666666667,1000
1032,5.698997974395752,-48.77375030517578,0.986928,1000
1033,4.8177409172058105,-52.38265609741211,0.9869153333333334,1000
1034,4.74656867980957,-49.74626922607422,0.9869026666666667,1000
1035,5.686745643615723,-50.62476348876953,0.98689,1000
1036,5.492781639099121,-49.56611251831055,0.9868773333333334,1000
1037,5.067548751831055,-50.70704650878906,0.9868646666666666,1000
1038,5.389029502868652,-50.06836700439453,0.986852,1000
1039,5.142795562744141,-51.68830871582031,0.9868393333333333,1000
1040,5.3084797859191895,-50.47441482543945,0.9868266666666666,1000
1041,4.979383945465088,-48.403263092041016,0.986814,1000
1042,5.519684314727783,-50.32693099975586,0.9868013333333333,1000
1043,5.91193962097168,-49.503517150878906,0.9867886666666666,1000
1044,4.829651832580566,-50.38982009887695,0.986776,1000
1045,4.810003280639648,-48.717411041259766,0.9867633333333333,1000
1046,4.900522708892822,-50.683616638183594,0.9867506666666667,1000
1047,5.086381912231445,-51.3736457824707,0.986738,1000
1048,4.596954345703125,-49.275604248046875,0.9867253333333333,1000
1049,4.091480731964111,-50.68543243408203,0.9867126666666667,1000
1050,5.784884929656982,-50.49285125732422,0.9867,1000
1051,4.64288854598999,-49.55719757080078,0.9866873333333334,1000
1052,4.6249518394470215,-49.315425872802734,0.9866746666666667,1000
1053,5.08943510055542,-49.358333587646484,0.986662,1000
1054,4.580207824707031,-49.54015350341797,0.9866493333333334,1000
1055,5.861953258514404,-50.10501480102539,0.9866366666666667,1000
1056,4.352258205413818,-49.43996810913086,0.986624,1000
1057,5.749608516693115,-48.648521423339844,0.9866113333333333,1000
1058,5.159165859222412,-51.0775260925293,0.9865986666666666,1000
1059,4.642734527587891,-50.63185119628906,0.986586,1000
1060,4.895995140075684,-50.06332778930664,0.9865733333333333,1000
1061,5.497431755065918,-51.06401824951172,0.9865606666666666,1000
1062,4.231766223907471,-50.33222579956055,0.986548,1000
1063,4.816224098205566,-50.54419708251953,0.9865353333333333,1000
1064,4.036110877990723,-49.21245574951172,0.9865226666666667,1000
1065,4.118081092834473,-51.974849700927734,0.98651,1000
1066,4.457167625427246,-49.190101623535156,0.9864973333333333,1000
1067,4.673587322235107,-49.5624885559082,0.9864846666666667,1000
1068,4.579217910766602,-50.608184814453125,0.986472,1000
1069,4.595701217651367,-49.74024200439453,0.9864593333333334,1000
1070,3.8766565322875977,-49.453651428222656,0.9864466666666667,1000
1071,4.970428466796875,-49.88214874267578,0.986434,1000
1072,4.601140022277832,-49.494606018066406,0.9864213333333334,1000
1073,3.935584545135498,-49.813270568847656,0.9864086666666667,1000
1074,4.700554847717285,-50.64618682861328,0.986396,1000
1075,4.719522476196289,-49.96745681762695,0.9863833333333333,1000
1076,3.8135790824890137,-51.34914016723633,0.9863706666666666,1000
1077,4.236518859863281,-49.787479400634766,0.986358,1000
1078,4.564040184020996,-50.248779296875,0.9863453333333333,1000
