global_step,episode,episode_return,episode_length,epsilon,loss,mean_q_value,dictionary_entries,dictionary_min_entries,q_values
500,1,-500.0,500,0.9936793333333334,,,500,156,"[0.0, 0.0, 0.0]"
1000,2,-500.0,500,0.987346,,,1000,317,"[-39.49939727783203, -39.49939727783203, -39.499393463134766]"
1500,3,-500.0,500,0.9810126666666666,3.6747426986694336,-52.27511978149414,1500,474,"[-38.096282958984375, -32.11704635620117, -38.926185607910156]"
2000,4,-500.0,500,0.9746793333333333,5.672739028930664,-53.57848358154297,2000,628,"[-51.322967529296875, -46.39408493041992, -52.761497497558594]"
2500,5,-500.0,500,0.968346,5.5375657081604,-54.67079162597656,2500,796,"[-48.014183044433594, -45.3583869934082, -44.0860710144043]"
3000,6,-500.0,500,0.9620126666666666,6.328603267669678,-56.734642028808594,3000,962,"[-49.28547286987305, -60.68795394897461, -45.821598052978516]"
3500,7,-500.0,500,0.9556793333333333,6.224961280822754,-58.518089294433594,3500,1128,"[-46.072059631347656, -44.516536712646484, -57.57830047607422]"
4000,8,-500.0,500,0.949346,5.375357151031494,-59.55821228027344,4000,1301,"[-64.85762786865234, -62.89778137207031, -61.570274353027344]"
4500,9,-500.0,500,0.9430126666666667,5.735541343688965,-60.247432708740234,4500,1475,"[-59.9133415222168, -58.009315490722656, -57.75124740600586]"
5000,10,-500.0,500,0.9366793333333333,7.462543487548828,-59.36140441894531,5000,1643,"[-73.91122436523438, -56.6753044128418, -62.40436553955078]"
5500,11,-500.0,500,0.930346,5.965090274810791,-62.27695846557617,5500,1798,"[-73.22801208496094, -73.67532348632812, -64.59387969970703]"
6000,12,-500.0,500,0.9240126666666667,6.875401496887207,-63.27814865112305,6000,1971,"[-65.09585571289062, -63.488739013671875, -53.790687561035156]"
6500,13,-500.0,500,0.9176793333333333,6.11384391784668,-64.36973571777344,6500,2141,"[-65.66618347167969, -68.38432312011719, -45.799232482910156]"
7000,14,-500.0,500,0.911346,6.575035095214844,-64.0893325805664,7000,2305,"[-49.808441162109375, -48.007667541503906, -60.23786926269531]"
7500,15,-500.0,500,0.9050126666666667,7.934515953063965,-63.43593978881836,7500,2474,"[-59.474220275878906, -59.60922622680664, -57.88257598876953]"
8000,16,-500.0,500,0.8986793333333334,7.331683158874512,-62.9172477722168,8000,2642,"[-60.5981330871582, -67.52078247070312, -50.02565383911133]"
8500,17,-500.0,500,0.892346,5.675785541534424,-65.75813293457031,8500,2804,"[-44.13825225830078, -52.045013427734375, -57.41364669799805]"
9000,18,-500.0,500,0.8860126666666667,7.0827131271362305,-64.28952026367188,9000,2974,"[-53.77307891845703, -37.9925422668457, -37.6313591003418]"
9500,19,-500.0,500,0.8796793333333334,6.701589584350586,-66.05946350097656,9500,3154,"[-67.48735809326172, -57.18578338623047, -59.078975677490234]"
10000,20,-500.0,500,0.873346,7.518909454345703,-64.90852355957031,10000,3316,"[-70.30120849609375, -69.11591339111328, -74.09075164794922]"
10500,21,-500.0,500,0.8670126666666667,7.2132720947265625,-67.60486602783203,10500,3462,"[-66.03201293945312, -57.23079299926758, -67.58056640625]"
11000,22,-500.0,500,0.8606793333333334,5.564061164855957,-67.01947784423828,11000,3619,"[-73.62629699707031, -64.23729705810547, -65.35835266113281]"
