global_step,episodes,samples,loss,actor_loss,policy_loss,critic_optimization_mse,critic_train_mse,critic_train_explained_variance,critic_train_value_mean,critic_train_diagnostics_computed,entropy,behavior_entropy,mean_behavior_epsilon,min_behavior_epsilon,max_behavior_epsilon,bias_loss,mean_reward,mean_advantage,mean_normalized_advantage,value_target_mean,bootstrap_value_source,partial_rollout_segments,partial_rollout_samples,actor_cases_added,actor_cases_pruned,actor_cases_replaced,actor_positive_advantage_samples,critic_cases_added,critic_cases_pruned,critic_cases_replaced,critic_label_updates,critic_label_update_samples,mean_episode_return,reward_varying_episodes,reward_checked_episodes,actor_type,case_entries,critic_type,critic_case_entries,action_counts,bias_min,bias_mean,bias_max
357,4,357,1992.05126953125,-0.013862909749150276,3.4727637654441423e-08,1992.065185546875,,,,False,1.3862944841384888,1.3862944841384888,1.0,1.0,1.0,0.0,-2.5064175128936768,-38.8134765625,3.205628118507775e-08,-38.8134765625,nnknn_target_value_model,0,0,0,0,0,0,357,0,0,0,0,-223.69775025460712,4,4,nnknn,0,nnknn,357,"[0, 0, 0, 0]",,,
783,4,426,1313.92919921875,-0.013862770050764084,1.734970851430262e-07,1313.943115234375,,,,False,1.3862943649291992,1.3862943649291992,1.0,1.0,1.0,0.0,-2.4359354972839355,-28.741161346435547,1.1641095198910989e-07,-66.14479064941406,nnknn_target_value_model,0,0,40,0,0,40,426,95,188,0,0,-259.4271353207512,4,4,nnknn,40,nnknn,500,"[6, 15, 8, 11]",0.0,0.0,0.0
1143,4,360,868.7567138671875,-0.01101457979530096,-1.1920929132713809e-08,868.7677001953125,867.0159912109375,0.585099458694458,-42.53728485107422,True,1.1014567613601685,1.3862943649291992,1.0,1.0,1.0,0.0,-1.9178614616394043,-16.844295501708984,-7.947286384535346e-09,-59.373573303222656,nnknn_target_value_model,0,0,105,0,0,105,360,89,271,0,0,-172.6075261541543,4,4,nnknn,145,nnknn,500,"[31, 43, 38, 33]",-0.0004999447846785188,-2.4020462660701014e-05,0.0004999701050110161
1533,4,390,194.0033416748047,-0.013175241649150848,-0.00111634552013129,194.01651000976562,,,,False,1.2058895826339722,1.3862513303756714,0.9830583333969116,0.9805946946144104,0.9855219721794128,5.635899569256253e-08,-1.1118751764297485,-6.911336898803711,-3.423446415240505e-08,-45.59084701538086,nnknn_target_value_model,0,0,127,0,0,127,390,65,325,0,0,-108.40781569694057,4,4,nnknn,264,nnknn,500,"[65, 58, 66, 75]",-0.000997602823190391,-1.3272550859255716e-05,0.0009998494060710073
1952,4,419,706.7708129882812,-0.013723633252084255,-0.0018767958972603083,706.7845458984375,705.3417358398438,0.6905179023742676,-53.220001220703125,True,1.1846837997436523,1.3862090110778809,0.977934718132019,0.9752873182296753,0.9805819988250732,1.4522294122798485e-07,-2.302865743637085,-22.413084030151367,1.1323460569201416e-07,-75.60462951660156,nnknn_target_value_model,0,0,10,0,0,10,419,48,371,0,0,-241.22519413977582,4,4,nnknn,274,nnknn,500,"[67, 60, 66, 81]",-0.0010001719929277897,-1.4552732864103746e-05,0.001487763482145965
2254,4,302,602.2259521484375,-0.013063915073871613,-0.0010717925615608692,602.239013671875,,,,False,1.1992123126983643,1.3861757516860962,0.9733682870864868,0.9714620113372803,0.9752746820449829,3.5499050454745884e-07,-2.1441590785980225,-15.827476501464844,-2.210503424748822e-08,-72.90951538085938,nnknn_target_value_model,0,0,56,0,0,56,302,79,223,0,0,-161.88399538074776,4,4,nnknn,330,nnknn,500,"[80, 74, 78, 98]",-0.0014879549853503704,-2.715896516747307e-05,0.0018653236329555511
2655,4,401,389.63629150390625,-0.013279078528285027,-0.000818327534943819,389.6495666503906,,,,False,1.2460750341415405,1.386175274848938,0.9689159989356995,0.9663826823234558,0.9714493155479431,4.466180314466328e-07,-2.0521886348724365,-14.70339298248291,-3.9538242901926424e-08,-80.25948333740234,nnknn_target_value_model,0,0,59,0,0,59,401,50,351,0,0,-205.73188438283387,4,4,nnknn,372,nnknn,500,"[90, 80, 92, 110]",-0.0017165238969027996,-1.5611144590366166e-06,0.0019863154739141464
2989,4,334,666.6202392578125,-0.013589214533567429,-0.001245270250365138,666.6338500976562,662.0992431640625,0.1862371563911438,-74.94984436035156,True,1.2343944311141968,1.386130928993225,0.9642610549926758,0.9621520042419434,0.9663699865341187,4.805977482646995e-07,-1.9448127746582031,-9.26579761505127,1.570421837016056e-08,-84.21306610107422,nnknn_target_value_model,0,0,79,0,0,79,334,87,247,0,0,-162.39186490793728,4,4,nnknn,451,nnknn,500,"[115, 99, 113, 124]",-0.002046976936981082,-1.4675326383439824e-05,0.002320684026926756
3338,4,349,290.8882751464844,-0.013767724856734276,-0.0017939242534339428,290.90203857421875,,,,False,1.1973800659179688,1.3860188722610474,0.9599353671073914,0.957731306552887,0.9621393084526062,5.800246185572178e-07,-1.4549603462219238,-4.5261664390563965,3.688998262418863e-08,-67.35388946533203,nnknn_target_value_model,0,0,122,75,0,122,349,67,282,0,0,-126.94528196091906,4,4,nnknn,498,nnknn,500,"[122, 117, 130, 129]",-0.0010394083801656961,0.00018059769354294986,0.002556009916588664
3719,4,381,223.20765686035156,-0.013762595131993294,-0.0018458303529769182,223.22142028808594,222.0415496826172,0.6757410764694214,-60.44623565673828,True,1.1916764974594116,1.385940670967102,0.9553120136260986,0.9529053568840027,0.9577186703681946,3.9924037764649256e-07,-1.4836198091506958,-5.8259501457214355,-4.255239716144388e-08,-66.25008392333984,nnknn_target_value_model,0,0,140,125,0,140,381,59,322,0,0,-141.31477573580997,4,4,nnknn,488,nnknn,500,"[134, 111, 127, 116]",-0.00030101873562671244,0.0003801972488872707,0.0029843526426702738
