global_step,episode,episode_return,episode_length,loss,actor_type,case_entries,cases_pruned,cases_replaced,actor_cases_pruned,actor_cases_replaced,critic_cases_pruned,critic_cases_replaced,critic_label_updates,critic_label_update_samples,exploration_epsilon,behavior_epsilon,policy_ready,action_probs,behavior_action_probs,action_counts,bias_min,bias_mean,bias_max
66,1,-189.96201019186577,66,,nnknn,0,0,0,0,0,0,0,0,0,0.9991766666666667,1.0,False,"[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[0, 0, 0, 0]",,,
180,2,-291.5387046713623,114,,nnknn,0,0,0,0,0,0,0,0,0,0.9977326666666667,1.0,False,"[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[0, 0, 0, 0]",,,
267,3,-291.4654000016949,87,,nnknn,0,0,0,0,0,0,0,0,0,0.9966306666666667,1.0,False,"[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[0, 0, 0, 0]",,,
357,4,-121.82488615350577,90,1992.05126953125,nnknn,0,0,0,0,0,0,0,0,0,0.9954906666666666,1.0,False,"[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[0, 0, 0, 0]",,,
491,5,-460.79921359829245,134,,nnknn,0,0,0,0,0,0,0,0,0,0.9937933333333333,1.0,False,"[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[0, 0, 0, 0]",,,
617,6,-94.49807339393365,126,,nnknn,0,0,0,0,0,0,0,0,0,0.9921973333333334,1.0,False,"[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[0, 0, 0, 0]",,,
708,7,-285.08979837719585,91,,nnknn,0,0,0,0,0,0,0,0,0,0.9910446666666667,1.0,False,"[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[0, 0, 0, 0]",,,
783,8,-197.32145591358275,75,1313.92919921875,nnknn,40,95,188,0,0,95,188,0,0,0.9900946666666667,1.0,False,"[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[6, 15, 8, 11]",0.0,0.0,0.0
851,9,-115.99846770907601,68,,nnknn,40,95,188,0,0,95,188,0,0,0.9892333333333333,1.0,False,"[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[6, 15, 8, 11]",0.0,0.0,0.0
939,10,-381.22703580207093,88,,nnknn,40,95,188,0,0,95,188,0,0,0.9881186666666667,1.0,False,"[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[6, 15, 8, 11]",0.0,0.0,0.0
1064,11,-136.9951700413846,125,,nnknn,40,95,188,0,0,95,188,0,0,0.9865353333333333,1.0,False,"[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[6, 15, 8, 11]",0.0,0.0,0.0
1143,12,-56.20943106408572,79,868.7567138671875,nnknn,137,192,459,8,0,184,459,0,0,0.9855346666666667,1.0,False,"[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[31, 38, 38, 30]",-0.0004999349475838244,3.770544708459056e-06,0.0004999701050110161
1233,13,-113.8710788497562,90,,nnknn,137,192,459,8,0,184,459,0,0,0.9843946666666666,0.9843946666666666,True,"[0.29251614212989807, 0.39388924837112427, 0.21777570247650146, 0.09581885486841202]","[0.25066348910331726, 0.2522454261779785, 0.24949713051319122, 0.247593954205513]","[31, 38, 38, 30]",-0.0004999349475838244,3.770544708459056e-06,0.0004999701050110161
1309,14,-104.96703582101573,76,,nnknn,137,192,459,8,0,184,459,0,0,0.983432,0.983432,True,"[0.20001590251922607, 0.40011489391326904, 0.3000679016113281, 0.09980132430791855]","[0.24917186796665192, 0.25248709321022034, 0.2508295178413391, 0.24751150608062744]","[31, 38, 38, 30]",-0.0004999349475838244,3.770544708459056e-06,0.0004999701050110161
