global_step,case_store,source,cases_pruned,cases_replaced,case_entries,action_counts,bias_min,bias_mean,bias_max
783,critic,capacity_insert,95,188,500,,0.0,0.00014499995450023562,0.0005000000237487257
1143,critic,capacity_insert,89,271,500,,0.0,0.0002539998386055231,0.0009999999310821295
1143,actor,scheduled_batch_boundary,8,0,137,"[31, 38, 38, 30]",-0.0004999349475838244,3.770544708459056e-06,0.0004999701050110161
1533,critic,capacity_insert,65,325,500,,0.0,0.00035499935620464385,0.0014999995473772287
1952,critic,capacity_insert,48,371,500,,0.0,0.0004009994154330343,0.0019999993965029716
2254,critic,capacity_insert,79,223,500,,0.0,0.0004789997765328735,0.0024999992456287146
2254,actor,scheduled_batch_boundary,17,0,313,"[77, 69, 70, 97]",-0.0012222054647281766,4.425473161973059e-05,0.0018653236329555511
2655,critic,capacity_insert,50,351,500,,0.0,0.0005019998061470687,0.00299999606795609
2989,critic,capacity_insert,87,247,500,,0.0,0.0006059996085241437,0.003499995917081833
3338,actor,capacity_insert,75,0,498,"[122, 117, 130, 129]",-0.0010394083801656961,0.00018059769354294986,0.002556009916588664
3338,critic,capacity_insert,67,282,500,,0.0,0.00065399962477386,0.0039999959990382195
3338,actor,scheduled_batch_boundary,25,0,473,"[119, 110, 123, 121]",-0.0007249321206472814,0.0002367518172832206,0.002556009916588664
3719,actor,capacity_insert,125,0,488,"[134, 111, 127, 116]",-0.00030101873562671244,0.0003801972488872707,0.0029843526426702738
3719,critic,capacity_insert,59,322,500,,0.0,0.0007069993880577385,0.004499996080994606
4069,actor,capacity_insert,50,0,495,"[132, 122, 125, 116]",-0.0004931734874844551,0.00041471770964562893,0.003483648644760251
4069,critic,capacity_insert,50,300,500,,0.0,0.0007629992323927581,0.004999995697289705
4069,actor,scheduled_batch_boundary,25,0,470,"[123, 119, 116, 112]",-0.0003181238134857267,0.00046137638855725527,0.003483648644760251
4454,actor,capacity_insert,75,0,487,"[126, 132, 123, 106]",-1.0336614195693983e-06,0.0005102839786559343,0.003982389345765114
4454,critic,capacity_insert,31,354,500,,0.0,0.0007779993466101587,0.0054999953135848045
4828,actor,capacity_insert,56,12,500,"[126, 140, 136, 98]",0.0,0.0005200259620323777,0.004099208861589432
4828,critic,capacity_insert,57,317,500,,0.0,0.0007709991768933833,0.004999995231628418
5135,actor,capacity_insert,53,26,500,"[134, 146, 115, 105]",0.0,0.0005461027030833066,0.003599408781155944
5135,critic,capacity_insert,57,250,500,,0.0,0.00084099912783131,0.005499993916600943
5469,actor,capacity_insert,48,0,491,"[117, 148, 118, 108]",0.0,0.0005890598404221237,0.003576799063012004
5469,critic,capacity_insert,44,290,500,,0.0,0.0009169990080408752,0.005499993916600943
5837,actor,capacity_insert,56,129,500,"[114, 143, 115, 128]",0.0,0.0006226195255294442,0.003464151406660676
5837,critic,capacity_insert,38,330,500,,0.0,0.0009229989373125136,0.005999993998557329
6216,actor,capacity_insert,77,46,500,"[103, 146, 116, 135]",0.0,0.0006716834614053369,0.00396376010030508
6216,critic,capacity_insert,52,327,500,,0.0,0.0010139988735318184,0.006499993149191141
6569,actor,capacity_insert,72,98,500,"[114, 158, 97, 131]",0.0,0.0007379237795248628,0.004076323937624693
