global_step,episode,episode_return,episode_length,epsilon,loss,mean_q_value,dictionary_entries,dictionary_min_entries,q_values
29,1,29.0,29,0.9996453333333334,,,29,14,"[0.0, 0.0]"
40,2,11.0,11,0.999506,,,40,18,"[14.92120361328125, 16.3503475189209]"
52,3,12.0,12,0.999354,,,52,23,"[5.778125286102295, 10.78023624420166]"
72,4,20.0,20,0.9991006666666666,,,72,33,"[7.76125431060791, 11.485733032226562]"
106,5,34.0,34,0.99867,,,106,52,"[12.769327163696289, 12.41453742980957]"
137,6,31.0,31,0.9982773333333333,,,137,66,"[10.368539810180664, 8.577863693237305]"
155,7,18.0,18,0.9980493333333333,,,155,74,"[7.0569682121276855, 6.509243488311768]"
169,8,14.0,14,0.997872,,,169,79,"[4.075106143951416, 6.690299034118652]"
188,9,19.0,19,0.9976313333333333,,,188,90,"[6.206866264343262, 6.093803405761719]"
231,10,43.0,43,0.9970866666666667,,,231,111,"[15.2598295211792, 7.79588508605957]"
241,11,10.0,10,0.99696,,,241,119,"[3.767557144165039, 3.3490548133850098]"
280,12,39.0,39,0.996466,,,280,137,"[5.474255561828613, 6.505646228790283]"
296,13,16.0,16,0.9962633333333333,,,296,145,"[7.079069137573242, 10.668264389038086]"
316,14,20.0,20,0.99601,,,316,153,"[8.562440872192383, 4.776724338531494]"
332,15,16.0,16,0.9958073333333334,,,332,158,"[5.423320770263672, 3.4760375022888184]"
350,16,18.0,18,0.9955793333333334,,,350,166,"[6.618160247802734, 5.579781532287598]"
390,17,40.0,40,0.9950726666666667,,,390,187,"[14.974830627441406, 7.293433666229248]"
402,18,12.0,12,0.9949206666666667,,,402,196,"[5.624763488769531, 6.232206344604492]"
427,19,25.0,25,0.994604,,,427,207,"[5.239655494689941, 4.253600120544434]"
439,20,12.0,12,0.994452,,,439,212,"[4.800368309020996, 5.020729064941406]"
455,21,16.0,16,0.9942493333333333,,,455,218,"[3.510098695755005, 3.5984246730804443]"
468,22,13.0,13,0.9940846666666666,,,468,226,"[2.953165292739868, 4.2233405113220215]"
498,23,30.0,30,0.9937046666666667,,,498,241,"[5.7023115158081055, 6.248485088348389]"
518,24,20.0,20,0.9934513333333334,,,518,256,"[2.952569007873535, 4.623774528503418]"
534,25,16.0,16,0.9932486666666667,,,534,266,"[4.7077789306640625, 3.286844253540039]"
543,26,9.0,9,0.9931346666666667,,,543,269,"[5.767852783203125, 3.4274840354919434]"
557,27,14.0,14,0.9929573333333334,,,557,277,"[4.731894016265869, 3.658804416656494]"
605,28,48.0,48,0.9923493333333333,,,605,300,"[5.32433557510376, 8.89460563659668]"
628,29,23.0,23,0.992058,,,628,310,"[4.507514953613281, 3.574216842651367]"
662,30,34.0,34,0.9916273333333333,,,662,329,"[2.2656569480895996, 3.6520094871520996]"
681,31,19.0,19,0.9913866666666666,,,681,338,"[3.062541961669922, 6.405673980712891]"
697,32,16.0,16,0.991184,,,697,343,"[3.030094861984253, 1.713143229484558]"
727,33,30.0,30,0.990804,,,727,357,"[3.7659332752227783, 3.795698404312134]"
743,34,16.0,16,0.9906013333333333,,,743,362,"[2.3632078170776367, 3.8809542655944824]"
759,35,16.0,16,0.9903986666666666,,,759,369,"[3.349307060241699, 3.63051438331604]"
777,36,18.0,18,0.9901706666666666,,,777,379,"[13.308788299560547, 10.020442008972168]"
833,37,56.0,56,0.9894613333333333,,,833,408,"[2.9502134323120117, 8.019712448120117]"
857,38,24.0,24,0.9891573333333333,,,857,417,"[2.790193796157837, 3.4321584701538086]"
917,39,60.0,60,0.9883973333333333,,,917,444,"[2.7414064407348633, 4.093434810638428]"
949,40,32.0,32,0.987992,,,949,464,"[1.995103359222412, 3.392618179321289]"
973,41,24.0,24,0.987688,,,973,475,"[15.265386581420898, 11.718786239624023]"
1008,42,35.0,35,0.9872446666666667,,,1008,496,"[2.9463295936584473, 3.3941586017608643]"
1032,43,24.0,24,0.9869406666666667,4.8148698806762695,11.453044891357422,1032,506,"[2.2696611881256104, 2.174574136734009]"
1066,44,34.0,34,0.98651,5.2954559326171875,12.94309139251709,1066,519,"[7.624269485473633, 7.585022926330566]"
1089,45,23.0,23,0.9862186666666667,5.588188171386719,11.851436614990234,1089,533,"[3.308497905731201, 2.665236234664917]"
1100,46,11.0,11,0.9860793333333333,5.951574325561523,11.103325843811035,1100,542,"[3.0755343437194824, 2.595315933227539]"
1119,47,19.0,19,0.9858386666666666,5.4351115226745605,12.495931625366211,1119,553,"[2.9885218143463135, 4.757909297943115]"
1132,48,13.0,13,0.985674,4.776682376861572,11.208511352539062,1132,556,"[3.476033926010132, 7.336149215698242]"
1166,49,34.0,34,0.9852433333333334,4.509673595428467,11.583127975463867,1166,574,"[3.7727890014648438, 6.864720344543457]"
1188,50,22.0,22,0.9849646666666667,3.8047099113464355,11.228412628173828,1188,588,"[2.5821425914764404, 2.2634503841400146]"
1204,51,16.0,16,0.984762,4.788993835449219,11.897638320922852,1204,595,"[2.842744827270508, 4.59053897857666]"
1214,52,10.0,10,0.9846353333333333,4.054506301879883,11.417420387268066,1214,597,"[2.9643654823303223, 3.0797152519226074]"
1241,53,27.0,27,0.9842933333333334,3.8091862201690674,10.073749542236328,1241,611,"[2.7542262077331543, 2.758622884750366]"
1268,54,27.0,27,0.9839513333333333,4.103099822998047,11.66032600402832,1268,623,"[2.654947280883789, 2.758199691772461]"
1292,55,24.0,24,0.9836473333333333,4.753861904144287,12.00765323638916,1292,635,"[3.199521541595459, 3.755026340484619]"
