global_step,episode,episode_return,episode_length,epsilon,loss,mean_q_value,dictionary_entries,dictionary_min_entries,q_values
29,1,29.0,29,0.9998226666666666,,,29,14,"[0.0, 0.0]"
40,2,11.0,11,0.999753,,,40,18,"[14.92120361328125, 16.3503475189209]"
52,3,12.0,12,0.999677,,,52,23,"[5.778125286102295, 10.78023624420166]"
72,4,20.0,20,0.9995503333333333,,,72,33,"[7.76125431060791, 11.485733032226562]"
106,5,34.0,34,0.999335,,,106,52,"[12.769327163696289, 12.41453742980957]"
137,6,31.0,31,0.9991386666666666,,,137,66,"[10.368539810180664, 8.577863693237305]"
155,7,18.0,18,0.9990246666666667,,,155,74,"[7.0569682121276855, 6.509243488311768]"
169,8,14.0,14,0.998936,,,169,79,"[4.075106143951416, 6.690299034118652]"
188,9,19.0,19,0.9988156666666667,,,188,90,"[6.206866264343262, 6.093803405761719]"
231,10,43.0,43,0.9985433333333333,,,231,111,"[15.2598295211792, 7.79588508605957]"
241,11,10.0,10,0.99848,,,241,119,"[3.767557144165039, 3.3490548133850098]"
280,12,39.0,39,0.998233,,,280,137,"[5.474255561828613, 6.505646228790283]"
296,13,16.0,16,0.9981316666666666,,,296,145,"[7.079069137573242, 10.668264389038086]"
316,14,20.0,20,0.998005,,,316,153,"[8.562440872192383, 4.776724338531494]"
332,15,16.0,16,0.9979036666666666,,,332,158,"[5.423320770263672, 3.4760375022888184]"
350,16,18.0,18,0.9977896666666667,,,350,166,"[6.618160247802734, 5.579781532287598]"
390,17,40.0,40,0.9975363333333334,,,390,187,"[14.974830627441406, 7.293433666229248]"
402,18,12.0,12,0.9974603333333333,,,402,196,"[5.624763488769531, 6.232206344604492]"
427,19,25.0,25,0.997302,,,427,207,"[5.239655494689941, 4.253600120544434]"
439,20,12.0,12,0.997226,,,439,212,"[4.800368309020996, 5.020729064941406]"
455,21,16.0,16,0.9971246666666667,,,455,218,"[3.510098695755005, 3.5984246730804443]"
468,22,13.0,13,0.9970423333333334,,,468,226,"[2.953165292739868, 4.2233405113220215]"
498,23,30.0,30,0.9968523333333333,,,498,241,"[5.7023115158081055, 6.248485088348389]"
518,24,20.0,20,0.9967256666666666,,,518,256,"[2.952569007873535, 4.623774528503418]"
534,25,16.0,16,0.9966243333333333,,,534,266,"[4.7077789306640625, 3.286844253540039]"
543,26,9.0,9,0.9965673333333334,,,543,269,"[5.767852783203125, 3.4274840354919434]"
557,27,14.0,14,0.9964786666666666,,,557,277,"[4.731894016265869, 3.658804416656494]"
605,28,48.0,48,0.9961746666666667,,,605,300,"[5.32433557510376, 8.89460563659668]"
628,29,23.0,23,0.996029,,,628,310,"[4.507514953613281, 3.574216842651367]"
662,30,34.0,34,0.9958136666666667,,,662,328,"[2.404238700866699, 3.756027936935425]"
691,31,29.0,29,0.99563,,,691,340,"[2.8049464225769043, 4.065707206726074]"
722,32,31.0,31,0.9954336666666667,,,722,354,"[2.5549492835998535, 4.021880149841309]"
739,33,17.0,17,0.995326,,,739,359,"[2.969921350479126, 2.989116668701172]"
767,34,28.0,28,0.9951486666666667,,,767,374,"[5.419504165649414, 3.12384033203125]"
785,35,18.0,18,0.9950346666666666,,,785,382,"[2.7618393898010254, 3.1794240474700928]"
818,36,33.0,33,0.9948256666666667,,,818,399,"[12.780468940734863, 21.146690368652344]"
842,37,24.0,24,0.9946736666666667,,,842,412,"[12.70307731628418, 5.091748237609863]"
853,38,11.0,11,0.994604,,,853,416,"[2.53848934173584, 3.6359963417053223]"
874,39,21.0,21,0.994471,,,874,425,"[2.9095611572265625, 3.7918903827667236]"
885,40,11.0,11,0.9944013333333334,,,885,428,"[2.3829541206359863, 2.6022157669067383]"
900,41,15.0,15,0.9943063333333333,,,900,438,"[2.21844744682312, 3.3594117164611816]"
912,42,12.0,12,0.9942303333333333,,,912,441,"[2.5587072372436523, 2.5896921157836914]"
945,43,33.0,33,0.9940213333333333,,,945,461,"[1.9079946279525757, 2.9189610481262207]"
996,44,51.0,51,0.9936983333333334,,,996,487,"[6.824891567230225, 4.634561538696289]"
1011,45,15.0,15,0.9936033333333333,,,1011,495,"[12.265039443969727, 5.667543411254883]"
1072,46,61.0,61,0.993217,4.089998722076416,11.536080360412598,1072,521,"[4.878785610198975, 6.940141677856445]"
1086,47,14.0,14,0.9931283333333333,6.10017728805542,11.732256889343262,1086,531,"[5.423116207122803, 5.149040222167969]"
1099,48,13.0,13,0.993046,6.746809005737305,9.906864166259766,1099,540,"[5.779183864593506, 4.39645528793335]"
1112,49,13.0,13,0.9929636666666667,5.569840431213379,9.556875228881836,1112,549,"[4.970139503479004, 3.5055530071258545]"
1126,50,14.0,14,0.992875,6.388392448425293,9.33945083618164,1126,552,"[3.8593857288360596, 8.402643203735352]"
1175,51,49.0,49,0.9925646666666667,4.695974349975586,11.086616516113281,1175,578,"[2.8311586380004883, 3.2376484870910645]"
1189,52,14.0,14,0.992476,4.4541168212890625,11.421171188354492,1189,585,"[9.64045238494873, 4.154356956481934]"
1211,53,22.0,22,0.9923366666666666,4.374537467956543,11.908605575561523,1211,594,"[3.3937325477600098, 6.2878336906433105]"
1228,54,17.0,17,0.992229,4.952139377593994,11.460296630859375,1228,601,"[2.8825643062591553, 3.404961347579956]"
1240,55,12.0,12,0.992153,4.512645721435547,11.856786727905273,1240,609,"[2.9500980377197266, 3.303699016571045]"
1252,56,12.0,12,0.992077,3.8128700256347656,11.088590621948242,1252,613,"[4.096676826477051, 3.2510814666748047]"
1284,57,32.0,32,0.9918743333333333,4.790873050689697,10.270639419555664,1284,629,"[3.70843768119812, 3.034778118133545]"
1308,58,24.0,24,0.9917223333333334,4.139142990112305,11.318632125854492,1308,643,"[2.797551393508911, 3.0426435470581055]"
1319,59,11.0,11,0.9916526666666666,5.449474334716797,12.521966934204102,1319,644,"[2.8899569511413574, 2.9694619178771973]"
1328,60,9.0,9,0.9915956666666667,3.9637339115142822,10.543411254882812,1328,652,"[2.160146713256836, 2.812747001647949]"
1341,61,13.0,13,0.9915133333333334,5.158535480499268,11.933741569519043,1341,661,"[2.2857372760772705, 2.726984977722168]"
1358,62,17.0,17,0.9914056666666666,5.0774970054626465,12.000513076782227,1358,667,"[3.0821354389190674, 2.701322555541992]"
1372,63,14.0,14,0.991317,4.063408374786377,10.311681747436523,1372,677,"[1.9370325803756714, 2.172560691833496]"
1391,64,19.0,19,0.9911966666666666,4.177846431732178,10.35531997680664,1391,689,"[1.9652719497680664, 2.1920833587646484]"
1411,65,20.0,20,0.99107,4.344216346740723,10.982539176940918,1411,700,"[1.946519374847412, 2.0912885665893555]"
1429,66,18.0,18,0.990956,4.970670700073242,10.856330871582031,1429,710,"[2.2649388313293457, 2.4551873207092285]"
1446,67,17.0,17,0.9908483333333333,4.282406806945801,10.768159866333008,1446,717,"[2.4763951301574707, 2.3838977813720703]"
1464,68,18.0,18,0.9907343333333334,3.9373385906219482,10.463523864746094,1464,728,"[2.7970426082611084, 3.1306567192077637]"
1484,69,20.0,20,0.9906076666666667,3.519914150238037,11.318181991577148,1484,737,"[11.867608070373535, 6.990785598754883]"
1495,70,11.0,11,0.990538,3.7216830253601074,11.064374923706055,1495,746,"[2.029379367828369, 1.8452696800231934]"
1515,71,20.0,20,0.9904113333333333,3.456594467163086,9.866636276245117,1515,757,"[2.1794886589050293, 2.2537903785705566]"
1538,72,23.0,23,0.9902656666666667,4.8196587562561035,10.917245864868164,1538,766,"[2.496119260787964, 1.9911136627197266]"
1596,73,58.0,58,0.9898983333333333,3.4064230918884277,9.659285545349121,1596,792,"[1.9736301898956299, 1.9555401802062988]"
1614,74,18.0,18,0.9897843333333334,2.84027099609375,10.192233085632324,1614,804,"[2.052436351776123, 1.668161392211914]"
1650,75,36.0,36,0.9895563333333334,5.225865364074707,11.735818862915039,1650,821,"[1.745265007019043, 2.1041078567504883]"
1673,76,23.0,23,0.9894106666666667,3.616837978363037,11.570395469665527,1673,835,"[2.0153331756591797, 1.4882564544677734]"
1686,77,13.0,13,0.9893283333333334,4.76705265045166,11.883745193481445,1686,842,"[2.0297040939331055, 2.343371629714966]"
1700,78,14.0,14,0.9892396666666666,4.786027908325195,10.711928367614746,1700,848,"[1.5841656923294067, 2.2455074787139893]"
1718,79,18.0,18,0.9891256666666667,4.507027626037598,11.175371170043945,1718,859,"[1.6866991519927979, 1.5382676124572754]"
1735,80,17.0,17,0.989018,4.094620227813721,10.15005111694336,1735,864,"[1.5794228315353394, 2.031705141067505]"
1747,81,12.0,12,0.988942,4.178474426269531,11.686346054077148,1747,869,"[1.842318058013916, 2.0048623085021973]"
1764,82,17.0,17,0.9888343333333334,3.910201072692871,10.551490783691406,1764,880,"[1.7132048606872559, 1.7747267484664917]"
1786,83,22.0,22,0.988695,4.075572967529297,10.717283248901367,1786,891,"[1.6584649085998535, 1.4472041130065918]"
1799,84,13.0,13,0.9886126666666667,3.796571731567383,11.184089660644531,1799,893,"[1.4506125450134277, 1.3428386449813843]"
1813,85,14.0,14,0.988524,3.7555043697357178,9.85086441040039,1813,899,"[4.8653059005737305, 3.3174781799316406]"
1833,86,20.0,20,0.9883973333333333,4.827601432800293,11.165361404418945,1833,907,"[1.704349398612976, 1.428861379623413]"
1878,87,45.0,45,0.9881123333333334,4.269471168518066,10.203323364257812,1878,927,"[1.6178770065307617, 1.31679105758667]"
1918,88,40.0,40,0.987859,4.736011505126953,12.667503356933594,1918,943,"[1.597960114479065, 1.2569994926452637]"
1930,89,12.0,12,0.987783,3.226125717163086,10.167961120605469,1930,947,"[1.78471040725708, 1.5555920600891113]"
1945,90,15.0,15,0.987688,4.616233825683594,11.44464111328125,1945,957,"[1.5688190460205078, 1.84544038772583]"
