global_step,episode,episode_return,episode_length,exploration_noise,critic_loss,actor_loss,mean_q1_value
148,1,-319.05979163825805,148,0.1,,,
309,2,-333.6708664841001,161,0.1,,,
477,3,-387.0808827630286,168,0.1,,,
665,4,-196.6539940145875,188,0.1,,,
829,5,-70.18462528619638,164,0.1,,,
946,6,-522.2136685131543,117,0.1,,,
1024,7,-187.24146683863472,78,0.1,191.0975799560547,0.9694963097572327,-1.0268999338150024
1301,8,-543.4778647834883,277,0.1,92.80986022949219,2.045774221420288,-2.9567840099334717
1536,9,-329.0022553636895,235,0.1,13.850749015808105,1.4554227590560913,-2.7506227493286133
1667,10,-422.49801105479065,131,0.1,69.80917358398438,2.35099196434021,-4.018191814422607
1788,11,-423.3305595061057,121,0.1,29.185211181640625,2.144665241241455,-3.7570626735687256
1902,12,-361.41906062144454,114,0.1,67.1878433227539,2.9363667964935303,-4.992210388183594
2065,13,-358.27540030869557,163,0.1,23.079082489013672,5.108168601989746,-6.448679447174072
2346,14,-388.14182200012294,281,0.1,22.124759674072266,3.3994858264923096,-5.275075435638428
2467,15,-393.83543007181936,121,0.1,11.44542121887207,6.225013732910156,-7.407967567443848
2594,16,-286.6797564033441,127,0.1,8.605052947998047,5.907756805419922,-8.15049934387207
2684,17,-100.18845999152461,90,0.1,22.942659378051758,3.51231050491333,-5.4593000411987305
2844,18,-198.58248231016444,160,0.1,37.49707794189453,8.375463485717773,-10.181293487548828
2991,19,-293.8368959237091,147,0.1,36.048309326171875,5.735904693603516,-8.220632553100586
3060,20,-92.3266762357316,69,0.1,14.408651351928711,6.730442523956299,-8.45789623260498
3243,21,-332.91953391848415,183,0.1,16.92697525024414,7.194205284118652,-9.676100730895996
3405,22,12.141044006896792,162,0.1,90.40715026855469,5.972045421600342,-12.614376068115234
3469,23,-144.082813012259,64,0.1,64.44711303710938,6.856563568115234,-8.524320602416992
3626,24,-222.84374739594338,157,0.1,21.83307456970215,6.8351616859436035,-8.360127449035645
3723,25,-138.05566633351478,97,0.1,20.441146850585938,6.635173797607422,-9.273757934570312
3818,26,-119.5356913617041,95,0.1,25.886959075927734,6.29450798034668,-7.891970634460449
3921,27,-168.45210507961173,103,0.1,19.365520477294922,10.180259704589844,-10.20865249633789
4020,28,-158.06806197331346,99,0.1,22.039207458496094,6.589412212371826,-7.9966840744018555
4113,29,-100.20244343333655,93,0.1,71.47728729248047,9.601714134216309,-11.16948413848877
4235,30,-140.70654579609095,122,0.1,109.2938232421875,10.007137298583984,-11.099970817565918
4464,31,-179.25122049132062,229,0.1,30.16849136352539,9.380085945129395,-11.231454849243164
4778,32,-403.34250360626214,314,0.1,40.24838638305664,6.877751350402832,-8.736760139465332
4996,33,-143.00990951156817,218,0.1,129.61056518554688,8.51501750946045,-10.648477554321289
5091,34,-141.56840198535886,95,0.1,11.728870391845703,9.450661659240723,-11.61577320098877
5341,35,-181.1134580552071,250,0.1,100.432373046875,10.991793632507324,-12.956157684326172
5597,36,-157.64392165203282,256,0.1,49.137725830078125,7.178021430969238,-11.911203384399414
5781,37,-208.55759418185895,184,0.1,68.35720825195312,11.116828918457031,-11.892278671264648
6013,38,-6.638283280777202,232,0.1,52.309234619140625,8.745756149291992,-11.13355827331543
6232,39,-294.5442755275609,219,0.1,77.19097900390625,7.636988162994385,-9.170950889587402
6480,40,-107.50658995318877,248,0.1,25.029193878173828,10.637587547302246,-13.106245040893555
6792,41,-164.68880181129526,312,0.1,32.55107498168945,9.764349937438965,-11.6340913772583
6991,42,-136.56713968073967,199,0.1,39.81468963623047,9.482961654663086,-12.870579719543457
7091,43,-136.38652647658398,100,0.1,6.393120765686035,10.418561935424805,-9.063650131225586
7309,44,-291.8756534424301,218,0.1,67.44942474365234,7.635861873626709,-12.995185852050781
7600,45,-298.40485846080094,291,0.1,39.81391525268555,8.740416526794434,-10.99109935760498
8454,46,-113.54868263126815,854,0.1,9.327864646911621,7.234264373779297,-9.918556213378906
8983,47,-219.88925593898483,529,0.1,45.94355773925781,8.14552116394043,-11.685498237609863
9301,48,-65.18230454028287,318,0.1,95.52922821044922,9.034208297729492,-10.896512985229492
9559,49,10.797590114407285,258,0.1,14.035640716552734,13.47873306274414,-14.38022232055664
9734,50,-99.1302434298882,175,0.1,35.9379768371582,10.183055877685547,-12.974627494812012
9930,51,-92.93543535537515,196,0.1,21.093887329101562,10.046724319458008,-12.949535369873047
10258,52,-43.89170182521035,328,0.1,53.150203704833984,12.398799896240234,-14.723910331726074
10467,53,15.981956249782641,209,0.1,13.970454216003418,6.391505241394043,-9.242137908935547
10685,54,-136.42585903879635,218,0.1,27.054126739501953,15.92398452758789,-7.308895111083984
10918,55,-69.11963283788721,233,0.1,88.16576385498047,11.870771408081055,-14.826848030090332
11242,56,-37.8021092925977,324,0.1,13.783658981323242,10.728257179260254,-13.085176467895508
11470,57,-98.18823458173463,228,0.1,27.459716796875,14.668254852294922,-17.253257751464844
11668,58,-55.73462422090536,198,0.1,12.108420372009277,11.00981330871582,-12.8763427734375
11956,59,-66.35698173373557,288,0.1,15.406085968017578,12.018197059631348,-14.327080726623535
12570,60,146.80490847684982,614,0.1,7.967246055603027,12.534825325012207,-14.560306549072266
12809,61,-1.9706653296749295,239,0.1,51.649227142333984,15.269495010375977,-16.624011993408203
13046,62,-26.724094385437482,237,0.1,68.60540008544922,15.196988105773926,-17.315017700195312
13413,63,-61.152933327783515,367,0.1,38.7100830078125,13.740699768066406,-22.798460006713867
13664,64,-42.37780876570407,251,0.1,9.286056518554688,16.076393127441406,-18.22385025024414
13962,65,-69.55270434287189,298,0.1,7.259951591491699,14.687707901000977,-16.61863136291504
14562,66,-254.75185553857375,600,0.1,101.68479919433594,18.304248809814453,-20.542369842529297
