global_step,episode,episode_return,episode_length,update,learning_rate,policy_loss,value_loss,entropy,approx_kl
14,1,14.0,14,0,0.0003,,,,
34,2,20.0,20,0,0.0003,,,,
51,3,17.0,17,0,0.0003,,,,
68,4,17.0,17,0,0.0003,,,,
82,5,14.0,14,0,0.0003,,,,
108,6,26.0,26,0,0.0003,,,,
121,7,13.0,13,0,0.0003,,,,
136,8,15.0,15,0,0.0003,,,,
153,9,17.0,17,0,0.0003,,,,
182,10,29.0,29,0,0.0003,,,,
242,11,60.0,60,0,0.0003,,,,
263,12,21.0,21,0,0.0003,,,,
281,13,18.0,18,0,0.0003,,,,
295,14,14.0,14,0,0.0003,,,,
344,15,49.0,49,0,0.0003,,,,
363,16,19.0,19,0,0.0003,,,,
375,17,12.0,12,0,0.0003,,,,
393,18,18.0,18,0,0.0003,,,,
409,19,16.0,16,0,0.0003,,,,
430,20,21.0,21,0,0.0003,,,,
452,21,22.0,22,0,0.0003,,,,
472,22,20.0,20,0,0.0003,,,,
488,23,16.0,16,0,0.0003,,,,
517,24,29.0,29,0,0.0003,,,,
534,25,17.0,17,0,0.0003,,,,
562,26,28.0,28,0,0.0003,,,,
593,27,31.0,31,0,0.0003,,,,
620,28,27.0,27,0,0.0003,,,,
641,29,21.0,21,0,0.0003,,,,
658,30,17.0,17,0,0.0003,,,,
693,31,35.0,35,0,0.0003,,,,
714,32,21.0,21,0,0.0003,,,,
759,33,45.0,45,0,0.0003,,,,
802,34,43.0,43,0,0.0003,,,,
817,35,15.0,15,0,0.0003,,,,
835,36,18.0,18,0,0.0003,,,,
851,37,16.0,16,0,0.0003,,,,
861,38,10.0,10,0,0.0003,,,,
887,39,26.0,26,0,0.0003,,,,
955,40,68.0,68,0,0.0003,,,,
975,41,20.0,20,0,0.0003,,,,
1005,42,30.0,30,0,0.0003,,,,
1021,43,16.0,16,0,0.0003,,,,
1035,44,14.0,14,0,0.0003,,,,
1047,45,12.0,12,0,0.0003,,,,
1062,46,15.0,15,0,0.0003,,,,
1095,47,33.0,33,0,0.0003,,,,
1118,48,23.0,23,0,0.0003,,,,
