global_step,episode,episode_return,episode_length,epsilon,loss,mean_q_value,dictionary_entries,dictionary_min_entries,q_values
500,1,-500.0,500,0.9936793333333334,,,500,164,"[0.0, 0.0, 0.0]"
1000,2,-500.0,500,0.987346,,,1000,332,"[-39.499393463134766, -36.69649887084961, -39.34099197387695]"
1500,3,-500.0,500,0.9810126666666666,4.460814476013184,-47.127925872802734,1500,490,"[-42.151092529296875, -40.86138153076172, -42.02820587158203]"
2000,4,-500.0,500,0.9746793333333333,6.2204742431640625,-50.85324478149414,2000,658,"[-55.639461517333984, -63.73561477661133, -62.89119338989258]"
2500,5,-500.0,500,0.968346,6.396078109741211,-56.380958557128906,2500,818,"[-54.21726608276367, -55.18285369873047, -51.998939514160156]"
3000,6,-500.0,500,0.9620126666666666,6.855545520782471,-57.86733627319336,3000,993,"[-64.13323974609375, -60.917781829833984, -62.44149398803711]"
3500,7,-500.0,500,0.9556793333333333,7.126088619232178,-60.131813049316406,3500,1156,"[-59.273353576660156, -57.97172546386719, -54.235965728759766]"
4000,8,-500.0,500,0.949346,5.404214859008789,-61.62159729003906,4000,1317,"[-67.27694702148438, -50.905006408691406, -63.94352340698242]"
4500,9,-500.0,500,0.9430126666666667,5.838703155517578,-62.507110595703125,4500,1484,"[-60.43219757080078, -63.28936767578125, -62.15967559814453]"
5000,10,-500.0,500,0.9366793333333333,6.792135715484619,-62.86836624145508,5000,1653,"[-63.18974685668945, -65.13040924072266, -66.90629577636719]"
5500,11,-500.0,500,0.930346,6.638568878173828,-63.62091827392578,5500,1821,"[-66.39501190185547, -61.383487701416016, -62.22456359863281]"
6000,12,-500.0,500,0.9240126666666667,6.126762866973877,-64.51646423339844,6000,1971,"[-58.30213928222656, -62.67264938354492, -64.74391174316406]"
6500,13,-500.0,500,0.9176793333333333,6.91486930847168,-65.10285949707031,6500,2130,"[-58.363460540771484, -49.84846115112305, -53.44573211669922]"
7000,14,-500.0,500,0.911346,7.822746276855469,-63.57001876831055,7000,2292,"[-57.025230407714844, -52.06175231933594, -58.263919830322266]"
7500,15,-500.0,500,0.9050126666666667,6.810025215148926,-66.70408630371094,7500,2472,"[-66.39888000488281, -64.1964111328125, -73.8635025024414]"
