global_step,episodes,samples,loss,actor_loss,policy_loss,critic_optimization_mse,critic_train_mse,critic_train_explained_variance,critic_train_value_mean,critic_train_diagnostics_computed,entropy,behavior_entropy,mean_behavior_epsilon,min_behavior_epsilon,max_behavior_epsilon,bias_loss,mean_reward,mean_advantage,mean_normalized_advantage,value_target_mean,bootstrap_value_source,partial_rollout_segments,partial_rollout_samples,actor_cases_added,actor_cases_pruned,actor_cases_replaced,actor_positive_advantage_samples,critic_cases_added,critic_cases_pruned,critic_cases_replaced,critic_label_updates,critic_label_update_samples,mean_episode_return,reward_varying_episodes,reward_checked_episodes,actor_type,case_entries,critic_type,critic_case_entries,action_counts,bias_min,bias_mean,bias_max
2000,4,2000,268.9029235839844,-0.03133099898695946,-0.020344875752925873,268.93426513671875,,,,False,1.0986123085021973,1.0986123085021973,1.0,1.0,1.0,0.0,-1.0,-16.275400161743164,-0.01851871982216835,-16.275400161743164,nnknn_target_value_model,0,0,0,0,0,0,2000,0,1500,0,0,-500.0,0,4,nnknn,0,nnknn,500,"[0, 0, 0]",,,
4000,4,2000,191.02430725097656,-0.02389965020120144,-0.012913526967167854,191.04820251464844,,,,False,1.0986123085021973,1.0986123085021973,1.0,1.0,1.0,0.0,-1.0,-13.68540096282959,-0.01175440102815628,-29.310848236083984,nnknn_target_value_model,0,0,2,0,0,2,2000,74,1926,0,0,-500.0,0,4,nnknn,2,nnknn,500,"[0, 0, 2]",0.0,0.0,0.0
6000,4,2000,182.49349975585938,-0.002730576554313302,-0.0027305728290230036,182.49623107910156,182.33370971679688,0.1904057264328003,-18.911767959594727,True,3.684136515857972e-07,1.0986123085021973,1.0,1.0,1.0,0.0,-1.0,-13.33127212524414,-0.002485475270077586,-32.240264892578125,nnknn_target_value_model,0,0,1,0,0,1,2000,158,1842,0,0,-500.0,0,4,nnknn,3,nnknn,500,"[0, 0, 3]",0.0,0.0,0.0
8000,4,2000,177.46339416503906,-0.0005864256527274847,-0.0005864219856448472,177.46397399902344,,,,False,3.684136515857972e-07,1.0986123085021973,1.0,1.0,1.0,0.0,-1.0,-12.957067489624023,-0.00053377915173769,-34.599571228027344,nnknn_target_value_model,0,0,11,0,0,11,2000,176,1824,0,0,-500.0,0,4,nnknn,14,nnknn,500,"[4, 4, 6]",0.0,0.0,0.0
10000,4,2000,168.30909729003906,-0.008916676044464111,2.2268295651883818e-07,168.31800842285156,168.11378479003906,0.20272433757781982,-27.43682098388672,True,0.8916898965835571,1.0986123085021973,1.0,1.0,1.0,0.0,-1.0,-12.221056938171387,2.0313264315063861e-07,-39.65016174316406,nnknn_target_value_model,0,0,6,0,0,6,2000,139,1861,0,0,-500.0,0,4,nnknn,20,nnknn,500,"[7, 5, 8]",-0.00031938153551891446,-9.578183380654082e-05,0.00031938948086462915
12000,4,2000,139.58619689941406,-0.008943731896579266,8.964538977807024e-08,139.5951385498047,,,,False,0.894382119178772,1.0986123085021973,1.0,1.0,1.0,7.137519730804343e-08,-1.0,-11.377057075500488,8.01086486035274e-08,-43.872230529785156,nnknn_target_value_model,0,0,3,0,0,3,2000,97,1903,0,0,-500.0,0,4,nnknn,23,nnknn,500,"[9, 5, 9]",-0.0007102903327904642,-0.00018306598940398544,0.0007102809031493962
14000,4,2000,130.504638671875,-0.009245326742529869,3.3187868098139006e-07,130.51388549804688,,,,False,0.924565851688385,1.0986123085021973,1.0,1.0,1.0,2.7687906367646065e-07,-1.0,-10.978719711303711,3.018379288732831e-07,-45.70552444458008,nnknn_target_value_model,0,0,3,0,0,3,2000,83,1917,0,0,-500.0,0,4,nnknn,25,nnknn,500,"[10, 6, 9]",-0.0012086837086826563,-0.0001800011668819934,0.0012102648615837097
16000,4,2000,101.97738647460938,-0.01243293471634388,-0.002618276746943593,101.98982238769531,101.77220916748047,-0.5350736379623413,-38.87074279785156,True,0.9814658761024475,1.0986123085021973,1.0,1.0,1.0,7.19852664587961e-07,-1.0,-9.903975486755371,-0.0023832551669329405,-48.76667404174805,nnknn_target_value_model,0,0,6,0,0,6,2000,66,1934,0,0,-500.0,0,4,nnknn,30,nnknn,500,"[14, 6, 10]",-0.0017084963619709015,-0.00010973277676384896,0.001710240263491869
18000,4,2000,97.66388702392578,-0.011427393183112144,-0.0021009445190429688,97.6753158569336,,,,False,0.9326449036598206,1.0986123085021973,1.0,1.0,1.0,1.2275647804926848e-06,-1.0,-9.705330848693848,-0.001912359381094575,-50.27400588989258,nnknn_target_value_model,0,0,3,0,0,3,2000,50,1950,0,0,-500.0,0,4,nnknn,31,nnknn,500,"[14, 7, 10]",-0.0022011122200638056,-9.274861076846719e-05,0.0022102135699242353
20000,4,2000,95.2171401977539,-0.009673425927758217,7.629394893626795e-09,95.22681427001953,95.03215026855469,-1.352459192276001,-41.51666259765625,True,0.9673433303833008,1.0986123085021973,1.0,1.0,1.0,1.782824597285071e-06,-1.0,-9.56958293914795,4.2915346831762236e-09,-51.073768615722656,nnknn_target_value_model,0,0,0,0,0,0,2000,55,1945,0,0,-500.0,0,4,nnknn,29,nnknn,500,"[13, 7, 9]",-0.0026410270947963,-6.87098508933559e-05,0.002710177795961499
