global_step,episode,episode_return,episode_length,epsilon,loss,mean_q_value,dictionary_entries,dictionary_min_entries,q_values
14,1,14.0,14,0.9998353333333333,,,14,6,"[0.0, 0.0]"
102,2,88.0,88,0.9987206666666667,,,102,49,"[0.0, 0.0]"
132,3,30.0,30,0.9983406666666667,,,132,65,"[16.163944244384766, 16.992446899414062]"
169,4,37.0,37,0.997872,,,169,81,"[29.890012741088867, 31.322856903076172]"
184,5,15.0,15,0.997682,,,184,90,"[16.197952270507812, 20.815000534057617]"
195,6,11.0,11,0.9975426666666667,,,195,96,"[10.47101879119873, 17.144655227661133]"
219,7,24.0,24,0.9972386666666667,,,219,108,"[14.232855796813965, 27.631454467773438]"
242,8,23.0,23,0.9969473333333333,,,242,117,"[9.992594718933105, 11.246959686279297]"
254,9,12.0,12,0.9967953333333334,,,254,123,"[7.383791923522949, 21.89946174621582]"
268,10,14.0,14,0.996618,,,268,128,"[11.267126083374023, 5.160802364349365]"
291,11,23.0,23,0.9963266666666667,,,291,139,"[7.4204912185668945, 4.618295669555664]"
304,12,13.0,13,0.996162,,,304,146,"[8.804566383361816, 9.19864559173584]"
350,13,46.0,46,0.9955793333333334,,,350,168,"[6.464372634887695, 4.133190631866455]"
385,14,35.0,35,0.995136,,,385,183,"[5.036904335021973, 5.881824970245361]"
414,15,29.0,29,0.9947686666666666,,,414,200,"[7.223825931549072, 4.499216079711914]"
432,16,18.0,18,0.9945406666666666,,,432,208,"[4.887678146362305, 3.1036417484283447]"
446,17,14.0,14,0.9943633333333334,,,446,217,"[4.152725696563721, 4.772582530975342]"
456,18,10.0,10,0.9942366666666667,,,456,219,"[3.744969129562378, 3.4363527297973633]"
466,19,10.0,10,0.99411,,,466,228,"[4.304901123046875, 3.5706822872161865]"
479,20,13.0,13,0.9939453333333333,,,479,236,"[4.05449914932251, 5.3707661628723145]"
491,21,12.0,12,0.9937933333333333,,,491,241,"[4.130551815032959, 3.142624855041504]"
506,22,15.0,15,0.9936033333333333,,,506,248,"[4.017448425292969, 3.3275258541107178]"
535,23,29.0,29,0.993236,,,535,265,"[3.838866710662842, 4.744054794311523]"
561,24,26.0,26,0.9929066666666667,,,561,279,"[3.088691234588623, 3.624115467071533]"
574,25,13.0,13,0.992742,,,574,283,"[2.305835723876953, 3.3488874435424805]"
588,26,14.0,14,0.9925646666666667,,,588,286,"[2.769515037536621, 3.296588659286499]"
604,27,16.0,16,0.992362,,,604,291,"[3.4523658752441406, 3.6695444583892822]"
622,28,18.0,18,0.992134,,,622,303,"[3.434666156768799, 2.9428553581237793]"
639,29,17.0,17,0.9919186666666666,,,639,314,"[2.394672393798828, 2.551445960998535]"
657,30,18.0,18,0.9916906666666667,,,657,321,"[3.096834659576416, 3.1974706649780273]"
