global_step,episode,episode_return,episode_length,epsilon,loss,mean_q_value,dictionary_entries,dictionary_min_entries,q_values
994,1,-20.0,994,0.9962266,,,994,146,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1907,2,-21.0,913,0.9927572,,,1907,277,"[-0.5537936687469482, -0.6949353814125061, -0.5789870619773865, -0.7453798651695251, -0.7244889140129089, -0.6835486888885498]"
2779,3,-21.0,872,0.9894436,0.19261249899864197,-0.9753849506378174,2779,439,"[-1.0018526315689087, -1.0171372890472412, -1.0223695039749146, -1.0060298442840576, -1.049224615097046, -0.7289907336235046]"
3643,4,-20.0,864,0.9861604,0.1903562843799591,-1.210357666015625,3643,579,"[-1.292120099067688, -1.3021879196166992, -1.229022741317749, -1.2905133962631226, -1.1373965740203857, -0.9974145889282227]"
4529,5,-21.0,886,0.9827936,0.1830148696899414,-1.363376498222351,4529,710,"[-1.3128207921981812, -1.6246848106384277, -1.2288262844085693, -1.3178150653839111, -1.2975084781646729, -1.4739704132080078]"
5364,6,-20.0,835,0.9796206,0.1767290085554123,-1.3972678184509277,5364,851,"[-1.341161847114563, -1.463368535041809, -1.398116111755371, -1.5780335664749146, -1.3832666873931885, -1.248665690422058]"
6387,7,-19.0,1023,0.9757332,0.22922125458717346,-1.4124137163162231,6387,1023,"[-1.4915367364883423, -1.731353759765625, -1.3752018213272095, -1.2368606328964233, -1.4985438585281372, -1.264933705329895]"
7296,8,-21.0,909,0.972279,0.2095382660627365,-1.3339290618896484,7296,1158,"[-1.444888949394226, -1.219306468963623, -1.4266737699508667, -1.268054485321045, -1.4116483926773071, -1.3177286386489868]"
8185,9,-20.0,889,0.9689008,0.23191800713539124,-1.5322909355163574,8185,1340,"[-1.4631168842315674, -1.4902982711791992, -1.5321942567825317, -1.5395598411560059, -1.5506045818328857, -1.6160115003585815]"
9063,10,-21.0,878,0.9655644,0.17077603936195374,-1.460969090461731,9063,1487,"[-1.569476842880249, -1.3365366458892822, -1.5050004720687866, -1.4932198524475098, -1.479612946510315, -1.3345023393630981]"
10205,11,-19.0,1142,0.9612248,0.1740487515926361,-1.512809157371521,10205,1664,"[-1.6215723752975464, -1.51314377784729, -1.6347635984420776, -1.2845426797866821, -1.520963191986084, -1.4610708951950073]"
11061,12,-20.0,856,0.957972,0.22730986773967743,-1.5594401359558105,11061,1812,"[-1.4434410333633423, -1.377991795539856, -1.7860417366027832, -1.5963633060455322, -1.5090073347091675, -1.6564974784851074]"
11988,13,-20.0,927,0.9544494,0.1675979346036911,-1.5130254030227661,11988,1951,"[-1.5140302181243896, -1.417553186416626, -1.541223406791687, -1.6344335079193115, -1.5576025247573853, -1.4478614330291748]"
12890,14,-20.0,902,0.9510218,0.19587446749210358,-1.7302693128585815,12890,2089,"[-1.6886045932769775, -1.7890141010284424, -1.7596546411514282, -1.653907299041748, -1.824373483657837, -1.7092667818069458]"
13986,15,-20.0,1096,0.9468570000000001,0.3091961443424225,-2.0127556324005127,13986,2262,"[-1.9285744428634644, -2.181408405303955, -2.016183376312256, -1.8878988027572632, -2.0521411895751953, -2.001277446746826]"
14901,16,-20.0,915,0.94338,0.27338072657585144,-1.7674895524978638,14901,2410,"[-1.670283317565918, -1.9209157228469849, -1.7820606231689453, -1.7793505191802979, -1.6536037921905518, -1.7600996494293213]"
15876,17,-20.0,975,0.939675,0.21126879751682281,-1.7404472827911377,15876,2553,"[-1.719484567642212, -1.7149885892868042, -1.7910969257354736, -1.7221928834915161, -1.7680672407150269, -1.720802664756775]"
16633,18,-21.0,757,0.9367984,0.19593355059623718,-1.5387725830078125,16633,2686,"[-1.4800018072128296, -1.44618821144104, -1.5911871194839478, -1.6798291206359863, -1.3800125122070312, -1.5831542015075684]"
17470,19,-20.0,837,0.9336178,0.2613740861415863,-1.269633412361145,17470,2816,"[-0.8270067572593689, -1.2424241304397583, -1.4700474739074707, -1.3911930322647095, -1.3587960004806519, -1.311340570449829]"
18316,20,-21.0,846,0.930403,0.22761446237564087,-1.6294012069702148,18316,2956,"[-1.6658282279968262, -1.436465859413147, -1.7292747497558594, -1.6702991724014282, -1.5772755146026611, -1.6548161506652832]"
19224,21,-20.0,908,0.9269526,0.1977744698524475,-1.6222352981567383,19224,3084,"[-1.5492088794708252, -1.5192495584487915, -1.7104270458221436, -1.5742062330245972, -1.7112112045288086, -1.6300983428955078]"
20251,22,-19.0,1027,0.92305,0.23601466417312622,-1.5750513076782227,20251,3239,"[-1.5312302112579346, -1.5669783353805542, -1.5637656450271606, -1.7779128551483154, -1.4391201734542847, -1.6393744945526123]"
21075,23,-21.0,824,0.9199188,0.19516868889331818,-1.794235348701477,21075,3384,"[-1.7600293159484863, -1.8206006288528442, -1.7391066551208496, -1.9482760429382324, -1.7678651809692383, -1.7173320055007935]"
21864,24,-21.0,789,0.9169206,0.20183472335338593,-1.796312689781189,21864,3533,"[-1.544549822807312, -1.8563507795333862, -1.8439335823059082, -1.8500385284423828, -1.9072288274765015, -1.7754623889923096]"
22853,25,-19.0,989,0.9131624,0.1576855182647705,-1.7678947448730469,22853,3701,"[-1.706835389137268, -1.7035309076309204, -1.711838722229004, -1.7319084405899048, -1.949493408203125, -1.8257601261138916]"
23674,26,-21.0,821,0.9100426,0.2182663530111313,-1.6556448936462402,23674,3851,"[-1.6192277669906616, -1.648630976676941, -1.8408303260803223, -1.7192320823669434, -1.5161144733428955, -1.6520345211029053]"
24797,27,-18.0,1123,0.9057752,0.24346953630447388,-1.746540904045105,24797,4028,"[-1.6220002174377441, -1.7579314708709717, -1.515990972518921, -2.0115482807159424, -1.7162585258483887, -1.8190546035766602]"
25665,28,-20.0,868,0.9024768,0.20075468719005585,-1.6846225261688232,25665,4157,"[-1.9607691764831543, -1.4480081796646118, -1.9231334924697876, -1.659968376159668, -1.617893934249878, -1.557992696762085]"
26639,29,-21.0,974,0.8987756,0.2385508269071579,-1.8419537544250488,26639,4351,"[-1.9430809020996094, -1.8028104305267334, -1.807318925857544, -1.925750494003296, -1.8368487358093262, -1.7309455871582031]"
27403,30,-21.0,764,0.8958724,0.3443197011947632,-2.2574844360351562,27403,4461,"[-2.4589555263519287, -2.1081314086914062, -2.011521100997925, -2.431110382080078, -2.16654634475708, -2.2612452507019043]"
28194,31,-21.0,791,0.8928666000000001,0.3421272337436676,-1.3234142065048218,28194,4576,"[-1.2630653381347656, -1.5406808853149414, -0.9186208248138428, -1.384751796722412, -1.3175667524337769, -1.573452353477478]"
29060,32,-20.0,866,0.8895758,0.40056008100509644,-1.131738543510437,29060,4696,"[-1.3201333284378052, -0.8583542108535767, -1.143504023551941, -1.1614606380462646, -1.1716527938842773, -1.1294379234313965]"
30202,33,-20.0,1142,0.8852362,0.19687698781490326,-1.7623004913330078,30202,4881,"[-1.74313485622406, -1.744850993156433, -1.7640011310577393, -1.7428138256072998, -1.7774763107299805, -1.7964825630187988]"
31056,34,-20.0,854,0.881991,0.22628028690814972,-1.7768757343292236,31056,5024,"[-1.556075930595398, -1.6246559619903564, -1.9942688941955566, -1.829013705253601, -2.113564968109131, -1.7174662351608276]"
31977,35,-20.0,921,0.8784912,0.19238264858722687,-1.6583473682403564,31977,5154,"[-1.7170301675796509, -1.2105822563171387, -1.8269436359405518, -1.7520397901535034, -1.697693943977356, -1.747158408164978]"
32980,36,-21.0,1003,0.8746798,0.18856362998485565,-1.906478762626648,32980,5384,"[-1.8522164821624756, -1.989807367324829, -2.02587890625, -1.9530234336853027, -1.8089390993118286, -1.6888684034347534]"
33820,37,-20.0,840,0.8714878,0.18545618653297424,-1.6467963457107544,33820,5532,"[-1.522482991218567, -2.055616617202759, -1.5368847846984863, -1.641236662864685, -1.6682199239730835, -1.559611201286316]"
34754,38,-20.0,934,0.8679386,0.2013971358537674,-1.8208578824996948,34754,5665,"[-1.9499702453613281, -1.6017205715179443, -2.0541164875030518, -1.7554161548614502, -1.8745715618133545, -1.7630853652954102]"
35745,39,-20.0,991,0.8641728,0.2003960907459259,-1.665963888168335,35745,5834,"[-1.6916851997375488, -1.7072973251342773, -1.7167941331863403, -1.6566540002822876, -1.5718085765838623, -1.6552319526672363]"
36762,40,-19.0,1017,0.8603082,0.2169315367937088,-1.7784934043884277,36762,5970,"[-1.7812581062316895, -1.9569172859191895, -1.5720490217208862, -1.3792495727539062, -1.9223248958587646, -1.7155917882919312]"
