global_step,episode,episode_return,episode_length,epsilon,loss,mean_q_value,dictionary_entries,dictionary_min_entries,q_values
55884,54,-18.0,1343,0.05,0.10078436136245728,-1.3563587665557861,55836,8861,"[-0.5741406679153442, -0.5359227657318115, -0.7601635456085205, -0.5189273357391357, -0.9964492917060852, -0.7121405005455017]"
57057,55,-19.0,1173,0.05,0.08205679059028625,-1.366956114768982,56751,9068,"[-1.0214413404464722, -0.7884016633033752, -0.9531656503677368, -0.9529700875282288, -1.077883005142212, -1.0704222917556763]"
57957,56,-21.0,900,0.05,0.10364799946546555,-1.3271907567977905,57483,9210,"[-0.8965365886688232, -0.8139145970344543, -0.9103975296020508, -0.9135574698448181, -0.7998875379562378, -0.8691200017929077]"
59022,57,-20.0,1065,0.05,0.07439584285020828,-1.3751871585845947,58341,9374,"[-0.8001294136047363, -0.8212341070175171, -1.0015498399734497, -0.9027290344238281, -0.9287265539169312, -1.0581035614013672]"
60056,58,-20.0,1034,0.05,0.10822976380586624,-1.3991436958312988,59030,9503,"[-0.6488673686981201, -0.7341489791870117, -0.6972473859786987, -0.71977299451828, -0.8207087516784668, -0.6690405011177063]"
61216,59,-20.0,1160,0.05,0.08085882663726807,-1.4586539268493652,59369,9655,"[-0.8116743564605713, -0.8897814750671387, -0.7100200653076172, -0.6674595475196838, -0.9444873332977295, -0.7640537023544312]"
62406,60,-20.0,1190,0.05,0.08652005344629288,-1.3303015232086182,59696,9832,"[-0.7893767356872559, -0.7781532406806946, -0.7727147340774536, -0.9457315802574158, -0.8823933005332947, -1.01474130153656]"
63426,61,-20.0,1020,0.05,0.09423115849494934,-1.3977696895599365,59975,9975,"[-0.6367872357368469, -0.7983791828155518, -0.7197688817977905, -0.7350198030471802, -0.7707422375679016, -0.6542713046073914]"
64275,62,-21.0,849,0.05,0.08561234176158905,-1.3126699924468994,60000,10000,"[-0.9666896462440491, -0.9743151068687439, -0.9548266530036926, -0.972962498664856, -0.9589740037918091, -0.9745483994483948]"
66157,63,-16.0,1882,0.05,0.07198771834373474,-1.3137248754501343,60000,10000,"[-0.6787881255149841, -0.7667183876037598, -0.6467674374580383, -0.633100688457489, -0.6949589252471924, -0.48847585916519165]"
67271,64,-19.0,1114,0.05,0.11018389463424683,-1.3323813676834106,60000,10000,"[-0.6639881730079651, -0.942103385925293, -0.7475306987762451, -0.7888736128807068, -0.9256887435913086, -0.7617564797401428]"
68762,65,-16.0,1491,0.05,0.09984482824802399,-1.3569084405899048,60000,10000,"[-0.341259241104126, -0.647689938545227, -0.8661316633224487, -0.6438616514205933, -0.7312520742416382, -0.6018685102462769]"
69899,66,-19.0,1137,0.05,0.06492076814174652,-1.3164407014846802,60000,10000,"[-0.5769429206848145, -0.6642377972602844, -0.9175617694854736, -0.7215890884399414, -0.7753068208694458, -0.5600611567497253]"
71121,67,-21.0,1222,0.05,0.08616305887699127,-1.3634545803070068,60000,10000,"[-0.7357525825500488, -0.6664829254150391, -0.4899871051311493, -0.6596826910972595, -0.9147200584411621, -0.7291150689125061]"
72185,68,-21.0,1064,0.05,0.09607246518135071,-1.3027980327606201,60000,10000,"[-0.4523024260997772, -0.7925570607185364, -0.5965700745582581, -0.6670669317245483, -0.8295127749443054, -0.6958844065666199]"
73908,69,-18.0,1723,0.05,0.09927064180374146,-1.2880215644836426,60000,10000,"[-0.8701388239860535, -0.7504572868347168, -0.8131851553916931, -0.677757740020752, -0.8555989861488342, -0.7837327718734741]"
75218,70,-17.0,1310,0.05,0.10885423421859741,-1.2618873119354248,60000,10000,"[-0.9329445362091064, -0.7972115278244019, -0.9563040733337402, -0.8128138184547424, -0.9665725231170654, -0.8407100439071655]"
76364,71,-20.0,1146,0.05,0.08631779998540878,-1.2914015054702759,60000,10000,"[-0.9188370704650879, -1.2330708503723145, -1.0876686573028564, -1.3235085010528564, -1.2220420837402344, -1.1449663639068604]"
77630,72,-18.0,1266,0.05,0.08304406702518463,-1.2964904308319092,60000,10000,"[-0.9661203622817993, -0.832036018371582, -1.0635578632354736, -0.8536239862442017, -1.1042038202285767, -1.1006741523742676]"
78830,73,-19.0,1200,0.05,0.09349250048398972,-1.2407306432724,60000,10000,"[-0.8122174143791199, -0.8189013600349426, -0.7861162424087524, -0.7925928831100464, -0.7567387819290161, -0.6486833691596985]"
79905,74,-20.0,1075,0.05,0.10015422850847244,-1.2783527374267578,60000,10000,"[-0.810547411441803, -0.8849539160728455, -0.788365364074707, -0.6346572637557983, -0.9777886867523193, -0.8528079390525818]"
81091,75,-20.0,1186,0.05,0.111936055123806,-1.264819860458374,60000,10000,"[-0.6914651393890381, -0.7186048626899719, -0.6747448444366455, -0.7698532938957214, -0.7047306299209595, -0.6274688839912415]"
82153,76,-19.0,1062,0.05,0.08189518004655838,-1.3497251272201538,60000,10000,"[-0.8328852653503418, -0.9851968288421631, -0.7536971569061279, -0.923610270023346, -0.9938955903053284, -0.7596024870872498]"
83227,77,-20.0,1074,0.05,0.0956105887889862,-1.250915288925171,60000,10000,"[-0.6505998969078064, -1.1179708242416382, -0.5985524654388428, -0.8482788801193237, -0.9453657865524292, -0.7122145891189575]"
84527,78,-19.0,1300,0.05,0.09854784607887268,-1.3031554222106934,60000,10000,"[-0.7363286018371582, -0.7277177572250366, -0.9407974481582642, -0.7533326148986816, -0.8890199065208435, -0.6306008100509644]"
85759,79,-18.0,1232,0.05,0.09995866566896439,-1.2901545763015747,60000,10000,"[-0.8958840370178223, -0.969714343547821, -0.9797666668891907, -0.909581184387207, -0.9563308954238892, -0.8433060050010681]"
87214,80,-19.0,1455,0.05,0.08459796011447906,-1.2643096446990967,60000,10000,"[-0.9219512343406677, -1.0223103761672974, -0.9344017505645752, -0.8476823568344116, -1.0037424564361572, -0.7986507415771484]"
88584,81,-18.0,1370,0.05,0.09415508806705475,-1.303084135055542,60000,10000,"[-0.7947348356246948, -0.8427352905273438, -0.8601901531219482, -0.8421676158905029, -0.8585048317909241, -0.7176305055618286]"
90003,82,-19.0,1419,0.05,0.11639373004436493,-1.2272226810455322,60000,10000,"[-0.9379562735557556, -0.9122686982154846, -0.9448779821395874, -0.9495155811309814, -0.9547503590583801, -0.9459125995635986]"
91466,83,-17.0,1463,0.05,0.10264164209365845,-1.2422006130218506,60000,10000,"[-0.635542631149292, -0.47018685936927795, -0.4833492934703827, -0.3843492567539215, -0.4656970500946045, -0.5107295513153076]"
93105,84,-17.0,1639,0.05,0.11302558332681656,-1.2549134492874146,60000,10000,"[-0.7898604869842529, -0.8750253319740295, -0.8551206588745117, -0.7407947778701782, -0.8893121480941772, -0.8719456195831299]"
94327,85,-18.0,1222,0.05,0.105587437748909,-1.2109942436218262,60000,10000,"[-0.6633219122886658, -0.6797561049461365, -0.7562110424041748, -0.5521732568740845, -0.703401505947113, -0.5635545253753662]"
95755,86,-18.0,1428,0.05,0.08929594606161118,-1.2708781957626343,60000,10000,"[-0.6913195252418518, -0.7659254670143127, -0.7966545224189758, -0.7319732308387756, -0.7808310985565186, -0.7664274573326111]"
97014,87,-20.0,1259,0.05,0.09169089794158936,-1.203975796699524,60000,10000,"[-0.7113009691238403, -0.7917720675468445, -0.8677915930747986, -0.6816166639328003, -0.7940142154693604, -0.6713504195213318]"
97998,88,-20.0,984,0.05,0.11386401951313019,-1.2371469736099243,60000,10000,"[-0.7684604525566101, -0.693271815776825, -0.7324039340019226, -0.777763307094574, -0.7634319067001343, -0.7873585224151611]"
99411,89,-18.0,1413,0.05,0.09692960977554321,-1.291935920715332,60000,10000,"[-0.588370144367218, -0.7580015063285828, -0.8628430962562561, -0.5725269913673401, -0.649897575378418, -0.6267702579498291]"
100666,90,-20.0,1255,0.05,0.11030691117048264,-1.26360285282135,60000,10000,"[-1.2681446075439453, -1.1760332584381104, -0.9659702777862549, -1.196651816368103, -1.1913220882415771, -1.5761257410049438]"
101958,91,-19.0,1292,0.05,0.07891801744699478,-1.2157162427902222,60000,10000,"[-0.6891393065452576, -0.9089891314506531, -0.8743754625320435, -0.8590183258056641, -0.8457634449005127, -0.8125950694084167]"
102951,92,-21.0,993,0.05,0.1322367936372757,-1.1871252059936523,60000,10000,"[-0.6534624099731445, -0.7515648603439331, -0.72248375415802, -0.8155937790870667, -0.8646644353866577, -0.8040401339530945]"
104009,93,-20.0,1058,0.05,0.10756711661815643,-1.1860597133636475,60000,10000,"[-0.7083293199539185, -0.778800904750824, -0.8435012102127075, -0.7453324794769287, -0.8367692828178406, -0.7505626678466797]"
105013,94,-20.0,1004,0.05,0.1131548061966896,-1.1935045719146729,60000,10000,"[-0.6696455478668213, -0.7516821622848511, -0.8136733174324036, -0.7883797287940979, -0.7945047616958618, -0.7893468141555786]"
105965,95,-20.0,952,0.05,0.0938100814819336,-1.180748701095581,60000,10000,"[-0.6638702154159546, -0.7587809562683105, -0.8875677585601807, -0.6700690984725952, -0.7820764780044556, -0.6540421843528748]"
107346,96,-19.0,1381,0.05,0.12927445769309998,-1.2071788311004639,60000,10000,"[-1.0569511651992798, -1.3619076013565063, -1.0014935731887817, -1.0283238887786865, -1.3332756757736206, -1.117033839225769]"
108586,97,-19.0,1240,0.05,0.0981392115354538,-1.230324149131775,60000,10000,"[-0.9867292046546936, -1.0061156749725342, -0.9202265739440918, -1.0559145212173462, -1.1522655487060547, -0.7551310658454895]"
109701,98,-20.0,1115,0.05,0.12489981949329376,-1.215470790863037,60000,10000,"[-0.8535203337669373, -0.7868862152099609, -0.9275199174880981, -0.8894315958023071, -0.8762993216514587, -0.8633456230163574]"
111241,99,-18.0,1540,0.05,0.10033674538135529,-1.275449275970459,60000,10000,"[-0.7149221897125244, -0.8993133902549744, -0.9247190952301025, -0.7177850008010864, -0.8740173578262329, -0.8335738182067871]"
112423,100,-19.0,1182,0.05,0.09543904662132263,-1.2975742816925049,60000,10000,"[-0.8125194311141968, -0.8285053968429565, -0.717851996421814, -0.6660522222518921, -0.7947185039520264, -0.8795226812362671]"
113543,101,-19.0,1120,0.05,0.11649870872497559,-1.2397897243499756,60000,10000,"[-0.5941509008407593, -0.6081371903419495, -0.672307550907135, -0.5417699217796326, -0.8078016638755798, -0.6960728764533997]"
114610,102,-20.0,1067,0.05,0.09213794022798538,-1.2466241121292114,60000,10000,"[-0.5766992568969727, -0.6258245706558228, -0.5990266799926758, -0.303053081035614, -0.7803036570549011, -0.6877651214599609]"
116213,103,-20.0,1603,0.05,0.07702954113483429,-1.2521957159042358,60000,10000,"[-0.5783568620681763, -0.847196102142334, -0.7217874526977539, -0.7487939596176147, -0.6563476920127869, -0.7083690762519836]"
117164,104,-20.0,951,0.05,0.11750134825706482,-1.2469850778579712,60000,10000,"[-0.6631961464881897, -0.5891419649124146, -0.4418552815914154, -0.7913114428520203, -0.785963773727417, -0.6435981392860413]"
118269,105,-21.0,1105,0.05,0.13016881048679352,-1.136051893234253,60000,10000,"[-0.8656911253929138, -0.903927206993103, -1.2984195947647095, -0.9095005989074707, -1.0753159523010254, -0.934831976890564]"
119485,106,-19.0,1216,0.05,0.08966320008039474,-1.2101953029632568,60000,10000,"[-0.8579667806625366, -0.7402821779251099, -0.9085595607757568, -0.8871439099311829, -0.9236136078834534, -0.9001994132995605]"
120795,107,-17.0,1310,0.05,0.09423238039016724,-1.2240164279937744,60000,10000,"[-0.7325659394264221, -0.734215259552002, -0.6565316915512085, -0.7115986943244934, -0.6961244344711304, -0.6971971392631531]"
122185,108,-19.0,1390,0.05,0.104127898812294,-1.263778805732727,60000,10000,"[-0.9304450154304504, -0.9615629315376282, -0.9323098659515381, -0.8897290229797363, -1.0086978673934937, -0.9489957690238953]"
123333,109,-20.0,1148,0.05,0.11000187695026398,-1.2469072341918945,60000,10000,"[-0.8261762261390686, -0.9479365944862366, -0.9514939785003662, -0.8679112792015076, -0.7782217860221863, -0.8690320253372192]"
124372,110,-20.0,1039,0.05,0.08007067441940308,-1.2589266300201416,60000,10000,"[-0.7485842108726501, -0.8547903895378113, -0.7754089832305908, -0.8003261089324951, -0.6656334400177002, -0.8048291802406311]"
125732,111,-16.0,1360,0.05,0.1028837263584137,-1.2414073944091797,60000,10000,"[-0.8069542646408081, -0.8404551148414612, -0.8099313974380493, -0.5945622324943542, -0.8135895729064941, -0.6562374830245972]"
127015,112,-20.0,1283,0.05,0.12992611527442932,-1.1943086385726929,60000,10000,"[-0.6876583099365234, -0.7769442796707153, -0.7056400775909424, -0.536149799823761, -0.7868509292602539, -0.74654620885849]"
127948,113,-21.0,933,0.05,0.08699445426464081,-1.2876120805740356,60000,10000,"[-1.0787354707717896, -0.8054728507995605, -0.8483172059059143, -0.8439832329750061, -1.1394709348678589, -0.9765239953994751]"
129047,114,-20.0,1099,0.05,0.09007103741168976,-1.2388783693313599,60000,10000,"[-0.9530006647109985, -0.9555979371070862, -0.9302692413330078, -0.9042366743087769, -0.7978330254554749, -0.8596335649490356]"
130014,115,-21.0,967,0.05,0.07930302619934082,-1.24821138381958,60000,10000,"[-0.694161057472229, -0.8495759963989258, -0.8972327709197998, -0.5777712464332581, -0.6561368107795715, -0.810713529586792]"
131527,116,-17.0,1513,0.05,0.09288927912712097,-1.2511290311813354,60000,10000,"[-0.5656136870384216, -0.5926691293716431, -0.7976642847061157, -0.702458381652832, -0.5134335160255432, -0.49837011098861694]"
132719,117,-19.0,1192,0.05,0.09282565116882324,-1.273564100265503,60000,10000,"[-0.9619163274765015, -0.9518701434135437, -0.954938530921936, -0.9471562504768372, -0.9535700678825378, -0.9154766201972961]"
133924,118,-19.0,1205,0.05,0.08229018747806549,-1.270647644996643,60000,10000,"[-0.8338043093681335, -0.8189383745193481, -0.9236516356468201, -0.7916799783706665, -0.8583130240440369, -0.8152632713317871]"
134974,119,-19.0,1050,0.05,0.08180062472820282,-1.2637025117874146,60000,10000,"[-0.8489177823066711, -0.9317433834075928, -0.9630501866340637, -0.8512004613876343, -0.8312156200408936, -0.8448278903961182]"
136113,120,-20.0,1139,0.05,0.08480952680110931,-1.254643440246582,60000,10000,"[-0.6680161952972412, -0.7930670380592346, -0.7940602898597717, -0.7774710059165955, -0.5027533769607544, -0.8104422092437744]"
137373,121,-17.0,1260,0.05,0.10154267400503159,-1.2425549030303955,60000,10000,"[-0.9547385573387146, -0.9545183181762695, -0.9501599669456482, -0.947813868522644, -0.962213397026062, -0.9725608825683594]"
138563,122,-20.0,1190,0.05,0.09340174496173859,-1.221756100654602,60000,10000,"[-0.7421874403953552, -0.72939532995224, -0.9615398645401001, -0.5768056511878967, -0.9779724478721619, -0.9655422568321228]"
140137,123,-19.0,1574,0.05,0.10974413901567459,-1.2530324459075928,60000,10000,"[-0.7134881019592285, -0.7982053160667419, -1.1600714921951294, -0.9189903140068054, -0.9016711115837097, -0.9334431290626526]"
141330,124,-18.0,1193,0.05,0.1300744116306305,-1.2193548679351807,60000,10000,"[-0.9291834831237793, -0.9139999151229858, -0.859102725982666, -0.9437384009361267, -0.9097239971160889, -0.9470861554145813]"
142529,125,-20.0,1199,0.05,0.10577711462974548,-1.2336145639419556,60000,10000,"[-0.6375512480735779, -0.7432458400726318, -0.6849408149719238, -0.7193178534507751, -0.7808466553688049, -0.7509856820106506]"
144014,126,-18.0,1485,0.05,0.10078252851963043,-1.2741388082504272,60000,10000,"[-0.896392285823822, -0.9187262654304504, -0.8087476491928101, -0.9085747003555298, -0.9640179872512817, -0.8491147756576538]"
145062,127,-21.0,1048,0.05,0.10430935025215149,-1.1953513622283936,60000,10000,"[-0.8834699988365173, -0.9315599799156189, -0.9079975485801697, -0.9246202707290649, -1.1908226013183594, -0.9106062650680542]"
146182,128,-19.0,1120,0.05,0.10075601935386658,-1.2346950769424438,60000,10000,"[-0.8584984540939331, -0.7947383522987366, -0.8804882764816284, -0.885174572467804, -0.8875372409820557, -0.8710310459136963]"
147538,129,-17.0,1356,0.05,0.09319879114627838,-1.2455554008483887,60000,10000,"[-0.9847570657730103, -0.9835418462753296, -0.974734902381897, -0.9629836082458496, -0.9762474894523621, -0.9510852098464966]"
148440,130,-21.0,902,0.05,0.13147513568401337,-1.206455945968628,60000,10000,"[-0.768696665763855, -0.8945399522781372, -1.037243127822876, -0.8724672794342041, -1.0904526710510254, -0.7484174370765686]"
149726,131,-17.0,1286,0.05,0.10863704979419708,-1.2335114479064941,60000,10000,"[-0.8442140817642212, -0.8563485145568848, -0.8356937766075134, -0.7771154046058655, -0.8588237166404724, -0.8483834266662598]"
