global_step,episode,episode_return,episode_length,exploration_noise,critic_loss,actor_loss,mean_q1_value
200,1,-966.4013767132936,200,0.1,,,
400,2,-1603.9339740787057,200,0.1,,,
600,3,-1663.740525948984,200,0.1,,,
800,4,-1188.0726206511997,200,0.1,,,
1000,5,-895.0614018166344,200,0.1,115.85362243652344,0.06012986600399017,0.0822940543293953
1200,6,-1000.2637785730199,200,0.1,1.3572161197662354,7.516850471496582,-7.841116905212402
1400,7,-1545.2031618069448,200,0.1,0.7650559544563293,9.941241264343262,-10.216302871704102
1600,8,-1865.8115048386107,200,0.1,0.5609357357025146,12.984500885009766,-13.346966743469238
1800,9,-1645.5822025934694,200,0.1,0.3664476275444031,16.012168884277344,-16.534761428833008
2000,10,-1515.250295581153,200,0.1,0.24673280119895935,19.505218505859375,-20.0051326751709
2200,11,-1480.653485214384,200,0.1,0.1962224543094635,21.283838272094727,-21.619565963745117
2400,12,-1543.539902640537,200,0.1,0.19607894122600555,25.46524429321289,-25.83330726623535
2600,13,-1536.1317782479734,200,0.1,0.16457177698612213,29.371950149536133,-29.73847198486328
2800,14,-1493.0118642691657,200,0.1,0.13146933913230896,31.35433006286621,-31.726125717163086
3000,15,-1349.3581776452563,200,0.1,0.16531188786029816,34.735755920410156,-35.128143310546875
3200,16,-1430.7600719999168,200,0.1,0.10299918055534363,36.615779876708984,-36.92448043823242
3400,17,-1303.8482116881908,200,0.1,0.15443575382232666,39.54386901855469,-39.87882614135742
3600,18,-1126.9709297236905,200,0.1,0.1851532757282257,43.2827033996582,-43.63241195678711
3800,19,-1296.66980107661,200,0.1,0.23500819504261017,46.396324157714844,-46.813907623291016
4000,20,-1281.0634550690509,200,0.1,0.2515406608581543,49.257904052734375,-49.7739372253418
4200,21,-1177.2306007242007,200,0.1,0.26018640398979187,50.284812927246094,-50.91143035888672
4400,22,-1144.9778166788676,200,0.1,0.1824980229139328,53.730979919433594,-54.14665603637695
4600,23,-1091.7871010176136,200,0.1,0.22460393607616425,56.46665954589844,-56.9426383972168
4800,24,-1118.387463053129,200,0.1,0.30647873878479004,60.38785171508789,-61.09557342529297
5000,25,-911.7627736832042,200,0.1,0.3790643513202667,61.46807861328125,-62.134422302246094
5200,26,-940.0489025887017,200,0.1,0.29771697521209717,64.90083312988281,-65.82919311523438
5400,27,-956.9251671590941,200,0.1,0.3694787621498108,67.62275695800781,-68.22831726074219
5600,28,-1508.2829430325976,200,0.1,0.34786173701286316,67.39762115478516,-68.36564636230469
5800,29,-811.9227868691071,200,0.1,0.46877896785736084,68.30885314941406,-68.91693115234375
6000,30,-838.2327669408339,200,0.1,0.46979397535324097,73.58340454101562,-74.4229736328125
6200,31,-668.5802481833321,200,0.1,0.47541487216949463,71.0689697265625,-72.07012939453125
6400,32,-152.6195087245243,200,0.1,0.4970039427280426,77.8789291381836,-78.97059631347656
6600,33,-632.6720475052334,200,0.1,0.46575820446014404,75.23531341552734,-76.19985961914062
6800,34,-390.264116089552,200,0.1,0.6472399234771729,74.40032958984375,-75.44985961914062
7000,35,-257.5959230903655,200,0.1,0.5607893466949463,76.64936065673828,-77.79009246826172
7200,36,-125.90524046588062,200,0.1,0.5435943007469177,79.95626068115234,-80.94384765625
7400,37,-0.6172719406573796,200,0.1,0.689650297164917,76.56318664550781,-77.75128173828125
7600,38,-0.2916559147753222,200,0.1,0.46277564764022827,77.98532104492188,-79.46360778808594
7800,39,-123.40904585292871,200,0.1,0.6493431329727173,78.02853393554688,-79.09445190429688
8000,40,-374.0972297585263,200,0.1,0.8213981986045837,75.78801727294922,-76.78877258300781
8200,41,-122.3232221085363,200,0.1,0.7341436743736267,76.75910186767578,-78.11322021484375
8400,42,-129.8198434947034,200,0.1,1.0280125141143799,77.31595611572266,-78.64598846435547
8600,43,-240.24895740474102,200,0.1,0.6756852865219116,81.6515121459961,-83.04605102539062
8800,44,-128.69664825980834,200,0.1,0.9076921939849854,83.3078384399414,-84.79438018798828
9000,45,-272.5700448057745,200,0.1,0.7735998630523682,73.75889587402344,-75.61241149902344
9200,46,-117.08387464569178,200,0.1,0.9599024057388306,78.62214660644531,-80.13850402832031
9400,47,-127.2229638720367,200,0.1,2.100456476211548,76.58072662353516,-78.10205841064453
9600,48,-257.62389254592864,200,0.1,2.196516513824463,74.76560974121094,-76.38450622558594
9800,49,-115.25283114136073,200,0.1,1.2126896381378174,77.41944122314453,-79.2802505493164
10000,50,-251.0384451158625,200,0.1,1.2870049476623535,72.65741729736328,-74.28535461425781
10200,51,-125.75805963654848,200,0.1,2.0996298789978027,79.4906005859375,-81.0890884399414
10400,52,-341.2252822126132,200,0.1,1.3450425863265991,74.69957733154297,-76.15775299072266
10600,53,-120.11062592117511,200,0.1,1.7068359851837158,77.98805236816406,-79.84757995605469
10800,54,-242.6597018674013,200,0.1,2.566115379333496,73.8330078125,-75.41388702392578
11000,55,-125.13645060706435,200,0.1,2.2430100440979004,79.42291259765625,-81.39904022216797
11200,56,-125.47436781578516,200,0.1,2.0051016807556152,75.04698944091797,-76.57765197753906
11400,57,-1205.0001565946332,200,0.1,2.15421724319458,71.49279022216797,-73.33187866210938
11600,58,-125.30935696468826,200,0.1,2.1556804180145264,73.28427124023438,-74.84111022949219
11800,59,-121.54497048315724,200,0.1,2.810163974761963,69.24771881103516,-70.61412811279297
12000,60,-127.11551174317846,200,0.1,3.203925609588623,83.04461669921875,-84.57315063476562
12200,61,-125.20084962941912,200,0.1,1.9874675273895264,77.98703002929688,-79.46475219726562
12400,62,-126.81911774389489,200,0.1,2.4077155590057373,72.18992614746094,-74.14157104492188
12600,63,-238.40349020598023,200,0.1,4.5047407150268555,76.1501693725586,-77.66746520996094
12800,64,-245.91416865974583,200,0.1,2.112945556640625,65.2309799194336,-66.54510498046875
13000,65,-233.89223277389394,200,0.1,4.091486930847168,70.97370147705078,-72.44122314453125
