global_step,episode,episode_return,episode_length,loss,actor_type,case_entries,cases_pruned,cases_replaced,actor_cases_pruned,actor_cases_replaced,critic_cases_pruned,critic_cases_replaced,critic_label_updates,critic_label_update_samples,exploration_epsilon,behavior_epsilon,policy_ready,action_probs,behavior_action_probs,action_counts,bias_min,bias_mean,bias_max
6,1,0.0,6,-0.010058403015136719,nnknn,0,0,0,0,0,0,0,0,0,0.962890625,1.0,False,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 0, 0]",,,
12,2,0.0,6,-0.010743455961346626,nnknn,6,0,0,0,0,0,0,0,0,0.918359375,1.0,False,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[3, 1, 2]",0.0,0.0,0.0
18,3,0.0,6,-0.008273802697658539,nnknn,12,0,0,0,0,0,0,0,0,0.873828125,1.0,False,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[3, 5, 4]",-0.000999981421045959,-7.2371526549375176e-09,0.0009999923640862107
34,4,1.0,16,0.41924357414245605,nnknn,26,0,0,0,0,0,0,0,0,0.755078125,0.755078125,True,"[0.221713125705719, 0.3707076907157898, 0.4075791835784912]","[0.3059951066970825, 0.3424871265888214, 0.35151776671409607]","[8, 7, 11]",-0.0007441359921358526,5.847766806255095e-05,0.0017599428538233042
50,5,1.0,16,0.3608609735965729,nnknn,37,0,0,0,0,0,0,0,0,0.636328125,0.636328125,True,"[0.31228798627853394, 0.12496189773082733, 0.5627501606941223]","[0.3256797194480896, 0.2575545012950897, 0.41676580905914307]","[12, 11, 14]",-0.001461712410673499,1.997333311010152e-05,0.0026270386297255754
66,6,1.0,16,0.4236155152320862,nnknn,45,3,0,3,0,0,0,0,0,0.517578125,0.517578125,True,"[0.22782306373119354, 0.2269466519355774, 0.5452303290367126]","[0.28243288397789, 0.2820100784301758, 0.4355570673942566]","[17, 10, 18]",-0.001529147382825613,0.00012521630560513586,0.002858454128727317
72,7,0.0,6,0.1940719485282898,nnknn,45,3,0,3,0,0,0,0,0,0.473046875,0.473046875,True,"[0.2990700304508209, 0.3190999925136566, 0.38183000683784485]","[0.31527817249298096, 0.3258330225944519, 0.35888880491256714]","[17, 10, 18]",-0.0021186629310250282,-0.00011763349175453186,0.0038584505673497915
78,8,0.0,6,0.09770996123552322,nnknn,45,3,0,3,0,0,0,0,0,0.42851562500000007,0.42851562500000007,True,"[0.28363868594169617, 0.20717690885066986, 0.5091844201087952]","[0.3049336075782776, 0.26123690605163574, 0.43382948637008667]","[17, 10, 18]",-0.002788720652461052,-0.0002005645801546052,0.004667356144636869
84,9,0.0,6,-0.04145364463329315,nnknn,45,3,0,3,0,0,0,0,0,0.38398437500000004,0.38398437500000004,True,"[0.26353341341018677, 0.2030765414237976, 0.5333900451660156]","[0.2903355062007904, 0.2530931234359741, 0.45657140016555786]","[17, 10, 18]",-0.003306676633656025,-0.00027559345471672714,0.0051566618494689465
90,10,0.0,6,-0.13232196867465973,nnknn,45,3,0,3,0,0,0,0,0,0.339453125,0.339453125,True,"[0.3355073928833008, 0.40453457832336426, 0.25995802879333496]","[0.33476942777633667, 0.3803651034832001, 0.28486549854278564]","[17, 10, 18]",-0.0037297620438039303,-0.00028654083143919706,0.005717131309211254
96,11,0.0,6,-0.005277974531054497,nnknn,45,3,0,3,0,0,0,0,0,0.294921875,0.294921875,True,"[0.2631649971008301, 0.20329546928405762, 0.5335395932197571]","[0.2838591933250427, 0.24164648354053497, 0.47449439764022827]","[17, 10, 18]",-0.004305265378206968,-0.00027559822774492204,0.006395556032657623
112,12,1.0,16,0.2795071005821228,nnknn,56,3,0,3,0,0,0,0,0,0.1761718750000001,0.1761718750000001,True,"[0.3990228772163391, 0.28456026315689087, 0.31641682982444763]","[0.3874502182006836, 0.29315268993377686, 0.3193970322608948]","[20, 13, 23]",-0.005115525797009468,-0.00020808576664421707,0.007172992452979088
