dataset,policy,adapter_mode,seed,device,initial_cases,retained_cases,target_capacity,pre_maint_acc,post_retrieval_acc,post_adapted_acc,acc_delta,total_flips,correct_flips,harmful_flips,net_flip_benefit,adapter_train_loss
synthetic,stratified,nominal_residual_scores,44,cpu,420,210,210,0.9111111164093018,0.8444444537162781,0.8722222447395325,0.027777791023254395,13,9,4,5,0.7685180604457855
synthetic,stratified,logit_residual,42,cpu,420,210,210,0.8333333134651184,0.7833333611488342,0.7777777910232544,-0.005555570125579834,11,4,5,-1,0.9111878871917725
synthetic,stratified,logit_residual,43,cpu,420,210,210,0.8333333134651184,0.8611111044883728,0.8611111044883728,0.0,4,2,2,0,0.8738693594932556
synthetic,stratified,logit_residual,44,cpu,420,210,210,0.9111111164093018,0.8444444537162781,0.855555534362793,0.011111080646514893,8,5,3,2,0.8740019202232361
wine,provenance_bias_coverage,none,42,cpu,124,62,62,0.9629629850387573,0.9629629850387573,0.9629629850387573,0.0,0,0,0,0,0.0
wine,provenance_bias_coverage,none,43,cpu,124,62,62,0.9259259104728699,0.9259259104728699,0.9259259104728699,0.0,0,0,0,0,0.0
wine,provenance_bias_coverage,none,44,cpu,124,62,62,0.9629629850387573,0.9444444179534912,0.9444444179534912,0.0,0,0,0,0,0.0
wine,provenance_bias_coverage,nominal_residual_scores,42,cpu,124,62,62,0.9629629850387573,0.9629629850387573,0.9629629850387573,0.0,0,0,0,0,0.5096763968467712
wine,provenance_bias_coverage,nominal_residual_scores,43,cpu,124,62,62,0.9259259104728699,0.9259259104728699,0.9444444179534912,0.018518507480621338,1,1,0,1,0.5380157232284546
wine,provenance_bias_coverage,nominal_residual_scores,44,cpu,124,62,62,0.9629629850387573,0.9444444179534912,0.9814814925193787,0.03703707456588745,2,2,0,2,0.5226120948791504
wine,provenance_bias_coverage,logit_residual,42,cpu,124,62,62,0.9629629850387573,0.9629629850387573,0.9629629850387573,0.0,0,0,0,0,0.6157761812210083
wine,provenance_bias_coverage,logit_residual,43,cpu,124,62,62,0.9259259104728699,0.9259259104728699,0.9259259104728699,0.0,0,0,0,0,0.631293773651123
