global_step,loss,mean_q_value,epsilon
31,0.5977614521980286,0.09812439978122711,0.769921875
32,0.5330449938774109,0.15800254046916962,0.7625
33,0.5547566413879395,0.1459682136774063,0.755078125
34,0.5315805673599243,0.16165073215961456,0.74765625
35,0.5618253946304321,0.1560714840888977,0.740234375
36,0.5260565280914307,0.17175543308258057,0.7328125000000001
37,0.5110464096069336,0.1922374665737152,0.725390625
38,0.48282986879348755,0.21312560141086578,0.71796875
39,0.47232311964035034,0.2297716736793518,0.710546875
40,0.4718479514122009,0.24279308319091797,0.703125
41,0.4345005452632904,0.28546714782714844,0.6957031250000001
42,0.5177443027496338,0.19071215391159058,0.68828125
43,0.4992170035839081,0.1916811764240265,0.680859375
44,0.43464601039886475,0.2742273807525635,0.6734375
45,0.39942312240600586,0.31728070974349976,0.666015625
46,0.40512412786483765,0.3011894226074219,0.6585937500000001
47,0.3798086643218994,0.3560851812362671,0.651171875
48,0.5026716589927673,0.20496442914009094,0.64375
49,0.3701907694339752,0.3444914221763611,0.636328125
50,0.3425541818141937,0.38420379161834717,0.62890625
51,0.406401127576828,0.33105528354644775,0.6214843750000001
52,0.3607174754142761,0.37065309286117554,0.6140625
53,0.38743430376052856,0.3254684507846832,0.606640625
54,0.3151281774044037,0.43947553634643555,0.59921875
55,0.33841776847839355,0.42006394267082214,0.591796875
56,0.3721105456352234,0.3789675831794739,0.5843750000000001
57,0.37598717212677,0.37048664689064026,0.576953125
58,0.3083069324493408,0.4791688919067383,0.56953125
59,0.3350311815738678,0.408128023147583,0.562109375
60,0.31429165601730347,0.45048004388809204,0.5546875
61,0.27462607622146606,0.5243774056434631,0.5472656250000001
62,0.3740927577018738,0.3528081774711609,0.53984375
63,0.28187716007232666,0.4839305281639099,0.532421875
64,0.24947886168956757,0.5392758846282959,0.525
65,0.2683461308479309,0.49739739298820496,0.517578125
66,0.26207178831100464,0.5523414611816406,0.5101562500000001
67,0.3219240605831146,0.4326137900352478,0.502734375
68,0.27624955773353577,0.4926868677139282,0.49531250000000004
69,0.19553837180137634,0.6252330541610718,0.487890625
70,0.27461686730384827,0.5315626263618469,0.48046875
71,0.2257349193096161,0.5895954370498657,0.473046875
72,0.23532022535800934,0.5634942650794983,0.46562500000000007
73,0.22711391746997833,0.5762897729873657,0.45820312500000004
74,0.21094894409179688,0.6149067878723145,0.45078125
75,0.17856788635253906,0.688077449798584,0.443359375
76,0.1942053735256195,0.6256676912307739,0.4359375
77,0.1518993377685547,0.7382798194885254,0.42851562500000007
78,0.17928263545036316,0.6571050882339478,0.42109375000000004
79,0.15818557143211365,0.6935124397277832,0.413671875
80,0.15677118301391602,0.7128701210021973,0.40625
81,0.12404856085777283,0.7779005765914917,0.398828125
82,0.1742161065340042,0.7438145875930786,0.39140625000000007
83,0.15763278305530548,0.7564888000488281,0.38398437500000004
84,0.12376180291175842,0.907415509223938,0.3765625
85,0.12999971210956573,0.7516262531280518,0.369140625
86,0.08509595692157745,0.9278141856193542,0.36171875
87,0.1397370994091034,0.8195335865020752,0.35429687500000007
88,0.1323573887348175,0.8515836596488953,0.34687500000000004
89,0.13715410232543945,0.8643315434455872,0.339453125
90,0.15256741642951965,0.7394543886184692,0.33203125
91,0.13620468974113464,0.7988580465316772,0.324609375
92,0.09018856287002563,0.928929328918457,0.31718750000000007
93,0.086217001080513,0.9055634140968323,0.30976562500000004
94,0.07619404792785645,0.904348611831665,0.30234375
95,0.1139056533575058,0.9580777287483215,0.294921875
96,0.09996601939201355,0.9850388765335083,0.2875000000000001
97,0.08531808853149414,1.0578982830047607,0.28007812500000007
98,0.08557574450969696,0.9070660471916199,0.27265625000000004
99,0.0754033550620079,0.8999605774879456,0.265234375
100,0.06910571455955505,0.942558765411377,0.2578125
101,0.6099897623062134,0.977639377117157,0.2503906250000001
102,0.6112308502197266,0.9822770953178406,0.24296875000000007
103,0.5885699987411499,0.9474303722381592,0.23554687500000004
104,0.5619919300079346,1.0493175983428955,0.22812500000000002
105,0.5969693660736084,1.033325433731079,0.220703125
106,0.5470378398895264,1.0653862953186035,0.2132812500000001
107,0.5357301235198975,1.1432557106018066,0.20585937500000007
108,0.5362094044685364,1.059356451034546,0.19843750000000004
109,0.5203805565834045,1.1388685703277588,0.19101562500000002
110,0.5295978784561157,1.1380624771118164,0.18359375
111,0.48905104398727417,1.1632329225540161,0.1761718750000001
112,0.4694366455078125,1.1069443225860596,0.16875000000000007
113,0.47758859395980835,1.169987678527832,0.16132812500000004
114,0.4631196856498718,1.1951172351837158,0.15390625000000002
115,0.4659922122955322,1.2990059852600098,0.146484375
116,0.4082401692867279,1.365904450416565,0.1390625000000001
117,0.4376141428947449,1.3249754905700684,0.13164062500000007
118,0.40626680850982666,1.2197834253311157,0.12421875000000004
119,0.42871367931365967,1.3253597021102905,0.11679687500000002
120,0.3891206383705139,1.3522553443908691,0.109375
121,0.35766899585723877,1.4418675899505615,0.10195312500000009
122,0.3426613211631775,1.4414315223693848,0.09453125000000007
123,0.38429558277130127,1.2885438203811646,0.08710937500000004
124,0.29958558082580566,1.3074355125427246,0.07968750000000002
125,0.3748118579387665,1.4816710948944092,0.072265625
126,0.4090668559074402,1.5049834251403809,0.06484375000000009
127,0.4124710261821747,1.459644079208374,0.05742187500000007
128,0.2854064702987671,1.5367182493209839,0.050000000000000044
129,0.25429385900497437,1.616058111190796,0.05
130,0.31678444147109985,1.4091891050338745,0.05
131,0.2599446177482605,1.6458873748779297,0.05
132,0.2754272222518921,1.6494477987289429,0.05
133,0.3273693323135376,1.5388621091842651,0.05
134,0.30408310890197754,1.7883766889572144,0.05
135,0.34184932708740234,1.5954114198684692,0.05
136,0.23648333549499512,1.7825169563293457,0.05
137,0.2566571533679962,1.726943850517273,0.05
138,0.18432821333408356,1.6675260066986084,0.05
139,0.2142154425382614,1.6989598274230957,0.05
140,0.10271050781011581,1.8343496322631836,0.05
141,0.27706584334373474,1.9673187732696533,0.05
142,0.20465916395187378,1.8339306116104126,0.05
143,0.16946791112422943,1.7948510646820068,0.05
144,0.22451475262641907,1.8438379764556885,0.05
145,0.15709981322288513,1.8873730897903442,0.05
146,0.24867130815982819,1.7935665845870972,0.05
147,0.07969937473535538,1.9381721019744873,0.05
148,0.1719285100698471,1.97687566280365,0.05
149,0.13776171207427979,1.8555049896240234,0.05
150,0.10763929039239883,1.9578831195831299,0.05
151,0.11564122885465622,1.9214541912078857,0.05
152,0.16594773530960083,1.9693105220794678,0.05
153,0.2223840057849884,2.0126333236694336,0.05
154,0.08752511441707611,2.014847755432129,0.05
155,0.15131443738937378,1.9651858806610107,0.05
156,0.12092161178588867,2.099299192428589,0.05
157,0.19384121894836426,2.0897977352142334,0.05
158,0.20525383949279785,2.103419542312622,0.05
159,0.03735962510108948,1.9028220176696777,0.05
160,0.14504960179328918,2.030463457107544,0.05
161,0.0853167474269867,1.9509938955307007,0.05
162,0.04791804403066635,1.8916347026824951,0.05
163,0.05711305886507034,1.9462976455688477,0.05
164,0.16592559218406677,2.0533344745635986,0.05
165,0.13007956743240356,2.011300802230835,0.05
166,0.12175853550434113,2.0409176349639893,0.05
167,0.0834633931517601,1.9809982776641846,0.05
168,0.17025116086006165,2.05936861038208,0.05
169,0.05443943664431572,1.9779136180877686,0.05
170,0.04680571332573891,1.9910602569580078,0.05
171,0.23006539046764374,2.0848569869995117,0.05
172,0.061615265905857086,2.0512309074401855,0.05
173,0.08523809164762497,2.034477710723877,0.05
174,0.07593882828950882,2.0392909049987793,0.05
175,0.12104789912700653,2.0642104148864746,0.05
176,0.12258301675319672,2.0142788887023926,0.05
177,0.11550769209861755,2.0734667778015137,0.05
178,0.06765914708375931,2.0168843269348145,0.05
179,0.08530690521001816,2.061014175415039,0.05
180,0.14356327056884766,2.120702028274536,0.05
181,0.04603261500597,2.07328724861145,0.05
182,0.10052302479743958,2.0480971336364746,0.05
183,0.10741961747407913,2.129032611846924,0.05
184,0.07791454344987869,2.02662992477417,0.05
185,0.05184025317430496,2.0230884552001953,0.05
186,0.1586168110370636,2.2228775024414062,0.05
187,0.15229618549346924,2.1132726669311523,0.05
188,0.14735285937786102,2.043548583984375,0.05
189,0.11837315559387207,2.0677266120910645,0.05
190,0.02498643286526203,2.0715980529785156,0.05
191,0.06243903934955597,2.0786280632019043,0.05
192,0.12261437624692917,2.107754945755005,0.05
193,0.1424422562122345,2.1104116439819336,0.05
194,0.01801307499408722,2.0434579849243164,0.05
195,0.06444282829761505,2.0981078147888184,0.05
196,0.06848006695508957,2.040201425552368,0.05
197,0.04055534303188324,2.0561139583587646,0.05
198,0.11235526204109192,2.0559916496276855,0.05
199,0.13966524600982666,2.1012461185455322,0.05
200,0.016527671366930008,2.05672550201416,0.05
201,0.6227608919143677,2.031372547149658,0.05
202,0.5999928116798401,2.031120777130127,0.05
203,0.5624350309371948,2.094992160797119,0.05
204,0.5877017974853516,2.099167585372925,0.05
205,0.6124399900436401,2.1243321895599365,0.05
206,0.5423316955566406,2.1577367782592773,0.05
207,0.5702943801879883,2.088601589202881,0.05
208,0.6091550588607788,2.1709866523742676,0.05
209,0.5244632959365845,2.1614694595336914,0.05
210,0.5502771139144897,2.1277596950531006,0.05
211,0.5636647939682007,2.254741668701172,0.05
212,0.4821743965148926,2.2777740955352783,0.05
213,0.5230436325073242,2.2277121543884277,0.05
214,0.42552489042282104,2.2186970710754395,0.05
215,0.41010725498199463,2.2506866455078125,0.05
216,0.4368465542793274,2.3923707008361816,0.05
217,0.3695838451385498,2.445863723754883,0.05
218,0.40403759479522705,2.350071907043457,0.05
219,0.4186702370643616,2.4190104007720947,0.05
220,0.4371434450149536,2.4641542434692383,0.05
221,0.34240710735321045,2.4533610343933105,0.05
222,0.39820703864097595,2.4936087131500244,0.05
223,0.3470248579978943,2.5200247764587402,0.05
224,0.2411220222711563,2.5411477088928223,0.05
225,0.45607811212539673,2.7250490188598633,0.05
226,0.2956528663635254,2.5630602836608887,0.05
227,0.20580875873565674,2.664155960083008,0.05
228,0.3050476908683777,2.8834333419799805,0.05
229,0.19642911851406097,2.6231746673583984,0.05
230,0.2770361304283142,2.702296733856201,0.05
231,0.17749905586242676,2.8791604042053223,0.05
232,0.1949339359998703,2.8506383895874023,0.05
233,0.2474876046180725,2.7729604244232178,0.05
234,0.18078891932964325,2.825007438659668,0.05
235,0.29256826639175415,2.9428582191467285,0.05
236,0.5295374989509583,3.0129752159118652,0.05
237,0.176457941532135,3.0181429386138916,0.05
238,0.218224436044693,2.99017333984375,0.05
239,0.2827173173427582,3.090374231338501,0.05
240,0.3028199374675751,3.060162305831909,0.05
241,0.5113635063171387,2.9953012466430664,0.05
242,0.11012597382068634,2.9536008834838867,0.05
243,0.14770039916038513,2.9199650287628174,0.05
244,0.22162967920303345,3.042649507522583,0.05
245,0.3947264850139618,2.9565610885620117,0.05
246,0.14096368849277496,3.0548369884490967,0.05
247,0.16724377870559692,3.065049171447754,0.05
248,0.3279862403869629,3.0207130908966064,0.05
249,0.15765637159347534,2.9816246032714844,0.05
250,0.32011812925338745,3.0221052169799805,0.05
251,0.028064290061593056,2.9502079486846924,0.05
252,0.07168014347553253,3.027726173400879,0.05
253,0.1866099238395691,2.97544002532959,0.05
254,0.14272552728652954,2.978823661804199,0.05
255,0.12239735573530197,2.9126667976379395,0.05
