global_step,episode,episode_return,episode_length,loss,actor_type,case_entries,cases_pruned,cases_replaced,actor_cases_pruned,actor_cases_replaced,critic_cases_pruned,critic_cases_replaced,critic_label_updates,critic_label_update_samples,exploration_epsilon,behavior_epsilon,policy_ready,action_probs,behavior_action_probs,action_counts,bias_min,bias_mean,bias_max
17,1,17.0,17,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.5480824708938599, 0.4519175589084625]","[0.5480824708938599, 0.4519175589084625]",,,,
31,2,14.0,14,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.5146092772483826, 0.48539066314697266]","[0.5146092772483826, 0.48539066314697266]",,,,
41,3,10.0,10,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.5190675854682922, 0.48093241453170776]","[0.5190675854682922, 0.48093241453170776]",,,,
123,4,82.0,82,148.0658721923828,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.5082289576530457, 0.49177101254463196]","[0.5082289576530457, 0.49177101254463196]",,,,
137,5,14.0,14,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.5565323233604431, 0.4434677064418793]","[0.5565323233604431, 0.4434677064418793]",,,,
166,6,29.0,29,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.5412617325782776, 0.4587382674217224]","[0.5412617325782776, 0.4587382674217224]",,,,
211,7,45.0,45,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.49713337421417236, 0.5028665661811829]","[0.49713337421417236, 0.5028665661811829]",,,,
233,8,22.0,22,51.55907440185547,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.5326639413833618, 0.46733608841896057]","[0.5326639413833618, 0.46733608841896057]",,,,
257,9,24.0,24,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.49016448855400085, 0.5098354816436768]","[0.49016448855400085, 0.5098354816436768]",,,,
275,10,18.0,18,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.5550884008407593, 0.4449115991592407]","[0.5550884008407593, 0.4449115991592407]",,,,
306,11,31.0,31,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.4818536341190338, 0.5181463360786438]","[0.4818536341190338, 0.5181463360786438]",,,,
321,12,15.0,15,22.509990692138672,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.48452574014663696, 0.5154742002487183]","[0.48452574014663696, 0.5154742002487183]",,,,
342,13,21.0,21,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.44986578822135925, 0.5501341819763184]","[0.44986578822135925, 0.5501341819763184]",,,,
365,14,23.0,23,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.46906372904777527, 0.5309362411499023]","[0.46906372904777527, 0.5309362411499023]",,,,
402,15,37.0,37,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.552541971206665, 0.44745802879333496]","[0.552541971206665, 0.44745802879333496]",,,,
419,16,17.0,17,29.86504364013672,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.4776577949523926, 0.5223422050476074]","[0.4776577949523926, 0.5223422050476074]",,,,
482,17,63.0,63,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.444507896900177, 0.5554920434951782]","[0.444507896900177, 0.5554920434951782]",,,,
530,18,48.0,48,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.45454543828964233, 0.5454545617103577]","[0.45454543828964233, 0.5454545617103577]",,,,
541,19,11.0,11,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.590276300907135, 0.4097237288951874]","[0.590276300907135, 0.4097237288951874]",,,,
601,20,60.0,60,69.31359100341797,mlp,,122,0,0,0,122,0,0,0,0.0,0.0,True,"[0.45438316464424133, 0.545616865158081]","[0.45438316464424133, 0.545616865158081]",,,,
615,21,14.0,14,,mlp,,122,0,0,0,122,0,0,0,0.0,0.0,True,"[0.4253300428390503, 0.5746699571609497]","[0.4253300428390503, 0.5746699571609497]",,,,
642,22,27.0,27,,mlp,,122,0,0,0,122,0,0,0,0.0,0.0,True,"[0.47257617115974426, 0.5274237990379333]","[0.47257617115974426, 0.5274237990379333]",,,,
683,23,41.0,41,,mlp,,122,0,0,0,122,0,0,0,0.0,0.0,True,"[0.5503647923469543, 0.44963520765304565]","[0.5503647923469543, 0.44963520765304565]",,,,
714,24,31.0,31,31.134746551513672,mlp,,216,0,0,0,216,0,0,0,0.0,0.0,True,"[0.4502463638782501, 0.5497536659240723]","[0.4502463638782501, 0.5497536659240723]",,,,
741,25,27.0,27,,mlp,,216,0,0,0,216,0,0,0,0.0,0.0,True,"[0.5522239208221436, 0.4477761387825012]","[0.5522239208221436, 0.4477761387825012]",,,,
753,26,12.0,12,,mlp,,216,0,0,0,216,0,0,0,0.0,0.0,True,"[0.6000898480415344, 0.39991018176078796]","[0.6000898480415344, 0.39991018176078796]",,,,
