global_step,case_store,source,cases_pruned,cases_replaced,case_entries,action_counts,bias_min,bias_mean,bias_max
1009,critic,capacity_insert,50,0,959,,-0.0022948102559894323,0.00021022965665906668,0.004503803793340921
1009,actor,scheduled_batch_boundary,26,0,477,"[248, 229]",-0.002811453305184841,3.0239289117162116e-05,0.004983108025044203
1009,critic,scheduled_batch_boundary,48,0,911,,-0.0016305200988426805,0.00032261654268950224,0.004503803793340921
1188,critic,capacity_insert,100,0,990,,-0.0010558984940871596,0.00047118947259150445,0.0048758722841739655
1264,critic,capacity_insert,100,0,966,,-0.0006432793452404439,0.0005886005237698555,0.004375874064862728
1366,critic,capacity_insert,100,0,968,,-0.000499999150633812,0.0006638698396272957,0.004875865764915943
1436,critic,capacity_insert,49,0,989,,-0.0004999979864805937,0.0006898915744386613,0.004875865764915943
1519,critic,capacity_insert,97,0,975,,-0.0004321033484302461,0.0007561895181424916,0.005201071035116911
1634,critic,capacity_insert,93,0,997,,-0.0004341804888099432,0.0007928332197479904,0.005684086121618748
1713,critic,capacity_insert,100,0,976,,-9.998003952205181e-05,0.0008545290329493582,0.005684086121618748
1801,critic,capacity_insert,99,0,965,,0.0,0.0009036818519234657,0.006184086203575134
1873,critic,capacity_insert,50,0,987,,-0.0003720712848007679,0.0009032399975694716,0.006201070733368397
1962,critic,capacity_insert,73,3,1000,,0.0,0.0009265111875720322,0.005701084155589342
2116,actor,capacity_insert,50,0,994,"[495, 499]",-0.003407541196793318,0.0002994051028508693,0.007399471942335367
2116,critic,capacity_insert,112,42,1000,,0.0,0.0009555650758557022,0.005701084155589342
2116,actor,scheduled_batch_boundary,50,0,944,"[466, 478]",-0.0024850580375641584,0.0004679239937104285,0.007399471942335367
2200,critic,capacity_insert,67,17,1000,,0.0,0.0009813392534852028,0.005701084155589342
2313,actor,capacity_insert,50,0,994,"[490, 504]",-0.001956268446519971,0.0005738222971558571,0.007265553809702396
2313,critic,capacity_insert,84,29,1000,,0.0,0.0010078781051561236,0.005540432408452034
2436,actor,capacity_insert,100,0,969,"[484, 485]",-0.0011429406004026532,0.0007830554968677461,0.007201782427728176
2436,critic,capacity_insert,77,46,1000,,0.0,0.0010350297670811415,0.005540432408452034
2501,critic,capacity_insert,65,0,1000,,0.0,0.0010667393216863275,0.005483509041368961
2644,actor,capacity_insert,100,0,983,"[509, 474]",-0.0008645321941003203,0.0008986457251012325,0.007641785312443972
2644,critic,capacity_insert,100,43,1000,,0.0,0.0010955000761896372,0.005391876213252544
2710,critic,capacity_insert,54,12,1000,,0.0,0.0011259426828473806,0.005891875363886356
2816,actor,capacity_insert,100,0,968,"[497, 471]",-0.0007298890268430114,0.001023062039166689,0.008182703517377377
2816,critic,capacity_insert,82,24,1000,,0.0,0.0011544257868081331,0.00539187528192997
2889,critic,capacity_insert,43,30,1000,,0.0,0.0011937111848965287,0.005891875363886356
3036,actor,capacity_insert,100,0,987,"[507, 480]",-0.00041061703814193606,0.001113478560000658,0.009013337083160877
3036,critic,capacity_insert,102,45,1000,,0.0,0.0012282165698707104,0.005891875363886356
3036,actor,scheduled_batch_boundary,50,0,937,"[481, 456]",-0.000363715662388131,0.0011927863815799356,0.009013337083160877
3170,actor,capacity_insert,50,0,969,"[497, 472]",-0.00035330464015714824,0.0011794251622632146,0.008932664059102535
3170,critic,capacity_insert,53,81,1000,,0.0,0.0012553289998322725,0.005483508575707674
3264,actor,capacity_insert,50,0,960,"[495, 465]",-0.000349632027791813,0.0012192559661343694,0.009432487189769745
3264,critic,capacity_insert,58,36,1000,,0.0,0.001286655431613326,0.005499983672052622
3385,actor,capacity_insert,50,0,981,"[507, 474]",-0.00027518364368006587,0.0012392718344926834,0.009931886568665504
3385,critic,capacity_insert,53,68,1000,,0.0,0.0012982005719095469,0.005969374440610409
3497,actor,capacity_insert,100,0,951,"[494, 457]",-1.928927133576508e-07,0.001327137229964137,0.010431425645947456
3497,critic,capacity_insert,47,65,1000,,0.0,0.0013312306255102158,0.005499983672052622
3559,critic,capacity_insert,47,15,1000,,0.0,0.0013597309589385986,0.005969375371932983
3669,actor,capacity_insert,50,0,984,"[506, 478]",-0.0003716119099408388,0.001318729599006474,0.01141740009188652
3669,critic,capacity_insert,78,32,1000,,0.0,0.0013973971363157034,0.006469374522566795
3773,actor,capacity_insert,50,0,981,"[508, 473]",-0.0003660971124190837,0.0013526828261092305,0.011323223821818829
3773,critic,capacity_insert,76,28,1000,,0.0,0.0014225594932213426,0.006469374522566795
3862,actor,capacity_insert,50,0,964,"[503, 461]",-0.0001317077549174428,0.0014133426593616605,0.011822338216006756
3862,critic,capacity_insert,42,47,1000,,0.0,0.0014412803575396538,0.006469374522566795
3957,critic,capacity_insert,41,54,1000,,0.0,0.0014681959291920066,0.006469374522566795
4035,actor,capacity_insert,50,0,978,"[512, 466]",-0.00037138041807338595,0.0014379823114722967,0.012657218612730503
4035,critic,capacity_insert,57,21,1000,,0.0,0.0014846158446744084,0.006969374138861895
4035,actor,scheduled_batch_boundary,44,0,934,"[495, 439]",0.0,0.0015136066358536482,0.012657218612730503
4120,critic,capacity_insert,69,16,1000,,0.0,0.0015075727133080363,0.006983503233641386
4191,critic,capacity_insert,52,19,1000,,0.0,0.0015280721709132195,0.007167778443545103
4276,actor,capacity_insert,50,0,979,"[504, 475]",-0.0005232492694631219,0.0015420683193951845,0.012343364767730236
4276,critic,capacity_insert,47,38,1000,,0.0,0.0015533706173300743,0.007167778443545103
4333,critic,capacity_insert,26,31,1000,,0.0,0.001565370475873351,0.007483502849936485
4387,critic,capacity_insert,48,6,1000,,0.0,0.0016008709790185094,0.007483502849936485
4488,actor,capacity_insert,100,0,953,"[480, 473]",-4.157064176979475e-05,0.0016651639016345143,0.013539762236177921
4488,critic,capacity_insert,64,37,1000,,0.0,0.0016496978932991624,0.007483502849936485
4611,actor,capacity_insert,42,0,996,"[498, 498]",0.0,0.0016391746466979384,0.013429124839603901
4611,critic,capacity_insert,60,63,1000,,0.0,0.0016536354087293148,0.006983502767980099
4720,actor,capacity_insert,53,8,1000,"[503, 497]",0.0,0.0016680522821843624,0.012931258417665958
4720,critic,capacity_insert,64,45,1000,,0.0,0.0016779002035036683,0.007226882968097925
4846,actor,capacity_insert,52,24,1000,"[498, 502]",0.0,0.00168155028950423,0.012431837618350983
4846,critic,capacity_insert,58,68,1000,,0.0,0.0017003813991323113,0.007726882118731737
4968,actor,capacity_insert,43,33,1000,"[499, 501]",0.0,0.0017126150196418166,0.012332274578511715
4968,critic,capacity_insert,43,79,1000,,0.0,0.0016929499106481671,0.008123445324599743
5103,actor,capacity_insert,45,39,1000,"[497, 503]",0.0,0.0017373398877680302,0.012233351357281208
5103,critic,capacity_insert,61,74,1000,,0.0,0.0017167150508612394,0.008123445324599743
5175,actor,capacity_insert,24,6,1000,"[494, 506]",0.0,0.001739534898661077,0.011733612045645714
5175,critic,capacity_insert,16,56,1000,,0.0,0.001706853392533958,0.007726882118731737
5304,actor,capacity_insert,62,26,1000,"[486, 514]",0.0,0.0017468008445575833,0.011233827099204063
5304,critic,capacity_insert,65,64,1000,,0.0,0.001741368672810495,0.008226881735026836
5444,actor,capacity_insert,40,57,1000,"[488, 512]",0.0,0.0017535110237076879,0.010734321549534798
5444,critic,capacity_insert,56,84,1000,,0.0,0.001751562231220305,0.008726881816983223
5536,actor,capacity_insert,38,0,1000,"[493, 507]",0.0,0.0017711323453113437,0.010645950213074684
5536,critic,capacity_insert,50,42,1000,,0.0,0.0017680797027423978,0.008726881816983223
5645,actor,capacity_insert,42,12,1000,"[489, 511]",0.0,0.0017884548287838697,0.010687215253710747
5645,critic,capacity_insert,52,57,1000,,0.0,0.0017976477975025773,0.00922688189893961
5765,actor,capacity_insert,34,37,1000,"[486, 514]",0.0,0.0018045190954580903,0.010599163360893726
5765,critic,capacity_insert,47,73,1000,,0.0,0.0018293693428859115,0.009726880118250847
5856,actor,capacity_insert,44,0,994,"[477, 517]",0.0,0.0018413882935419679,0.010511710308492184
5856,critic,capacity_insert,44,47,1000,,0.0,0.0018540270393714309,0.010226880200207233
5954,actor,capacity_insert,37,3,1000,"[486, 514]",0.0,0.0018522014142945409,0.010929521173238754
5954,critic,capacity_insert,51,47,1000,,0.0,0.001874028006568551,0.010226880200207233
6033,actor,capacity_insert,28,11,1000,"[484, 516]",0.0,0.0018595830770209432,0.011426808312535286
6033,critic,capacity_insert,36,43,1000,,0.0,0.0019070265116170049,0.010226880200207233
6122,actor,capacity_insert,25,17,1000,"[486, 514]",0.0,0.0018614173168316483,0.010926889255642891
6122,critic,capacity_insert,53,36,1000,,0.0,0.001944026444107294,0.010226880200207233
6195,actor,capacity_insert,33,0,987,"[484, 503]",0.0,0.0019006902584806085,0.01083721686154604
6195,critic,capacity_insert,31,42,1000,,0.0,0.001975240185856819,0.010226880200207233
6280,actor,capacity_insert,26,0,996,"[489, 507]",0.0,0.0019001801265403628,0.01074718777090311
6280,critic,capacity_insert,30,55,1000,,0.0,0.0019927406683564186,0.009726880118250847
6432,actor,capacity_insert,34,67,1000,"[486, 514]",0.0,0.0018941427115350962,0.010658437386155128
6432,critic,capacity_insert,41,111,1000,,0.0,0.002014548983424902,0.009726880118250847
6505,actor,capacity_insert,19,9,1000,"[489, 511]",0.0,0.0019121752120554447,0.01072286069393158
6505,critic,capacity_insert,35,37,1000,,0.0,0.0020372001454234123,0.010226880200207233
6631,actor,capacity_insert,38,46,1000,"[494, 506]",0.0,0.0019354375544935465,0.010226242244243622
6631,critic,capacity_insert,55,71,1000,,0.0,0.002041200175881386,0.010726879350841045
6717,actor,capacity_insert,29,7,1000,"[488, 512]",0.0,0.0019356680568307638,0.01014134380966425
6717,critic,capacity_insert,29,57,1000,,0.0,0.002043199958279729,0.010726879350841045
6810,actor,capacity_insert,50,0,999,"[486, 513]",0.0,0.0019496140303090215,0.01064105425029993
6810,critic,capacity_insert,51,42,1000,,0.0,0.0020787869580090046,0.010226880200207233
6907,actor,capacity_insert,24,30,1000,"[488, 512]",0.0,0.0019613956101238728,0.010553243570029736
6907,critic,capacity_insert,42,55,1000,,0.0,0.0020942154806107283,0.0103966249153018
6986,actor,capacity_insert,33,0,997,"[486, 511]",0.0,0.0019779843278229237,0.011053080670535564
6986,critic,capacity_insert,48,31,1000,,0.0,0.0021206645760685205,0.0103966249153018
7066,actor,capacity_insert,20,11,1000,"[482, 518]",0.0,0.0019922805950045586,0.011399338021874428
7066,critic,capacity_insert,41,39,1000,,0.0,0.0021516643464565277,0.010896624997258186
7164,actor,capacity_insert,37,3,1000,"[488, 512]",0.0,0.0020076720975339413,0.01130650844424963
7164,critic,capacity_insert,41,57,1000,,0.0,0.002164172474294901,0.010896624997258186
7309,actor,capacity_insert,39,52,1000,"[483, 517]",0.0,0.002058961195871234,0.01180642656981945
7309,critic,capacity_insert,45,100,1000,,0.0,0.0022021301556378603,0.011396625079214573
7411,actor,capacity_insert,29,29,1000,"[478, 522]",0.0,0.0020786456298083067,0.011710915714502335
7411,critic,capacity_insert,42,60,1000,,0.0,0.002195677487179637,0.011896582320332527
7551,actor,capacity_insert,41,59,1000,"[478, 522]",0.0,0.0021036278922110796,0.01161603070795536
7551,critic,capacity_insert,47,93,1000,,0.0,0.0022000137250870466,0.012396582402288914
7607,actor,capacity_insert,22,0,986,"[471, 515]",0.0,0.0021366707514971495,0.011521769687533379
7607,critic,capacity_insert,20,36,1000,,0.0,0.002222720766440034,0.012396582402288914
7691,actor,capacity_insert,26,0,999,"[473, 526]",0.0,0.002102677710354328,0.011427052319049835
7691,critic,capacity_insert,41,43,1000,,0.0,0.0022297219838947058,0.011896582320332527
7785,actor,capacity_insert,38,1,1000,"[478, 522]",0.0,0.002112981863319874,0.01133396290242672
7785,critic,capacity_insert,40,54,1000,,0.0,0.0022512220311909914,0.011396583169698715
7881,actor,capacity_insert,25,29,1000,"[478, 522]",0.0,0.0021269347053021193,0.011241567321121693
7881,critic,capacity_insert,49,47,1000,,0.0,0.002260678680613637,0.011500000953674316
7991,actor,capacity_insert,35,32,1000,"[485, 515]",0.0,0.002118805656209588,0.011149786412715912
7991,critic,capacity_insert,35,75,1000,,0.0,0.002270178170874715,0.012000001035630703
8089,actor,capacity_insert,26,21,1000,"[487, 513]",0.0,0.002112114569172263,0.011058618314564228
8089,critic,capacity_insert,22,76,1000,,0.0,0.002296182792633772,0.01250000111758709
8202,actor,capacity_insert,37,28,1000,"[483, 517]",0.0,0.0021349037997424603,0.010968061164021492
8202,critic,capacity_insert,53,60,1000,,0.0,0.002312682569026947,0.013000001199543476
8282,actor,capacity_insert,15,13,1000,"[490, 510]",0.0,0.0021188168320804834,0.010865083895623684
8282,critic,capacity_insert,25,55,1000,,0.0,0.0023376832250505686,0.013500001281499863
8421,actor,capacity_insert,28,73,1000,"[491, 509]",0.0,0.0021708314307034016,0.011363539844751358
8421,critic,capacity_insert,55,84,1000,,0.0,0.0023436457850039005,0.01400000136345625
8591,actor,capacity_insert,28,106,1000,"[488, 512]",0.0,0.002187784994021058,0.011270947754383087
8591,critic,capacity_insert,34,136,1000,,0.0,0.0023536430671811104,0.014500000514090061
8698,actor,capacity_insert,19,35,1000,"[491, 509]",0.0,0.002184564247727394,0.011178971268236637
8698,critic,capacity_insert,33,73,1000,,0.0,0.0023864852264523506,0.014396581798791885
8802,actor,capacity_insert,29,29,1000,"[495, 505]",0.0,0.0022024039644747972,0.011087608523666859
8802,critic,capacity_insert,50,54,1000,,0.0,0.002409772016108036,0.014396581798791885
8920,actor,capacity_insert,24,44,1000,"[501, 499]",0.0,0.002190265106037259,0.010996856726706028
8920,critic,capacity_insert,25,93,1000,,0.0,0.00242627109400928,0.014396581798791885
9025,actor,capacity_insert,12,54,1000,"[495, 505]",0.0,0.002177224960178137,0.010906714014708996
9025,critic,capacity_insert,39,66,1000,,0.0,0.0024517658166587353,0.014499999582767487
9118,actor,capacity_insert,15,29,1000,"[493, 507]",0.0,0.0021806040313094854,0.010817177593708038
9118,critic,capacity_insert,35,58,1000,,0.0,0.0024767867289483547,0.014499999582767487
9208,actor,capacity_insert,28,18,1000,"[496, 504]",0.0,0.002179829403758049,0.010728245601058006
9208,critic,capacity_insert,21,69,1000,,0.0,0.0025067883543670177,0.014396581798791885
9284,actor,capacity_insert,9,16,1000,"[492, 508]",0.0,0.0021633203141391277,0.010639915242791176
