global_step,episode,episode_return,episode_length,epsilon,loss,mean_q_value
500,1,-500.0,500,0.9936793333333334,,
1000,2,-500.0,500,0.987346,0.4492466151714325,-0.0819498673081398
1500,3,-500.0,500,0.9810126666666666,0.00016514933668076992,-2.1015264987945557
2000,4,-500.0,500,0.9746793333333333,0.0006053451797924936,-4.040956974029541
2500,5,-500.0,500,0.968346,0.00069859076756984,-5.9252729415893555
3000,6,-500.0,500,0.9620126666666666,0.0010242817224934697,-7.760268211364746
3500,7,-500.0,500,0.9556793333333333,0.0007915376336313784,-9.599102973937988
4000,8,-500.0,500,0.949346,0.0009667787235230207,-11.381726264953613
4253,9,-252.0,253,0.9461413333333333,0.3094906210899353,-12.318861961364746
4753,10,-500.0,500,0.939808,0.300165593624115,-13.98849105834961
5253,11,-500.0,500,0.9334746666666667,0.2965811491012573,-15.618919372558594
5753,12,-500.0,500,0.9271413333333334,0.3272398114204407,-17.12261199951172
6253,13,-500.0,500,0.920808,0.25863116979599,-18.791351318359375
6753,14,-500.0,500,0.9144746666666667,0.2664969563484192,-20.2276611328125
7253,15,-500.0,500,0.9081413333333334,0.27272266149520874,-21.77813720703125
7753,16,-500.0,500,0.9018079999999999,0.22225454449653625,-23.299179077148438
8253,17,-500.0,500,0.8954746666666666,0.21657158434391022,-24.731311798095703
8596,18,-342.0,343,0.89113,0.003954887855798006,-26.0687255859375
8989,19,-392.0,393,0.886152,0.005481920205056667,-26.888641357421875
9489,20,-500.0,500,0.8798186666666666,0.0056363060139119625,-28.125865936279297
9939,21,-449.0,450,0.8741186666666667,0.00734319444745779,-29.379173278808594
10439,22,-500.0,500,0.8677853333333333,0.008813457563519478,-30.53411102294922
10728,23,-288.0,289,0.8641246666666667,0.012730428948998451,-31.00677490234375
11228,24,-500.0,500,0.8577913333333334,0.006177904549986124,-32.405391693115234
11702,25,-473.0,474,0.8517873333333333,0.006861821748316288,-33.39512634277344
12087,26,-384.0,385,0.8469106666666667,0.23983381688594818,-34.48443603515625
12522,27,-434.0,435,0.8414006666666667,0.012452997267246246,-35.511505126953125
12914,28,-391.0,392,0.8364353333333333,0.012353533878922462,-36.057098388671875
13272,29,-357.0,358,0.8319006666666666,0.014604749158024788,-37.09878921508789
13722,30,-449.0,450,0.8262006666666667,0.019654955714941025,-37.2906608581543
14222,31,-500.0,500,0.8198673333333333,0.020395182073116302,-38.33832550048828
14722,32,-500.0,500,0.813534,0.013364658690989017,-39.56830596923828
15222,33,-500.0,500,0.8072006666666667,0.008969982154667377,-40.67738342285156
15722,34,-500.0,500,0.8008673333333334,0.016651837155222893,-41.55844497680664
16163,35,-440.0,441,0.7952813333333333,0.24612349271774292,-42.605804443359375
16393,36,-229.0,230,0.792368,0.013317386619746685,-43.08427429199219
16675,37,-281.0,282,0.788796,0.01582825556397438,-43.334434509277344
17052,38,-376.0,377,0.7840206666666667,0.01751701906323433,-44.409706115722656
17458,39,-405.0,406,0.778878,0.018138598650693893,-44.91295623779297
17937,40,-478.0,479,0.7728106666666666,0.6188005805015564,-45.39041519165039
18176,41,-238.0,239,0.7697833333333333,0.02666296623647213,-46.073509216308594
18516,42,-339.0,340,0.7654766666666667,0.05530809611082077,-46.93115997314453
18762,43,-245.0,246,0.7623606666666667,0.037646323442459106,-47.35228729248047
19022,44,-259.0,260,0.7590673333333333,0.03351811692118645,-47.966705322265625
19402,45,-379.0,380,0.754254,0.043413691222667694,-47.84954071044922
19783,46,-380.0,381,0.749428,0.03409168869256973,-48.25617599487305
20006,47,-222.0,223,0.7466033333333333,0.05956157296895981,-49.26747131347656
20289,48,-282.0,283,0.7430186666666667,0.30811387300491333,-49.493953704833984
20647,49,-357.0,358,0.7384839999999999,0.03442074730992317,-49.61070251464844
20973,50,-325.0,326,0.7343546666666667,0.03952597454190254,-49.99832534790039
21133,51,-159.0,160,0.732328,0.0409248024225235,-50.59364318847656
21470,52,-336.0,337,0.7280593333333334,0.04088882729411125,-50.240447998046875
21798,53,-327.0,328,0.7239046666666666,0.055647432804107666,-51.08694839477539
22054,54,-255.0,256,0.720662,0.3724594712257385,-51.162559509277344
22264,55,-209.0,210,0.718002,0.3974224627017975,-51.178611755371094
22482,56,-217.0,218,0.7152406666666666,0.34165382385253906,-51.70474624633789
22673,57,-190.0,191,0.7128213333333333,0.37385743856430054,-52.20512390136719
22976,58,-302.0,303,0.7089833333333333,0.02925349771976471,-52.36236572265625
23256,59,-279.0,280,0.7054366666666667,0.07375994324684143,-53.20818328857422
23493,60,-236.0,237,0.7024346666666667,0.05579039454460144,-52.49994659423828
23900,61,-406.0,407,0.6972793333333334,0.05647579953074455,-53.35767364501953
24129,62,-228.0,229,0.6943786666666667,0.06943406909704208,-53.3178825378418
24379,63,-249.0,250,0.6912119999999999,0.053244538605213165,-53.62554168701172
24746,64,-366.0,367,0.6865633333333333,0.32451754808425903,-54.297828674316406
24969,65,-222.0,223,0.6837386666666667,0.0911722183227539,-53.81610870361328
25196,66,-226.0,227,0.6808633333333334,0.10329759120941162,-54.38707733154297
25523,67,-326.0,327,0.6767213333333333,0.38439422845840454,-54.018131256103516
25773,68,-249.0,250,0.6735546666666667,0.09270818531513214,-53.90846252441406
25975,69,-201.0,202,0.6709959999999999,0.38359689712524414,-54.35614776611328
26154,70,-178.0,179,0.6687286666666666,0.3612438142299652,-55.44894790649414
26318,71,-163.0,164,0.6666513333333333,0.1157221719622612,-55.26470947265625
26506,72,-187.0,188,0.6642699999999999,0.49808722734451294,-54.71895980834961
27006,73,-500.0,500,0.6579366666666666,0.07660803198814392,-55.602657318115234
27228,74,-221.0,222,0.6551246666666667,0.06607826799154282,-54.88912582397461
27364,75,-135.0,136,0.653402,0.08320246636867523,-54.78776550292969
27572,76,-207.0,208,0.6507673333333333,0.08797004073858261,-54.80263137817383
27800,77,-227.0,228,0.6478793333333333,0.3539329767227173,-54.99182891845703
27979,78,-178.0,179,0.6456120000000001,0.36421501636505127,-56.065269470214844
28173,79,-193.0,194,0.6431546666666667,0.1002475768327713,-55.78446578979492
28416,80,-242.0,243,0.6400766666666666,0.34231865406036377,-55.776119232177734
28605,81,-188.0,189,0.6376826666666666,0.1384398341178894,-54.89801025390625
28786,82,-180.0,181,0.63539,0.1833612620830536,-55.71950149536133
28984,83,-197.0,198,0.632882,0.08039753139019012,-56.757904052734375
29225,84,-240.0,241,0.6298293333333334,0.07756508141756058,-56.11208724975586
29400,85,-174.0,175,0.6276126666666666,0.09210842102766037,-55.76963806152344
29624,86,-223.0,224,0.6247753333333333,0.13714063167572021,-56.25244140625
29822,87,-197.0,198,0.6222673333333333,0.14402912557125092,-56.399070739746094
30002,88,-179.0,180,0.6199873333333333,0.22829291224479675,-55.6667594909668
30247,89,-244.0,245,0.616884,0.41970252990722656,-55.211395263671875
30375,90,-127.0,128,0.6152626666666667,0.15058037638664246,-56.95497512817383
30552,91,-176.0,177,0.6130206666666667,0.4361201524734497,-55.38871765136719
30728,92,-175.0,176,0.6107913333333334,0.49450427293777466,-55.46958541870117
30886,93,-157.0,158,0.6087899999999999,0.10673949122428894,-56.21665954589844
31386,94,-500.0,500,0.6024566666666666,0.7354667782783508,-56.05705261230469
31641,95,-254.0,255,0.5992266666666667,0.5091057419776917,-55.179443359375
31871,96,-229.0,230,0.5963133333333333,0.3185785412788391,-54.816184997558594
32117,97,-245.0,246,0.5931973333333334,0.1432911455631256,-54.779380798339844
32262,98,-144.0,145,0.5913606666666666,0.30265671014785767,-56.855201721191406
32635,99,-372.0,373,0.5866359999999999,0.2633807063102722,-52.271148681640625
32795,100,-159.0,160,0.5846093333333333,0.5489317178726196,-53.30833435058594
33029,101,-233.0,234,0.5816453333333333,0.2998487651348114,-52.24360275268555
33222,102,-192.0,193,0.5792006666666667,0.2817800045013428,-50.9895133972168
33401,103,-178.0,179,0.5769333333333333,0.6117712259292603,-50.90625762939453
33594,104,-192.0,193,0.5744886666666666,0.30132541060447693,-54.97074890136719
33758,105,-163.0,164,0.5724113333333334,0.3099924325942993,-53.618289947509766
34017,106,-258.0,259,0.5691306666666667,0.28356021642684937,-54.563026428222656
34252,107,-234.0,235,0.566154,0.3163943588733673,-54.8213996887207
34386,108,-133.0,134,0.5644566666666666,0.2681819796562195,-51.9849853515625
34551,109,-164.0,165,0.5623666666666667,0.3863055408000946,-51.98185729980469
34750,110,-198.0,199,0.5598460000000001,0.289075642824173,-52.6378288269043
34976,111,-225.0,226,0.5569833333333334,0.2737094461917877,-52.717552185058594
35090,112,-113.0,114,0.5555393333333334,0.5712135434150696,-51.04173278808594
35241,113,-150.0,151,0.5536266666666667,0.2572537958621979,-50.22294616699219
35427,114,-185.0,186,0.5512706666666667,0.4856007993221283,-51.904754638671875
35697,115,-269.0,270,0.5478506666666667,0.4665539264678955,-50.80698013305664
35878,116,-180.0,181,0.545558,0.6411491632461548,-51.0386962890625
35997,117,-118.0,119,0.5440506666666667,0.2935909628868103,-53.093902587890625
36127,118,-129.0,130,0.542404,0.5893017649650574,-52.304439544677734
36422,119,-294.0,295,0.5386673333333334,0.33457475900650024,-52.11991882324219
36563,120,-140.0,141,0.5368813333333333,0.3625848889350891,-51.684288024902344
36732,121,-168.0,169,0.5347406666666666,0.46367719769477844,-52.167625427246094
36851,122,-118.0,119,0.5332333333333333,0.32269835472106934,-50.98712921142578
37079,123,-227.0,228,0.5303453333333333,0.7697591185569763,-50.419334411621094
37238,124,-158.0,159,0.5283313333333333,0.5715404748916626,-52.11681365966797
37386,125,-147.0,148,0.5264566666666667,0.7221161723136902,-49.7501106262207
37534,126,-147.0,148,0.524582,0.6163932085037231,-54.00200653076172
37669,127,-134.0,135,0.522872,0.3382640779018402,-50.36603546142578
37853,128,-183.0,184,0.5205413333333333,0.34582769870758057,-50.5467529296875
38027,129,-173.0,174,0.5183373333333333,0.3752117156982422,-50.65087890625
38192,130,-164.0,165,0.5162473333333333,0.42221659421920776,-51.5091438293457
38314,131,-121.0,122,0.514702,0.433177649974823,-49.226951599121094
38460,132,-145.0,146,0.5128526666666666,0.3037755787372589,-52.60417938232422
38618,133,-157.0,158,0.5108513333333333,0.41467681527137756,-49.73383331298828
38757,134,-138.0,139,0.5090906666666666,0.4987678527832031,-49.779258728027344
38908,135,-150.0,151,0.507178,0.5056008696556091,-49.30066680908203
39087,136,-178.0,179,0.5049106666666667,0.5523753762245178,-50.23478698730469
39267,137,-179.0,180,0.5026306666666667,0.6683670878410339,-48.51420211791992
39686,138,-418.0,419,0.49732333333333334,0.5402754545211792,-50.57917785644531
39814,139,-127.0,128,0.495702,0.40306007862091064,-52.884178161621094
39959,140,-144.0,145,0.4938653333333334,0.5429120063781738,-48.79193115234375
40119,141,-159.0,160,0.49183866666666665,0.555564284324646,-43.97042465209961
40324,142,-204.0,205,0.48924199999999995,0.6383682489395142,-49.28099060058594
40468,143,-143.0,144,0.487418,0.4609282612800598,-49.883094787597656
40917,144,-448.0,449,0.48173066666666664,0.5857160687446594,-48.806907653808594
41118,145,-200.0,201,0.4791846666666667,0.5506017804145813,-47.107872009277344
41255,146,-136.0,137,0.4774493333333333,0.6033258438110352,-46.956687927246094
41401,147,-145.0,146,0.4756,0.5109490156173706,-49.49273681640625
41543,148,-141.0,142,0.4738013333333333,0.49598363041877747,-46.54569625854492
41664,149,-120.0,121,0.47226866666666667,0.677108883857727,-47.01380157470703
41800,150,-135.0,136,0.470546,0.3267200291156769,-49.576629638671875
42022,151,-221.0,222,0.467734,0.5966325402259827,-45.55656433105469
42167,152,-144.0,145,0.4658973333333333,0.6500588655471802,-47.72544860839844
42327,153,-159.0,160,0.46387066666666665,0.6861366629600525,-45.27759552001953
42466,154,-138.0,139,0.46211,0.5290846228599548,-48.588218688964844
42586,155,-119.0,120,0.46058999999999994,0.4333052635192871,-46.447227478027344
42748,156,-161.0,162,0.458538,0.5852963924407959,-46.36639404296875
42906,157,-157.0,158,0.4565366666666667,0.4320041835308075,-46.487144470214844
43057,158,-150.0,151,0.45462400000000003,0.5097393989562988,-50.91777038574219
43181,159,-123.0,124,0.4530533333333333,0.3511602282524109,-46.35173416137695
43348,160,-166.0,167,0.45093799999999995,0.5049874782562256,-46.878658294677734
43488,161,-139.0,140,0.44916466666666666,0.3529658019542694,-46.09015655517578
43608,162,-119.0,120,0.4476446666666667,0.31927743554115295,-47.247283935546875
43806,163,-197.0,198,0.4451366666666666,0.5356345176696777,-46.655609130859375
