global_step,episode,episode_return,episode_length,epsilon,loss,mean_q_value,dictionary_entries,dictionary_min_entries,q_values
6,1,0.0,6,0.9999366666666667,,,6,1,"[0.0, 0.0, 0.0]"
12,2,0.0,6,0.9998606666666666,,,12,3,"[0.0, 0.0, 0.0]"
18,3,0.0,6,0.9997846666666667,,,18,5,"[0.0, 0.0, 0.0]"
24,4,0.0,6,0.9997086666666667,,,24,8,"[0.0, 0.0, 0.0]"
40,5,1.0,16,0.999506,,,40,13,"[0.0, 0.0, 0.0]"
56,6,1.0,16,0.9993033333333333,,,56,18,"[0.16502395272254944, 0.15924930572509766, 0.3304651081562042]"
72,7,1.0,16,0.9991006666666666,,,72,21,"[0.4615785777568817, 0.29931601881980896, 0.27712368965148926]"
78,8,0.0,6,0.9990246666666667,,,78,22,"[0.45594504475593567, 0.3723483085632324, 0.057761646807193756]"
94,9,1.0,16,0.998822,,,94,27,"[0.34541839361190796, 0.3528495132923126, 0.5385202765464783]"
100,10,0.0,6,0.998746,,,100,29,"[0.06100849807262421, 0.08813591301441193, 0.5292953252792358]"
106,11,0.0,6,0.99867,,,106,31,"[0.33080819249153137, 0.29805099964141846, 0.3697553873062134]"
122,12,1.0,16,0.9984673333333334,,,122,36,"[0.31967949867248535, 0.3699105381965637, 0.5269050002098083]"
138,13,1.0,16,0.9982646666666667,,,138,41,"[0.38974279165267944, 0.5432977080345154, 0.5871638655662537]"
144,14,0.0,6,0.9981886666666666,,,144,42,"[0.2837945222854614, 0.44995182752609253, 0.38989341259002686]"
150,15,0.0,6,0.9981126666666666,,,150,43,"[0.38479506969451904, 0.37538963556289673, 0.273971825838089]"
156,16,0.0,6,0.9980366666666667,,,156,44,"[0.28161677718162537, 0.3651767075061798, 0.07010890543460846]"
172,17,1.0,16,0.997834,,,172,48,"[0.2069638967514038, 0.36660483479499817, 0.4969082474708557]"
178,18,0.0,6,0.997758,,,178,50,"[0.34244540333747864, 0.29892945289611816, 0.3667932152748108]"
184,19,0.0,6,0.997682,,,184,51,"[0.4057808518409729, 0.42261987924575806, 0.3100801706314087]"
190,20,0.0,6,0.997606,,,190,54,"[0.3004007041454315, 0.27958494424819946, 0.32441771030426025]"
196,21,0.0,6,0.99753,,,196,55,"[0.8839103579521179, 0.8445500135421753, 0.031926218420267105]"
202,22,0.0,6,0.997454,,,202,56,"[0.3004007041454315, 0.27958494424819946, 0.06830154359340668]"
208,23,0.0,6,0.997378,,,208,59,"[0.3004007041454315, 0.05255306512117386, 0.06830154359340668]"
214,24,0.0,6,0.997302,,,214,60,"[0.3738477826118469, 0.03530367091298103, 0.8341084718704224]"
