global_step,episode,episode_return,episode_length,epsilon,loss,mean_q_value,dictionary_entries,dictionary_min_entries,q_values
500,1,-500.0,500,0.9936793333333334,,,500,158,"[0.0, 0.0, 0.0]"
1000,2,-500.0,500,0.987346,,,1000,324,"[-39.499393463134766, -39.4993896484375, -38.879844665527344]"
1500,3,-500.0,500,0.9810126666666666,3.7777392864227295,-48.86261749267578,1500,482,"[-53.47637939453125, -51.275230407714844, -52.804405212402344]"
2000,4,-500.0,500,0.9746793333333333,5.8659820556640625,-53.04646682739258,2000,646,"[-41.90544128417969, -43.808555603027344, -41.47946548461914]"
2500,5,-500.0,500,0.968346,5.118400573730469,-55.74842834472656,2500,806,"[-52.824180603027344, -57.6741943359375, -64.43907928466797]"
3000,6,-500.0,500,0.9620126666666666,5.380980968475342,-59.459896087646484,3000,974,"[-68.49512481689453, -62.59781265258789, -67.43677520751953]"
3500,7,-500.0,500,0.9556793333333333,5.540389060974121,-61.24602508544922,3500,1147,"[-67.658447265625, -68.79812622070312, -73.25360107421875]"
4000,8,-500.0,500,0.949346,6.679867744445801,-62.974063873291016,4000,1293,"[-66.81731414794922, -74.84358215332031, -69.70428466796875]"
4500,9,-500.0,500,0.9430126666666667,6.811107635498047,-63.96173858642578,4500,1482,"[-59.10977554321289, -47.37432098388672, -44.51659393310547]"
5000,10,-500.0,500,0.9366793333333333,5.750994682312012,-65.69624328613281,5000,1656,"[-63.29029083251953, -52.400718688964844, -61.70439910888672]"
5500,11,-500.0,500,0.930346,7.226397514343262,-65.20008087158203,5500,1832,"[-71.36306762695312, -57.640594482421875, -64.98297119140625]"
6000,12,-500.0,500,0.9240126666666667,6.353564262390137,-65.13741302490234,6000,1984,"[-62.789085388183594, -48.78125762939453, -50.40283203125]"
6500,13,-500.0,500,0.9176793333333333,6.414215564727783,-65.43827819824219,6500,2131,"[-78.43222045898438, -68.2962646484375, -68.54124450683594]"
7000,14,-500.0,500,0.911346,8.17332649230957,-63.965415954589844,7000,2310,"[-58.01890182495117, -55.88524627685547, -61.98770523071289]"
7500,15,-500.0,500,0.9050126666666667,6.816457271575928,-66.2288818359375,7500,2472,"[-71.049560546875, -72.33596801757812, -71.37924194335938]"
8000,16,-500.0,500,0.8986793333333334,6.634639739990234,-67.24925231933594,8000,2627,"[-72.29690551757812, -37.63319396972656, -59.11088180541992]"
8421,17,-420.0,421,0.8933466666666666,7.125155925750732,-64.90081787109375,8421,2775,"[-44.14256286621094, -50.180606842041016, -64.92869567871094]"
8921,18,-500.0,500,0.8870133333333333,7.42386531829834,-66.69453430175781,8921,2930,"[-50.084259033203125, -61.30771255493164, -54.25727081298828]"
9421,19,-500.0,500,0.88068,5.178030967712402,-68.90518188476562,9421,3082,"[-64.594482421875, -47.01447677612305, -58.90566635131836]"
9921,20,-500.0,500,0.8743466666666666,5.956195831298828,-68.69991302490234,9921,3256,"[-65.90753936767578, -55.041358947753906, -65.4935531616211]"
10421,21,-500.0,500,0.8680133333333333,7.141242027282715,-69.42283630371094,10421,3418,"[-66.13726043701172, -57.64667510986328, -62.813804626464844]"
10921,22,-500.0,500,0.86168,6.311872482299805,-68.30610656738281,10921,3568,"[-73.20012664794922, -64.013427734375, -72.78453063964844]"
11421,23,-500.0,500,0.8553466666666667,6.6003265380859375,-68.48494720458984,11421,3716,"[-63.5850830078125, -41.66661834716797, -38.135231018066406]"
11921,24,-500.0,500,0.8490133333333334,6.136345863342285,-69.92588806152344,11921,3906,"[-63.44401931762695, -59.90784454345703, -53.042724609375]"
