global_step,episode,episode_return,episode_length,loss,actor_type,case_entries,cases_pruned,cases_replaced,actor_cases_pruned,actor_cases_replaced,critic_cases_pruned,critic_cases_replaced,critic_label_updates,critic_label_update_samples,exploration_epsilon,behavior_epsilon,policy_ready,action_probs,behavior_action_probs,action_counts,bias_min,bias_mean,bias_max
500,1,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2962593138217926, 0.3417198956012726, 0.3620207607746124]","[0.2962593138217926, 0.3417198956012726, 0.3620207607746124]",,,,
1000,2,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2655077278614044, 0.2696220576763153, 0.46487027406692505]","[0.2655077278614044, 0.2696220576763153, 0.46487027406692505]",,,,
1500,3,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.30881166458129883, 0.29084017872810364, 0.40034815669059753]","[0.30881166458129883, 0.29084017872810364, 0.40034815669059753]",,,,
2000,4,-500.0,500,268.52362060546875,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2927950620651245, 0.35382264852523804, 0.35338228940963745]","[0.2927950620651245, 0.35382264852523804, 0.35338228940963745]",,,,
2500,5,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2925027012825012, 0.3061431050300598, 0.40135422348976135]","[0.2925027012825012, 0.3061431050300598, 0.40135422348976135]",,,,
3000,6,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.30392348766326904, 0.3555672764778137, 0.34050923585891724]","[0.30392348766326904, 0.3555672764778137, 0.34050923585891724]",,,,
3500,7,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.28890496492385864, 0.32887062430381775, 0.382224440574646]","[0.28890496492385864, 0.32887062430381775, 0.382224440574646]",,,,
4000,8,-500.0,500,267.99786376953125,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2919062674045563, 0.3453862965106964, 0.36270737648010254]","[0.2919062674045563, 0.3453862965106964, 0.36270737648010254]",,,,
4500,9,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3057483732700348, 0.3427440822124481, 0.3515075445175171]","[0.3057483732700348, 0.3427440822124481, 0.3515075445175171]",,,,
5000,10,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.30229929089546204, 0.2795009911060333, 0.41819971799850464]","[0.30229929089546204, 0.2795009911060333, 0.41819971799850464]",,,,
5500,11,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2811872065067291, 0.3569997549057007, 0.3618130385875702]","[0.2811872065067291, 0.3569997549057007, 0.3618130385875702]",,,,
6000,12,-500.0,500,267.4114074707031,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.26246634125709534, 0.31928980350494385, 0.4182438850402832]","[0.26246634125709534, 0.31928980350494385, 0.4182438850402832]",,,,
6500,13,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.29788482189178467, 0.3596356511116028, 0.34247952699661255]","[0.29788482189178467, 0.3596356511116028, 0.34247952699661255]",,,,
7000,14,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.26663652062416077, 0.34476175904273987, 0.388601690530777]","[0.26663652062416077, 0.34476175904273987, 0.388601690530777]",,,,
7447,15,-446.0,447,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2668580114841461, 0.31238436698913574, 0.42075759172439575]","[0.2668580114841461, 0.31238436698913574, 0.42075759172439575]",,,,
7947,16,-500.0,500,266.1906433105469,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.308335542678833, 0.32049697637557983, 0.37116745114326477]","[0.308335542678833, 0.32049697637557983, 0.37116745114326477]",,,,
8447,17,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3405422270298004, 0.3201081156730652, 0.3393495976924896]","[0.3405422270298004, 0.3201081156730652, 0.3393495976924896]",,,,
8947,18,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.26385805010795593, 0.339918851852417, 0.3962230682373047]","[0.26385805010795593, 0.339918851852417, 0.3962230682373047]",,,,
9447,19,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.24998535215854645, 0.3291736841201782, 0.42084091901779175]","[0.24998535215854645, 0.3291736841201782, 0.42084091901779175]",,,,
9947,20,-500.0,500,266.4527893066406,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.26853907108306885, 0.34039488434791565, 0.3910660147666931]","[0.26853907108306885, 0.34039488434791565, 0.3910660147666931]",,,,
10447,21,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2938890755176544, 0.3383592367172241, 0.3677516579627991]","[0.2938890755176544, 0.3383592367172241, 0.3677516579627991]",,,,
10721,22,-273.0,274,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2691132426261902, 0.3453405499458313, 0.38554614782333374]","[0.2691132426261902, 0.3453405499458313, 0.38554614782333374]",,,,
11221,23,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2726149260997772, 0.3514646887779236, 0.3759203851222992]","[0.2726149260997772, 0.3514646887779236, 0.3759203851222992]",,,,
11721,24,-500.0,500,263.4773864746094,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.29785141348838806, 0.3126554489135742, 0.3894931972026825]","[0.29785141348838806, 0.3126554489135742, 0.3894931972026825]",,,,
12221,25,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2714872360229492, 0.3722380995750427, 0.35627463459968567]","[0.2714872360229492, 0.3722380995750427, 0.35627463459968567]",,,,
12721,26,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3472965359687805, 0.28864043951034546, 0.36406296491622925]","[0.3472965359687805, 0.28864043951034546, 0.36406296491622925]",,,,
13221,27,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3522684574127197, 0.3123518228530884, 0.3353796601295471]","[0.3522684574127197, 0.3123518228530884, 0.3353796601295471]",,,,
13721,28,-500.0,500,265.1830749511719,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.29313474893569946, 0.32551267743110657, 0.38135257363319397]","[0.29313474893569946, 0.32551267743110657, 0.38135257363319397]",,,,
14221,29,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.37448322772979736, 0.25193315744400024, 0.37358358502388]","[0.37448322772979736, 0.25193315744400024, 0.37358358502388]",,,,
14617,30,-395.0,396,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.22283239662647247, 0.37581154704093933, 0.4013561010360718]","[0.22283239662647247, 0.37581154704093933, 0.4013561010360718]",,,,
15117,31,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2922905683517456, 0.4348753094673157, 0.27283409237861633]","[0.2922905683517456, 0.4348753094673157, 0.27283409237861633]",,,,
15617,32,-500.0,500,263.4317932128906,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.39319977164268494, 0.27690890431404114, 0.3298913240432739]","[0.39319977164268494, 0.27690890431404114, 0.3298913240432739]",,,,
16117,33,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3715382218360901, 0.27024728059768677, 0.35821443796157837]","[0.3715382218360901, 0.27024728059768677, 0.35821443796157837]",,,,
16617,34,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.1939692497253418, 0.42908892035484314, 0.37694182991981506]","[0.1939692497253418, 0.42908892035484314, 0.37694182991981506]",,,,
17029,35,-411.0,412,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.38404229283332825, 0.2745979428291321, 0.34135985374450684]","[0.38404229283332825, 0.2745979428291321, 0.34135985374450684]",,,,
17529,36,-500.0,500,262.184326171875,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2863124907016754, 0.3098618984222412, 0.40382570028305054]","[0.2863124907016754, 0.3098618984222412, 0.40382570028305054]",,,,
18029,37,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.237280011177063, 0.36073392629623413, 0.40198612213134766]","[0.237280011177063, 0.36073392629623413, 0.40198612213134766]",,,,
18529,38,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.4267007112503052, 0.26061224937438965, 0.31268709897994995]","[0.4267007112503052, 0.26061224937438965, 0.31268709897994995]",,,,
18999,39,-469.0,470,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.4250975549221039, 0.2730313837528229, 0.301871120929718]","[0.4250975549221039, 0.2730313837528229, 0.301871120929718]",,,,
19499,40,-500.0,500,263.1219787597656,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.20167233049869537, 0.4073425829410553, 0.3909851312637329]","[0.20167233049869537, 0.4073425829410553, 0.3909851312637329]",,,,
19999,41,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.38961562514305115, 0.2880471646785736, 0.32233723998069763]","[0.38961562514305115, 0.2880471646785736, 0.32233723998069763]",,,,
20499,42,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.21068333089351654, 0.4287162721157074, 0.36060041189193726]","[0.21068333089351654, 0.4287162721157074, 0.36060041189193726]",,,,
