global_step,episode,episode_return,episode_length,epsilon,loss,mean_q_value,dictionary_entries,dictionary_min_entries,q_values
15,1,15.0,15,0.9998226666666666,,,15,5,"[0.0, 0.0]"
33,2,18.0,18,0.9995946666666666,,,33,15,"[8.315918922424316, 0.0]"
74,3,41.0,41,0.9990753333333333,,,74,35,"[9.27867317199707, 5.887454986572266]"
96,4,22.0,22,0.9987966666666667,,,96,47,"[23.305984497070312, 22.210887908935547]"
123,5,27.0,27,0.9984546666666667,,,123,60,"[20.303985595703125, 16.79281234741211]"
141,6,18.0,18,0.9982266666666667,,,141,69,"[7.291515350341797, 10.816547393798828]"
152,7,11.0,11,0.9980873333333333,,,152,72,"[8.373908996582031, 4.8979339599609375]"
163,8,11.0,11,0.997948,,,163,80,"[5.637750625610352, 6.021203994750977]"
202,9,39.0,39,0.997454,,,202,98,"[9.11897087097168, 4.366565704345703]"
213,10,11.0,11,0.9973146666666667,,,213,102,"[3.7913947105407715, 3.0099806785583496]"
228,11,15.0,15,0.9971246666666667,,,228,112,"[4.085836410522461, 8.412334442138672]"
238,12,10.0,10,0.996998,,,238,118,"[4.281641960144043, 8.54879093170166]"
251,13,13.0,13,0.9968333333333333,,,251,121,"[3.4047892093658447, 3.133354663848877]"
270,14,19.0,19,0.9965926666666667,,,270,132,"[7.728448390960693, 9.744779586791992]"
293,15,23.0,23,0.9963013333333334,,,293,145,"[1.965160608291626, 3.941464424133301]"
304,16,11.0,11,0.996162,,,304,152,"[2.3981661796569824, 4.280879020690918]"
319,17,15.0,15,0.995972,,,319,158,"[3.112905263900757, 2.8172428607940674]"
347,18,28.0,28,0.9956173333333334,,,347,173,"[11.737964630126953, 8.237929344177246]"
375,19,28.0,28,0.9952626666666666,,,375,185,"[2.8536810874938965, 3.1486330032348633]"
392,20,17.0,17,0.9950473333333333,,,392,196,"[3.0117340087890625, 3.1643261909484863]"
408,21,16.0,16,0.9948446666666667,,,408,204,"[11.833571434020996, 7.415261268615723]"
424,22,16.0,16,0.994642,,,424,210,"[2.1796584129333496, 3.0293521881103516]"
453,23,29.0,29,0.9942746666666666,,,453,222,"[2.886594295501709, 3.854346752166748]"
479,24,26.0,26,0.9939453333333333,,,479,236,"[5.013978481292725, 7.2441582679748535]"
492,25,13.0,13,0.9937806666666666,,,492,244,"[2.935474395751953, 2.726830005645752]"
513,26,21.0,21,0.9935146666666667,,,513,256,"[7.545021057128906, 4.071326732635498]"
523,27,10.0,10,0.993388,,,523,259,"[2.1662044525146484, 2.47235107421875]"
579,28,56.0,56,0.9926786666666667,,,579,289,"[5.557737827301025, 4.253863334655762]"
601,29,22.0,22,0.9924,,,601,299,"[3.997427225112915, 2.884065866470337]"
614,30,13.0,13,0.9922353333333334,,,614,303,"[2.7031543254852295, 2.787240505218506]"
633,31,19.0,19,0.9919946666666667,,,633,314,"[1.7748435735702515, 1.8383946418762207]"
662,32,29.0,29,0.9916273333333333,,,662,331,"[2.724757671356201, 3.11000394821167]"
674,33,12.0,12,0.9914753333333334,,,674,334,"[2.276188611984253, 1.9775416851043701]"
689,34,15.0,15,0.9912853333333334,,,689,340,"[2.949605703353882, 7.115521430969238]"
706,35,17.0,17,0.99107,,,706,347,"[3.0614168643951416, 10.416255950927734]"
747,36,41.0,41,0.9905506666666667,,,747,371,"[3.2584939002990723, 2.536618709564209]"
820,37,73.0,73,0.989626,,,820,406,"[1.7908835411071777, 2.160891532897949]"
835,38,15.0,15,0.989436,,,835,412,"[2.409245729446411, 4.629281044006348]"
857,39,22.0,22,0.9891573333333333,,,857,422,"[7.575260162353516, 5.301359176635742]"
868,40,11.0,11,0.989018,,,868,424,"[2.105681896209717, 2.5432052612304688]"
884,41,16.0,16,0.9888153333333334,,,884,432,"[4.899593353271484, 4.518901348114014]"
895,42,11.0,11,0.988676,,,895,442,"[3.2233943939208984, 1.6900732517242432]"
912,43,17.0,17,0.9884606666666667,,,912,450,"[2.154996871948242, 9.465368270874023]"
948,44,36.0,36,0.9880046666666666,,,948,467,"[1.8852273225784302, 2.306464433670044]"
967,45,19.0,19,0.987764,,,967,475,"[1.8352749347686768, 3.164346694946289]"
981,46,14.0,14,0.9875866666666666,,,981,481,"[2.4816179275512695, 13.085644721984863]"
1001,47,20.0,20,0.9873333333333333,,,1001,491,"[4.203469276428223, 4.8635053634643555]"
1023,48,22.0,22,0.9870546666666666,4.409982204437256,11.03018569946289,1023,500,"[1.5912704467773438, 2.182001829147339]"
1045,49,22.0,22,0.986776,3.843259334564209,11.467106819152832,1045,513,"[2.348273277282715, 2.1746718883514404]"
1073,50,28.0,28,0.9864213333333334,4.591075420379639,10.536077499389648,1073,524,"[8.410640716552734, 8.43147087097168]"
1090,51,17.0,17,0.986206,3.3270421028137207,11.000715255737305,1090,532,"[4.591594219207764, 5.184183120727539]"
1104,52,14.0,14,0.9860286666666667,5.138052463531494,11.666097640991211,1104,540,"[2.7939810752868652, 3.0179412364959717]"
1116,53,12.0,12,0.9858766666666666,3.770794630050659,11.530033111572266,1116,549,"[2.352510929107666, 1.7559565305709839]"
1133,54,17.0,17,0.9856613333333333,3.652348279953003,9.969907760620117,1133,560,"[2.5996317863464355, 2.2805912494659424]"
1146,55,13.0,13,0.9854966666666667,5.122159004211426,9.808120727539062,1146,563,"[4.637436866760254, 3.242013692855835]"
1172,56,26.0,26,0.9851673333333333,3.5543863773345947,9.815387725830078,1172,572,"[2.6754865646362305, 2.843130588531494]"
1193,57,21.0,21,0.9849013333333333,4.089311599731445,10.368773460388184,1193,577,"[2.374709129333496, 2.7395944595336914]"
1254,58,61.0,61,0.9841286666666667,3.7772955894470215,10.64262580871582,1254,602,"[2.0857911109924316, 2.530445098876953]"
1265,59,11.0,11,0.9839893333333334,6.2011942863464355,9.928433418273926,1265,604,"[1.833064317703247, 2.709329843521118]"
1300,60,35.0,35,0.983546,3.9161834716796875,11.052345275878906,1300,616,"[1.8751599788665771, 2.633373737335205]"
1321,61,21.0,21,0.98328,5.499611854553223,12.584341049194336,1321,624,"[2.254176378250122, 2.6114158630371094]"
