global_step,episode,episode_return,episode_length,update,learning_rate,policy_loss,value_loss,entropy,approx_kl
72,1,-39.5224615958487,72,0,0.0003,,,,
195,2,-333.21448089149396,123,0,0.0003,,,,
301,3,-88.89210994084502,106,0,0.0003,,,,
453,4,-433.00478716555375,152,0,0.0003,,,,
619,5,-265.4622744479924,166,0,0.0003,,,,
775,6,-164.94515632261056,156,0,0.0003,,,,
858,7,-394.62931994113643,83,0,0.0003,,,,
972,8,-134.31041958601435,114,0,0.0003,,,,
1055,9,-29.173171082787405,83,0,0.0003,,,,
1144,10,-318.0097000004716,89,0,0.0003,,,,
1269,11,-473.7583067962379,125,0,0.0003,,,,
1366,12,-66.75400399504616,97,0,0.0003,,,,
1455,13,-319.47367708946996,89,0,0.0003,,,,
1569,14,-133.81545208730822,114,0,0.0003,,,,
1740,15,-64.2559848665849,171,0,0.0003,,,,
1871,16,-442.4552969806446,131,0,0.0003,,,,
1981,17,-278.83941343774035,110,0,0.0003,,,,
2068,18,-407.7943072112949,87,1,0.000295904,-0.008208632465539267,1030.347661781311,2.857913629710674,0.004379271407378838
2167,19,-388.29583904400283,99,1,0.000295904,-0.008208632465539267,1030.347661781311,2.857913629710674,0.004379271407378838
2280,20,-295.1782224737712,113,1,0.000295904,-0.008208632465539267,1030.347661781311,2.857913629710674,0.004379271407378838
2357,21,-181.11061900224604,77,1,0.000295904,-0.008208632465539267,1030.347661781311,2.857913629710674,0.004379271407378838
2433,22,-80.83978018826328,76,1,0.000295904,-0.008208632465539267,1030.347661781311,2.857913629710674,0.004379271407378838
2534,23,-81.08699283720168,101,1,0.000295904,-0.008208632465539267,1030.347661781311,2.857913629710674,0.004379271407378838
2621,24,-382.2750424909619,87,1,0.000295904,-0.008208632465539267,1030.347661781311,2.857913629710674,0.004379271407378838
2686,25,-225.50916784360098,65,1,0.000295904,-0.008208632465539267,1030.347661781311,2.857913629710674,0.004379271407378838
2861,26,-46.02349920418925,175,1,0.000295904,-0.008208632465539267,1030.347661781311,2.857913629710674,0.004379271407378838
2994,27,-116.16280268264538,133,1,0.000295904,-0.008208632465539267,1030.347661781311,2.857913629710674,0.004379271407378838
3082,28,-562.3909573359897,88,1,0.000295904,-0.008208632465539267,1030.347661781311,2.857913629710674,0.004379271407378838
3150,29,-193.7802112671165,68,1,0.000295904,-0.008208632465539267,1030.347661781311,2.857913629710674,0.004379271407378838
3232,30,-340.10654514917996,82,1,0.000295904,-0.008208632465539267,1030.347661781311,2.857913629710674,0.004379271407378838
3323,31,-326.5987443448563,91,1,0.000295904,-0.008208632465539267,1030.347661781311,2.857913629710674,0.004379271407378838
3413,32,-394.38854054384814,90,1,0.000295904,-0.008208632465539267,1030.347661781311,2.857913629710674,0.004379271407378838
3529,33,-524.4438412795075,116,1,0.000295904,-0.008208632465539267,1030.347661781311,2.857913629710674,0.004379271407378838
3605,34,-113.10249986074015,76,1,0.000295904,-0.008208632465539267,1030.347661781311,2.857913629710674,0.004379271407378838
3710,35,-300.35878539740565,105,1,0.000295904,-0.008208632465539267,1030.347661781311,2.857913629710674,0.004379271407378838
3791,36,-377.5034960479595,81,1,0.000295904,-0.008208632465539267,1030.347661781311,2.857913629710674,0.004379271407378838
3906,37,-479.93749894453816,115,1,0.000295904,-0.008208632465539267,1030.347661781311,2.857913629710674,0.004379271407378838
4010,38,-66.0118266987424,104,1,0.000295904,-0.008208632465539267,1030.347661781311,2.857913629710674,0.004379271407378838
4166,39,-186.62835740966625,156,2,0.00029180799999999995,-0.004291155793180223,1641.6277570724487,2.8811442725360394,0.0036539681866997855
4254,40,-44.8212066176077,88,2,0.00029180799999999995,-0.004291155793180223,1641.6277570724487,2.8811442725360394,0.0036539681866997855
4326,41,-51.67714957622671,72,2,0.00029180799999999995,-0.004291155793180223,1641.6277570724487,2.8811442725360394,0.0036539681866997855
4445,42,-119.1057874731084,119,2,0.00029180799999999995,-0.004291155793180223,1641.6277570724487,2.8811442725360394,0.0036539681866997855
4651,43,-126.7959271543598,206,2,0.00029180799999999995,-0.004291155793180223,1641.6277570724487,2.8811442725360394,0.0036539681866997855
4743,44,-263.6821203781704,92,2,0.00029180799999999995,-0.004291155793180223,1641.6277570724487,2.8811442725360394,0.0036539681866997855
4826,45,-393.1351918992882,83,2,0.00029180799999999995,-0.004291155793180223,1641.6277570724487,2.8811442725360394,0.0036539681866997855
