global_step,episodes,samples,loss,actor_loss,policy_loss,critic_optimization_mse,critic_train_mse,critic_train_explained_variance,critic_train_value_mean,critic_train_diagnostics_computed,entropy,behavior_entropy,mean_behavior_epsilon,min_behavior_epsilon,max_behavior_epsilon,bias_loss,mean_reward,mean_advantage,mean_normalized_advantage,value_target_mean,bootstrap_value_source,partial_rollout_segments,partial_rollout_samples,actor_cases_added,actor_cases_pruned,actor_cases_replaced,actor_positive_advantage_samples,critic_cases_added,critic_cases_pruned,critic_cases_replaced,critic_label_updates,critic_label_update_samples,mean_episode_return,reward_varying_episodes,reward_checked_episodes,actor_type,case_entries,critic_type,critic_case_entries,action_counts,bias_min,bias_mean,bias_max
333,4,333,1186.5242919921875,-0.01123378798365593,0.002605907153338194,1186.5355224609375,1183.6768798828125,0.0005738139152526855,-0.11977848410606384,True,1.3839695453643799,1.3839695453643799,0.0,0.0,0.0,0.0,-1.7383127212524414,-26.77239418029785,2.7206924713141234e-08,-26.840993881225586,online_value_model,0,0,0,0,0,0,0,0,0,0,0,-144.7145447562339,4,4,mlp,,mlp,,,,,
796,4,463,2723.240478515625,-0.004999146796762943,0.008829786442220211,2723.245361328125,2717.894287109375,0.0010391473770141602,-0.17021790146827698,True,1.3828933238983154,1.3828933238983154,0.0,0.0,0.0,0.0,-2.1751739978790283,-34.95815658569336,5.921843904133084e-09,-35.06867980957031,online_value_model,0,0,0,0,0,19,0,0,0,0,0,-251.7763750169368,4,4,mlp,,mlp,,,,,
1138,4,342,2804.672119140625,-0.004842315800487995,0.00899418443441391,2804.677001953125,2799.3994140625,0.0012124180793762207,-0.23612931370735168,True,1.3836500644683838,1.3836500644683838,0.0,0.0,0.0,0.0,-2.352437973022461,-36.040260314941406,4.7404864034206184e-08,-36.2179069519043,online_value_model,0,0,0,0,0,67,0,0,0,0,0,-201.13346097017472,4,4,mlp,,mlp,,,,,
1521,4,383,2650.400146484375,-0.011502612382173538,0.0023440031800419092,2650.41162109375,2646.252685546875,0.0011886358261108398,-0.2803913354873657,True,1.3846615552902222,1.3846615552902222,0.0,0.0,0.0,0.0,-2.134596109390259,-33.604652404785156,4.980022438871856e-08,-33.83267593383789,online_value_model,0,0,0,0,0,52,0,0,0,0,0,-204.38755389823757,4,4,mlp,,mlp,,,,,
1972,4,451,1797.634033203125,-0.015333359129726887,-0.0014886173885315657,1797.6494140625,1793.288818359375,0.003735065460205078,-0.3454958200454712,True,1.3844741582870483,1.3844741582870483,0.0,0.0,0.0,0.0,-2.2226765155792236,-34.87639617919922,1.2779976543697558e-07,-35.16407012939453,online_value_model,0,0,0,0,0,0,0,0,0,0,0,-250.6067762839218,4,4,mlp,,mlp,,,,,
2262,4,290,1489.205810546875,-0.019077010452747345,-0.005228214897215366,1489.224853515625,1485.988525390625,0.0019789934158325195,-0.3746388256549835,True,1.3848797082901,1.3848797082901,0.0,0.0,0.0,0.0,-1.9086809158325195,-29.31106185913086,-8.632397019425753e-09,-29.63372802734375,online_value_model,0,0,0,0,0,25,0,0,0,0,0,-138.37937664959605,4,4,mlp,,mlp,,,,,
2652,4,390,2363.848876953125,-0.008553503081202507,0.005286552477627993,2363.857421875,2358.335205078125,0.006081104278564453,-0.4865443706512451,True,1.3840055465698242,1.3840055465698242,0.0,0.0,0.0,0.0,-2.468435764312744,-38.979835510253906,-4.890637583798707e-08,-39.405094146728516,online_value_model,0,0,0,0,0,0,0,0,0,0,0,-240.67250491727793,4,4,mlp,,mlp,,,,,
2961,4,309,2754.885498046875,-0.009038949385285378,0.0047995648346841335,2754.89453125,2748.290283203125,0.006095290184020996,-0.560616672039032,True,1.3838515281677246,1.3838515281677246,0.0,0.0,0.0,0.0,-3.03255295753479,-45.68400955200195,3.780747803716622e-08,-46.17930603027344,online_value_model,0,0,0,0,0,0,0,0,0,0,0,-234.26472466848438,4,4,mlp,,mlp,,,,,
3322,4,361,1183.388427734375,-0.015934165567159653,-0.0020843720994889736,1183.4044189453125,1180.1895751953125,0.004866480827331543,-0.5574231147766113,True,1.3849793672561646,1.3849793672561646,0.0,0.0,0.0,0.0,-1.6624207496643066,-25.723731994628906,2.8398888574088232e-08,-26.224040985107422,online_value_model,0,0,0,0,0,22,0,0,0,0,0,-150.03347684519656,4,4,mlp,,mlp,,,,,
3693,4,371,2783.667724609375,-0.012392071075737476,0.0014482990372925997,2783.68017578125,2776.947509765625,0.009043991565704346,-0.6643949747085571,True,1.3840370178222656,1.3840370178222656,0.0,0.0,0.0,0.0,-2.776344060897827,-43.720767974853516,-6.362112969782174e-08,-44.31913757324219,online_value_model,0,0,0,0,0,16,0,0,0,0,0,-257.50593578504464,4,4,mlp,,mlp,,,,,
