global_step,episode,episode_return,episode_length,loss,actor_type,case_entries,cases_pruned,cases_replaced,actor_cases_pruned,actor_cases_replaced,critic_cases_pruned,critic_cases_replaced,critic_label_updates,critic_label_update_samples,exploration_epsilon,behavior_epsilon,policy_ready,action_probs,behavior_action_probs,action_counts,bias_min,bias_mean,bias_max
58,1,-124.73462796015957,58,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.28022274374961853, 0.2244185209274292, 0.24694715440273285, 0.2484116405248642]","[0.28022274374961853, 0.2244185209274292, 0.24694715440273285, 0.2484116405248642]",,,,
158,2,-133.56045122043508,100,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2780529856681824, 0.22246257960796356, 0.24661999940872192, 0.25286442041397095]","[0.2780529856681824, 0.22246257960796356, 0.24661999940872192, 0.25286442041397095]",,,,
249,3,-204.82156390417666,91,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.27825281023979187, 0.22290003299713135, 0.240723118185997, 0.25812408328056335]","[0.27825281023979187, 0.22290003299713135, 0.240723118185997, 0.25812408328056335]",,,,
333,4,-115.74153594016433,84,1186.5242919921875,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.27732813358306885, 0.22855128347873688, 0.24339988827705383, 0.25072070956230164]","[0.27732813358306885, 0.22855128347873688, 0.24339988827705383, 0.25072070956230164]",,,,
433,5,-267.2043959290383,100,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2769058048725128, 0.22810012102127075, 0.2387557327747345, 0.2562384009361267]","[0.2769058048725128, 0.22810012102127075, 0.2387557327747345, 0.2562384009361267]",,,,
604,6,-459.7863081601685,171,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3489881157875061, 0.20288152992725372, 0.2085745483636856, 0.2395557016134262]","[0.3489881157875061, 0.20288152992725372, 0.2085745483636856, 0.2395557016134262]",,,,
714,7,-189.92251216678193,110,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.27574676275253296, 0.21914993226528168, 0.2435758411884308, 0.2615274488925934]","[0.27574676275253296, 0.21914993226528168, 0.2435758411884308, 0.2615274488925934]",,,,
796,8,-90.19228381175871,82,2723.240478515625,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.26331010460853577, 0.2174602597951889, 0.25881654024124146, 0.26041311025619507]","[0.26331010460853577, 0.2174602597951889, 0.25881654024124146, 0.26041311025619507]",,,,
868,9,-8.470729687682493,72,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2776564061641693, 0.2531593143939972, 0.23820768296718597, 0.2309766262769699]","[0.2776564061641693, 0.2531593143939972, 0.23820768296718597, 0.2309766262769699]",,,,
967,10,-243.80853853961577,99,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2820541262626648, 0.21870262920856476, 0.2462744414806366, 0.25296881794929504]","[0.2820541262626648, 0.21870262920856476, 0.2462744414806366, 0.25296881794929504]",,,,
1056,11,-483.44743217597073,89,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.31789398193359375, 0.1945878565311432, 0.25832462310791016, 0.2291935533285141]","[0.31789398193359375, 0.1945878565311432, 0.25832462310791016, 0.2291935533285141]",,,,
1138,12,-68.80714347742999,82,2804.672119140625,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.26540327072143555, 0.23345983028411865, 0.24975718557834625, 0.25137972831726074]","[0.26540327072143555, 0.23345983028411865, 0.24975718557834625, 0.25137972831726074]",,,,
1208,13,-87.75912446167763,70,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.26362907886505127, 0.22466014325618744, 0.26960989832878113, 0.24210086464881897]","[0.26362907886505127, 0.22466014325618744, 0.26960989832878113, 0.24210086464881897]",,,,
