global_step,episode,episode_return,episode_length,epsilon,loss,mean_q_value,dictionary_entries,dictionary_min_entries,q_values
11,1,11.0,11,0.9998733333333333,,,11,3,"[0.0, 0.0]"
31,2,20.0,20,0.99962,,,31,11,"[0.0, 0.0]"
46,3,15.0,15,0.99943,,,46,17,"[8.540094375610352, 5.908683776855469]"
60,4,14.0,14,0.9992526666666667,,,60,26,"[10.714139938354492, 12.759729385375977]"
72,5,12.0,12,0.9991006666666666,,,72,29,"[4.551276206970215, 3.8076670169830322]"
83,6,11.0,11,0.9989613333333334,,,83,37,"[5.701515197753906, 8.352709770202637]"
121,7,38.0,38,0.99848,,,121,58,"[4.014309883117676, 4.132651329040527]"
138,8,17.0,17,0.9982646666666667,,,138,68,"[2.667830228805542, 4.697334289550781]"
155,9,17.0,17,0.9980493333333333,,,155,76,"[3.1330251693725586, 2.819884777069092]"
171,10,16.0,16,0.9978466666666667,,,171,85,"[6.461271286010742, 4.047935962677002]"
190,11,19.0,19,0.997606,,,190,94,"[16.989273071289062, 9.433710098266602]"
202,12,12.0,12,0.997454,,,202,97,"[4.200963497161865, 3.48226261138916]"
218,13,16.0,16,0.9972513333333334,,,218,104,"[6.091997146606445, 3.4592509269714355]"
244,14,26.0,26,0.996922,,,244,116,"[8.559157371520996, 13.249347686767578]"
258,15,14.0,14,0.9967446666666666,,,258,120,"[2.184788465499878, 2.9663376808166504]"
277,16,19.0,19,0.996504,,,277,128,"[4.5837531089782715, 2.9100124835968018]"
291,17,14.0,14,0.9963266666666667,,,291,133,"[3.4450912475585938, 2.929934024810791]"
361,18,70.0,70,0.99544,,,361,168,"[7.260411739349365, 8.170166015625]"
399,19,38.0,38,0.9949586666666667,,,399,187,"[8.680814743041992, 12.30250358581543]"
412,20,13.0,13,0.994794,,,412,192,"[5.658687591552734, 2.573568105697632]"
424,21,12.0,12,0.994642,,,424,196,"[2.8236918449401855, 2.6056690216064453]"
442,22,18.0,18,0.994414,,,442,208,"[3.967686176300049, 5.81144380569458]"
458,23,16.0,16,0.9942113333333333,,,458,212,"[1.8127673864364624, 2.8124730587005615]"
475,24,17.0,17,0.993996,,,475,223,"[4.320337295532227, 3.0968804359436035]"
