global_step,episode,episode_return,episode_length,loss,actor_type,case_entries,cases_pruned,cases_replaced,actor_cases_pruned,actor_cases_replaced,critic_cases_pruned,critic_cases_replaced,critic_label_updates,critic_label_update_samples,exploration_epsilon,behavior_epsilon,policy_ready,action_probs,behavior_action_probs,action_counts,bias_min,bias_mean,bias_max
6,1,0.0,6,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3499138057231903, 0.3316394090652466, 0.3184467554092407]","[0.3499138057231903, 0.3316394090652466, 0.3184467554092407]",,,,
12,2,0.0,6,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.35176709294319153, 0.32709065079689026, 0.3211422860622406]","[0.35176709294319153, 0.32709065079689026, 0.3211422860622406]",,,,
18,3,0.0,6,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3504576086997986, 0.3292970061302185, 0.3202453553676605]","[0.3504576086997986, 0.3292970061302185, 0.3202453553676605]",,,,
24,4,0.0,6,-0.010977819561958313,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.34926408529281616, 0.3303312361240387, 0.32040470838546753]","[0.34926408529281616, 0.3303312361240387, 0.32040470838546753]",,,,
30,5,0.0,6,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3380427360534668, 0.3343803584575653, 0.3275768756866455]","[0.3380427360534668, 0.3343803584575653, 0.3275768756866455]",,,,
36,6,0.0,6,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3431187570095062, 0.33054235577583313, 0.32633885741233826]","[0.3431187570095062, 0.33054235577583313, 0.32633885741233826]",,,,
42,7,0.0,6,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.33943912386894226, 0.3340311348438263, 0.32652974128723145]","[0.33943912386894226, 0.3340311348438263, 0.32652974128723145]",,,,
58,8,1.0,16,0.17536351084709167,mlp,,0,0,0,0,0,0,15,13,0.0,0.0,True,"[0.3379279375076294, 0.3344781696796417, 0.32759392261505127]","[0.3379279375076294, 0.3344781696796417, 0.32759392261505127]",,,,
86,9,2.0,28,,mlp,,0,0,0,0,0,0,15,13,0.0,0.0,True,"[0.34479382634162903, 0.32621923089027405, 0.3289869725704193]","[0.34479382634162903, 0.32621923089027405, 0.3289869725704193]",,,,
92,10,0.0,6,,mlp,,0,0,0,0,0,0,15,13,0.0,0.0,True,"[0.3434556722640991, 0.3268367052078247, 0.32970765233039856]","[0.3434556722640991, 0.3268367052078247, 0.32970765233039856]",,,,
