global_step,case_store,source,cases_pruned,cases_replaced,case_entries,action_counts,bias_min,bias_mean,bias_max
1018,critic,scheduled_batch_boundary,24,0,447,,-0.0078847361728549,0.0005672130500897765,0.013536275364458561
1256,critic,capacity_insert,25,0,487,,-0.0057677519507706165,0.001418240717612207,0.014569252729415894
1334,critic,capacity_insert,25,0,477,,-0.003968536388128996,0.0018375582294538617,0.015313192270696163
1584,critic,capacity_insert,25,0,487,,-0.004188656806945801,0.00290068075992167,0.01744866371154785
1708,critic,capacity_insert,25,0,488,,-0.003592649009078741,0.003417062573134899,0.019870322197675705
1818,critic,capacity_insert,25,0,483,,-0.002803731244057417,0.003782894229516387,0.021539021283388138
1942,critic,capacity_insert,25,0,477,,-0.0021724384278059006,0.004318619146943092,0.024278242141008377
2010,critic,scheduled_batch_boundary,25,0,461,,-0.0013360991142690182,0.00460097286850214,0.0235383789986372
2224,critic,capacity_insert,25,0,496,,-0.0013751029036939144,0.004821390844881535,0.02687065489590168
2312,critic,capacity_insert,25,0,485,,-0.0011160916183143854,0.005175046622753143,0.025200914591550827
2458,critic,capacity_insert,25,0,478,,-0.0008281748741865158,0.005759419873356819,0.023039784282445908
2634,critic,capacity_insert,25,0,499,,-0.0006386921158991754,0.005653422325849533,0.023316727951169014
2678,critic,capacity_insert,25,0,481,,-4.8311310820281506e-05,0.005973378196358681,0.02431667223572731
2798,critic,capacity_insert,25,0,482,,-0.0006700499216094613,0.006115554366260767,0.02583613060414791
2886,critic,capacity_insert,24,0,495,,0.0,0.006059375125914812,0.026580246165394783
2920,critic,capacity_insert,10,0,491,,0.0,0.006219919770956039,0.025580400601029396
2976,critic,capacity_insert,23,0,483,,0.0,0.006383368745446205,0.026579702273011208
3000,critic,scheduled_batch_boundary,4,0,481,,0.0,0.0064494120888412,0.026579702273011208
3066,critic,capacity_insert,15,0,492,,0.0,0.006402799393981695,0.02757967635989189
3196,critic,capacity_insert,20,5,500,,0.0,0.006351020652800798,0.026983032003045082
3220,critic,capacity_insert,7,0,497,,0.0,0.006454773247241974,0.026983032003045082
3254,critic,capacity_insert,8,0,497,,0.0,0.006468513049185276,0.025983037427067757
3322,critic,capacity_insert,16,0,487,,0.0,0.006887860596179962,0.025381673127412796
3400,critic,capacity_insert,10,0,492,,0.0,0.006930170580744743,0.026125416159629822
3514,critic,capacity_insert,25,0,491,,-4.0770042687654495e-05,0.007180970627814531,0.026764201000332832
3604,critic,capacity_insert,15,3,500,,0.0,0.007165490183979273,0.026559658348560333
3628,critic,capacity_insert,5,0,499,,0.0,0.007255911361426115,0.026559658348560333
3662,critic,capacity_insert,6,0,499,,0.0,0.007318088319152594,0.026559658348560333
3706,critic,capacity_insert,14,0,495,,0.0,0.007531246170401573,0.026699800044298172
3806,critic,capacity_insert,30,26,500,,0.0,0.007492896635085344,0.026559755206108093
3840,critic,capacity_insert,3,10,500,,0.0,0.007534877397119999,0.0266987644135952
3884,critic,capacity_insert,13,0,496,,0.0,0.007605220191180706,0.0266987644135952
3940,critic,capacity_insert,7,0,499,,0.0,0.00756447110325098,0.0266987644135952
3974,critic,capacity_insert,9,0,497,,0.0,0.007651476189494133,0.027115922421216965
