global_step,episode,episode_return,episode_length,loss,actor_type,case_entries,cases_pruned,cases_replaced,actor_cases_pruned,actor_cases_replaced,critic_cases_pruned,critic_cases_replaced,critic_label_updates,critic_label_update_samples,exploration_epsilon,behavior_epsilon,policy_ready,action_probs,behavior_action_probs,action_counts,bias_min,bias_mean,bias_max
500,1,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.36233243346214294, 0.3266904354095459, 0.31097710132598877]","[0.36233243346214294, 0.3266904354095459, 0.31097710132598877]",,,,
1000,2,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.36944708228111267, 0.3185468018054962, 0.3120060861110687]","[0.36944708228111267, 0.3185468018054962, 0.3120060861110687]",,,,
1500,3,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.35747477412223816, 0.3472537100315094, 0.29527148604393005]","[0.35747477412223816, 0.3472537100315094, 0.29527148604393005]",,,,
2000,4,-500.0,500,268.5350341796875,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.38141220808029175, 0.3472353219985962, 0.27135249972343445]","[0.38141220808029175, 0.3472353219985962, 0.27135249972343445]",,,,
2500,5,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.348967045545578, 0.3449650704860687, 0.30606788396835327]","[0.348967045545578, 0.3449650704860687, 0.30606788396835327]",,,,
3000,6,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.34342285990715027, 0.3533089756965637, 0.3032681941986084]","[0.34342285990715027, 0.3533089756965637, 0.3032681941986084]",,,,
3500,7,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3551068603992462, 0.34794142842292786, 0.29695168137550354]","[0.3551068603992462, 0.34794142842292786, 0.29695168137550354]",,,,
4000,8,-500.0,500,267.9774475097656,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.34155622124671936, 0.34674641489982605, 0.3116973638534546]","[0.34155622124671936, 0.34674641489982605, 0.3116973638534546]",,,,
4500,9,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3685676157474518, 0.35238808393478394, 0.2790442705154419]","[0.3685676157474518, 0.35238808393478394, 0.2790442705154419]",,,,
5000,10,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.36109158396720886, 0.3337365984916687, 0.30517181754112244]","[0.36109158396720886, 0.3337365984916687, 0.30517181754112244]",,,,
5500,11,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3792754113674164, 0.3318990468978882, 0.28882554173469543]","[0.3792754113674164, 0.3318990468978882, 0.28882554173469543]",,,,
6000,12,-500.0,500,267.4439392089844,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.31305673718452454, 0.38639190793037415, 0.3005513846874237]","[0.31305673718452454, 0.38639190793037415, 0.3005513846874237]",,,,
6500,13,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.33077123761177063, 0.3835245966911316, 0.2857041656970978]","[0.33077123761177063, 0.3835245966911316, 0.2857041656970978]",,,,
7000,14,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3561345934867859, 0.33487045764923096, 0.3089948892593384]","[0.3561345934867859, 0.33487045764923096, 0.3089948892593384]",,,,
7500,15,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3422863781452179, 0.3607620596885681, 0.2969515323638916]","[0.3422863781452179, 0.3607620596885681, 0.2969515323638916]",,,,
8000,16,-500.0,500,267.0149230957031,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.361770361661911, 0.3457510769367218, 0.2924785912036896]","[0.361770361661911, 0.3457510769367218, 0.2924785912036896]",,,,
8500,17,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3465224504470825, 0.36150264739990234, 0.29197487235069275]","[0.3465224504470825, 0.36150264739990234, 0.29197487235069275]",,,,
9000,18,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.34175288677215576, 0.40493303537368774, 0.2533141076564789]","[0.34175288677215576, 0.40493303537368774, 0.2533141076564789]",,,,
9500,19,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.37165430188179016, 0.33305230736732483, 0.2952933609485626]","[0.37165430188179016, 0.33305230736732483, 0.2952933609485626]",,,,
10000,20,-500.0,500,266.4603576660156,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.32525157928466797, 0.35307204723358154, 0.3216763138771057]","[0.32525157928466797, 0.35307204723358154, 0.3216763138771057]",,,,
10500,21,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3361012041568756, 0.359602689743042, 0.3042961061000824]","[0.3361012041568756, 0.359602689743042, 0.3042961061000824]",,,,
11000,22,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.33613142371177673, 0.34408503770828247, 0.3197835683822632]","[0.33613142371177673, 0.34408503770828247, 0.3197835683822632]",,,,
11500,23,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.36159875988960266, 0.33610084652900696, 0.30230045318603516]","[0.36159875988960266, 0.33610084652900696, 0.30230045318603516]",,,,
12000,24,-500.0,500,265.96221923828125,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.340154767036438, 0.34904083609580994, 0.3108043968677521]","[0.340154767036438, 0.34904083609580994, 0.3108043968677521]",,,,
12500,25,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.338625431060791, 0.358064204454422, 0.303310364484787]","[0.338625431060791, 0.358064204454422, 0.303310364484787]",,,,
13000,26,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2866123616695404, 0.4111833870410919, 0.3022041916847229]","[0.2866123616695404, 0.4111833870410919, 0.3022041916847229]",,,,
13500,27,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.35993218421936035, 0.343143492937088, 0.29692429304122925]","[0.35993218421936035, 0.343143492937088, 0.29692429304122925]",,,,
14000,28,-500.0,500,265.540771484375,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.331229031085968, 0.34476128220558167, 0.3240096867084503]","[0.331229031085968, 0.34476128220558167, 0.3240096867084503]",,,,
14500,29,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3421206474304199, 0.34748369455337524, 0.31039562821388245]","[0.3421206474304199, 0.34748369455337524, 0.31039562821388245]",,,,
15000,30,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.31860077381134033, 0.35246512293815613, 0.3289341628551483]","[0.31860077381134033, 0.35246512293815613, 0.3289341628551483]",,,,
15500,31,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3263589143753052, 0.40911605954170227, 0.26452499628067017]","[0.3263589143753052, 0.40911605954170227, 0.26452499628067017]",,,,
16000,32,-500.0,500,264.8754577636719,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.34979504346847534, 0.3636244237422943, 0.28658050298690796]","[0.34979504346847534, 0.3636244237422943, 0.28658050298690796]",,,,
16500,33,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3381583094596863, 0.3437158465385437, 0.31812578439712524]","[0.3381583094596863, 0.3437158465385437, 0.31812578439712524]",,,,
17000,34,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.34024637937545776, 0.3661612868309021, 0.29359233379364014]","[0.34024637937545776, 0.3661612868309021, 0.29359233379364014]",,,,
17500,35,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.34672391414642334, 0.3611465394496918, 0.2921295166015625]","[0.34672391414642334, 0.3611465394496918, 0.2921295166015625]",,,,
18000,36,-500.0,500,264.25482177734375,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3203185796737671, 0.42866697907447815, 0.25101447105407715]","[0.3203185796737671, 0.42866697907447815, 0.25101447105407715]",,,,
18500,37,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.29646819829940796, 0.3868197798728943, 0.31671202182769775]","[0.29646819829940796, 0.3868197798728943, 0.31671202182769775]",,,,
19000,38,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.33631929755210876, 0.3387771248817444, 0.32490357756614685]","[0.33631929755210876, 0.3387771248817444, 0.32490357756614685]",,,,
19500,39,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3004435896873474, 0.3610030710697174, 0.33855336904525757]","[0.3004435896873474, 0.3610030710697174, 0.33855336904525757]",,,,
20000,40,-500.0,500,262.93682861328125,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3680707514286041, 0.3363255560398102, 0.2956036925315857]","[0.3680707514286041, 0.3363255560398102, 0.2956036925315857]",,,,
20500,41,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.35085952281951904, 0.3428137004375458, 0.3063267469406128]","[0.35085952281951904, 0.3428137004375458, 0.3063267469406128]",,,,
21000,42,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2729872167110443, 0.4039197862148285, 0.3230929970741272]","[0.2729872167110443, 0.4039197862148285, 0.3230929970741272]",,,,
21500,43,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.29033204913139343, 0.4580463767051697, 0.2516215741634369]","[0.29033204913139343, 0.4580463767051697, 0.2516215741634369]",,,,
22000,44,-500.0,500,262.8218688964844,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.30813539028167725, 0.4209962487220764, 0.27086836099624634]","[0.30813539028167725, 0.4209962487220764, 0.27086836099624634]",,,,
22500,45,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3529954254627228, 0.354935884475708, 0.2920686602592468]","[0.3529954254627228, 0.354935884475708, 0.2920686602592468]",,,,
23000,46,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3002559244632721, 0.4293382465839386, 0.2704058885574341]","[0.3002559244632721, 0.4293382465839386, 0.2704058885574341]",,,,
23500,47,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3662436008453369, 0.33622410893440247, 0.2975322902202606]","[0.3662436008453369, 0.33622410893440247, 0.2975322902202606]",,,,
24000,48,-500.0,500,262.1173400878906,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3175199627876282, 0.4057128131389618, 0.27676722407341003]","[0.3175199627876282, 0.4057128131389618, 0.27676722407341003]",,,,
24500,49,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.32773226499557495, 0.3567083775997162, 0.3155593276023865]","[0.32773226499557495, 0.3567083775997162, 0.3155593276023865]",,,,
25000,50,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2722086012363434, 0.4717376232147217, 0.25605377554893494]","[0.2722086012363434, 0.4717376232147217, 0.25605377554893494]",,,,
25500,51,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3164757788181305, 0.37484368681907654, 0.30868056416511536]","[0.3164757788181305, 0.37484368681907654, 0.30868056416511536]",,,,
26000,52,-500.0,500,262.1274108886719,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2480267584323883, 0.4040246903896332, 0.34794849157333374]","[0.2480267584323883, 0.4040246903896332, 0.34794849157333374]",,,,
26500,53,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3165328800678253, 0.38959169387817383, 0.29387542605400085]","[0.3165328800678253, 0.38959169387817383, 0.29387542605400085]",,,,
27000,54,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.31771039962768555, 0.3830401301383972, 0.29924944043159485]","[0.31771039962768555, 0.3830401301383972, 0.29924944043159485]",,,,
27500,55,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.33966004848480225, 0.35436829924583435, 0.30597159266471863]","[0.33966004848480225, 0.35436829924583435, 0.30597159266471863]",,,,
28000,56,-500.0,500,260.8963928222656,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.31358227133750916, 0.36757177114486694, 0.3188459277153015]","[0.31358227133750916, 0.36757177114486694, 0.3188459277153015]",,,,
28500,57,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3372415602207184, 0.37423601746559143, 0.2885224521160126]","[0.3372415602207184, 0.37423601746559143, 0.2885224521160126]",,,,
29000,58,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2943240702152252, 0.421156644821167, 0.284519225358963]","[0.2943240702152252, 0.421156644821167, 0.284519225358963]",,,,
29500,59,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3413422703742981, 0.36025652289390564, 0.29840120673179626]","[0.3413422703742981, 0.36025652289390564, 0.29840120673179626]",,,,
30000,60,-500.0,500,261.4743957519531,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.31265339255332947, 0.3986817002296448, 0.28866490721702576]","[0.31265339255332947, 0.3986817002296448, 0.28866490721702576]",,,,
30500,61,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2554173171520233, 0.44099316000938416, 0.3035895526409149]","[0.2554173171520233, 0.44099316000938416, 0.3035895526409149]",,,,
31000,62,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.29714134335517883, 0.41575250029563904, 0.28710615634918213]","[0.29714134335517883, 0.41575250029563904, 0.28710615634918213]",,,,
31500,63,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.27579256892204285, 0.4615088403224945, 0.26269856095314026]","[0.27579256892204285, 0.4615088403224945, 0.26269856095314026]",,,,
32000,64,-500.0,500,260.18646240234375,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.33916690945625305, 0.37481120228767395, 0.2860219180583954]","[0.33916690945625305, 0.37481120228767395, 0.2860219180583954]",,,,
32500,65,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.25230664014816284, 0.40726932883262634, 0.3404240012168884]","[0.25230664014816284, 0.40726932883262634, 0.3404240012168884]",,,,
33000,66,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.31424078345298767, 0.377414733171463, 0.3083445131778717]","[0.31424078345298767, 0.377414733171463, 0.3083445131778717]",,,,
33500,67,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3165009617805481, 0.34524068236351013, 0.3382583558559418]","[0.3165009617805481, 0.34524068236351013, 0.3382583558559418]",,,,
34000,68,-500.0,500,259.73699951171875,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3304814100265503, 0.35597172379493713, 0.31354689598083496]","[0.3304814100265503, 0.35597172379493713, 0.31354689598083496]",,,,
34500,69,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.33591967821121216, 0.36170700192451477, 0.3023732900619507]","[0.33591967821121216, 0.36170700192451477, 0.3023732900619507]",,,,
35000,70,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3091542720794678, 0.3991907835006714, 0.2916549742221832]","[0.3091542720794678, 0.3991907835006714, 0.2916549742221832]",,,,
35500,71,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.27199745178222656, 0.39929652214050293, 0.3287060558795929]","[0.27199745178222656, 0.39929652214050293, 0.3287060558795929]",,,,
36000,72,-500.0,500,259.2680969238281,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3173975944519043, 0.36527103185653687, 0.31733137369155884]","[0.3173975944519043, 0.36527103185653687, 0.31733137369155884]",,,,
36500,73,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.26837781071662903, 0.4468558132648468, 0.2847663164138794]","[0.26837781071662903, 0.4468558132648468, 0.2847663164138794]",,,,
37000,74,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.2582145035266876, 0.4941367506980896, 0.247648686170578]","[0.2582145035266876, 0.4941367506980896, 0.247648686170578]",,,,
37500,75,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.3330628275871277, 0.36564990878105164, 0.3012872636318207]","[0.3330628275871277, 0.36564990878105164, 0.3012872636318207]",,,,
38000,76,-500.0,500,258.30987548828125,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.23637138307094574, 0.527913510799408, 0.2357150912284851]","[0.23637138307094574, 0.527913510799408, 0.2357150912284851]",,,,
38500,77,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.31572970747947693, 0.37977927923202515, 0.3044910132884979]","[0.31572970747947693, 0.37977927923202515, 0.3044910132884979]",,,,
39000,78,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.32185569405555725, 0.36979201436042786, 0.3083522915840149]","[0.32185569405555725, 0.36979201436042786, 0.3083522915840149]",,,,
39500,79,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.316061794757843, 0.3677304983139038, 0.3162077069282532]","[0.316061794757843, 0.3677304983139038, 0.3162077069282532]",,,,
40000,80,-500.0,500,257.0435485839844,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.20389975607395172, 0.6021795868873596, 0.19392062723636627]","[0.20389975607395172, 0.6021795868873596, 0.19392062723636627]",,,,
40500,81,-500.0,500,,mlp,,0,0,0,0,0,0,0,0,0.0,0.0,True,"[0.29246821999549866, 0.4159846305847168, 0.2915472090244293]","[0.29246821999549866, 0.4159846305847168, 0.2915472090244293]",,,,
