global_step,loss,mean_q_value,epsilon
20000,0.011936822906136513,-0.006335764192044735,0.6200000000000001
20004,0.027265453711152077,-0.002225538482889533,0.619924
20008,0.008231294341385365,-0.008228584192693233,0.6198480000000001
20012,0.015133516862988472,-0.011075240559875965,0.619772
20016,0.004181357100605965,-0.012905523180961609,0.619696
20020,0.004080961924046278,-0.011417076922953129,0.6196200000000001
20024,0.01548695843666792,-0.009622673504054546,0.6195440000000001
20028,0.011505072005093098,-0.006458216812461615,0.6194680000000001
20032,0.007684782147407532,-0.005962745752185583,0.619392
20036,0.011443741619586945,-0.00420704111456871,0.619316
20040,0.01156309898942709,-0.00278723007068038,0.61924
20044,0.007848880253732204,-0.00047688226914033294,0.619164
20048,0.015455587767064571,-0.0009899733122438192,0.6190880000000001
20052,0.003907601349055767,-0.0003725677670445293,0.6190120000000001
20056,0.019183022901415825,-0.00018432410433888435,0.618936
20060,0.007791503798216581,0.00014012452447786927,0.61886
20064,0.022729387506842613,-0.0015583564527332783,0.618784
20068,0.011592547409236431,-0.0028658192604780197,0.618708
20072,0.015150976367294788,-0.004480538424104452,0.6186320000000001
20076,0.011396693997085094,-0.005758300423622131,0.6185560000000001
20080,0.01521813590079546,-0.006795255467295647,0.61848
20084,0.011534278281033039,-0.007881014607846737,0.6184040000000001
20088,0.00768696516752243,-0.009021804668009281,0.618328
20092,0.011679262854158878,-0.009575115516781807,0.618252
20096,0.011497979052364826,-0.009490599855780602,0.6181760000000001
20100,0.02622275799512863,-0.010388921946287155,0.6181000000000001
20104,0.008171644061803818,-0.010391222313046455,0.6180240000000001
20108,0.004094683099538088,-0.010219978168606758,0.617948
20112,0.029878320172429085,-0.011712687090039253,0.617872
20116,0.01515105552971363,-0.011030765250325203,0.617796
20120,0.011685916222631931,-0.013136513531208038,0.61772
20124,0.004221330396831036,-0.012350888922810555,0.6176440000000001
20128,0.011495398357510567,-0.012100590392947197,0.6175680000000001
20132,0.022560730576515198,-0.011820998974144459,0.617492
20136,0.018650371581315994,-0.01112042460590601,0.617416
20140,0.018995629623532295,-0.012032211758196354,0.61734
20144,0.0114905359223485,-0.012166783213615417,0.617264
20148,0.014989239163696766,-0.013425448909401894,0.6171880000000001
20152,0.02248072251677513,-0.01292039267718792,0.6171120000000001
20156,0.0043723625130951405,-0.013967791572213173,0.617036
20160,0.007807913701981306,-0.014300529845058918,0.6169600000000001
20164,0.022502519190311432,-0.015629667788743973,0.616884
20168,0.015115659683942795,-0.01397258136421442,0.616808
20172,0.015183024108409882,-0.014137424528598785,0.6167320000000001
20176,0.022732533514499664,-0.014276063069701195,0.6166560000000001
20180,0.011427488178014755,-0.011487634852528572,0.6165800000000001
20184,0.026151234284043312,-0.012107957154512405,0.616504
20188,0.007788794115185738,-0.0120535334572196,0.616428
20192,0.02266373112797737,-0.012826511636376381,0.616352
20196,0.004159012343734503,-0.014177008531987667,0.616276
20200,0.018513863906264305,-0.011949742212891579,0.6162000000000001
20204,0.01151813194155693,-0.012325515039265156,0.6161240000000001
20208,0.011646730825304985,-0.012402087450027466,0.616048
20212,0.014932841993868351,-0.01000414602458477,0.6159720000000001
20216,0.012043886817991734,-0.01047796756029129,0.615896
20220,0.015326871536672115,-0.009594009257853031,0.61582
20224,0.030050143599510193,-0.009321877732872963,0.6157440000000001
20228,0.011350598186254501,-0.00850674882531166,0.6156680000000001
20232,0.01129332184791565,-0.006874375510960817,0.615592
20236,0.015247762203216553,-0.00738536985591054,0.6155160000000001
20240,0.011328036896884441,-0.008958877064287663,0.61544
20244,0.011684772558510303,-0.008441339246928692,0.615364
20248,0.007727942429482937,-0.008867237716913223,0.6152880000000001
20252,0.015547764487564564,-0.009881457313895226,0.6152120000000001
20256,0.011260494589805603,-0.008700758218765259,0.6151360000000001
20260,0.011459821835160255,-0.008994931355118752,0.61506
20264,0.037580013275146484,-0.009358221665024757,0.614984
20268,0.007968191057443619,-0.011509750038385391,0.614908
20272,0.01165028940886259,-0.01118969265371561,0.614832
20276,0.004200970754027367,-0.013097516261041164,0.6147560000000001
20280,0.00766682019457221,-0.011187130585312843,0.6146800000000001
20284,0.015212529338896275,-0.010620509274303913,0.614604
20288,0.007816046476364136,-0.011475485749542713,0.6145280000000001
20292,0.011468976736068726,-0.011870323680341244,0.614452
20296,0.004136707168072462,-0.01119779609143734,0.614376
20300,0.00407310901209712,-0.009821217507123947,0.6143000000000001
20304,0.007811491843312979,-0.007958663627505302,0.6142240000000001
20308,0.004055932629853487,-0.007434815168380737,0.614148
20312,0.011417562142014503,-0.006642540916800499,0.6140720000000001
20316,0.015105726197361946,-0.004399745725095272,0.613996
20320,0.015219123102724552,-0.0024646674282848835,0.61392
20324,0.015273232012987137,-0.0015270428266376257,0.6138440000000001
20328,0.01158355176448822,-0.0009336309740319848,0.6137680000000001
20332,0.00395811116322875,-0.0011599620338529348,0.6136920000000001
20336,0.015391049906611443,-0.0021280930377542973,0.613616
20340,0.030441300943493843,-0.0011544032022356987,0.61354
20344,0.011473854072391987,-0.003386244410648942,0.613464
20348,0.01527257077395916,-0.0048840162344276905,0.613388
20352,0.003945022355765104,-0.005043612793087959,0.6133120000000001
20356,0.01880049891769886,-0.006736193783581257,0.6132360000000001
20360,0.015114995650947094,-0.007311560213565826,0.61316
20364,0.01892388053238392,-0.007083286996930838,0.6130840000000001
20368,0.02609075978398323,-0.007385293021798134,0.613008
20372,0.01142970472574234,-0.008245369419455528,0.612932
