global_step,episode,episode_return,episode_length,update,learning_rate,policy_loss,value_loss,entropy,approx_kl
11,1,11.0,11,0,0.0003,,,,
23,2,12.0,12,0,0.0003,,,,
42,3,19.0,19,0,0.0003,,,,
59,4,17.0,17,0,0.0003,,,,
91,5,32.0,32,0,0.0003,,,,
156,6,65.0,65,0,0.0003,,,,
176,7,20.0,20,0,0.0003,,,,
225,8,49.0,49,0,0.0003,,,,
236,9,11.0,11,0,0.0003,,,,
258,10,22.0,22,0,0.0003,,,,
273,11,15.0,15,0,0.0003,,,,
287,12,14.0,14,0,0.0003,,,,
312,13,25.0,25,0,0.0003,,,,
328,14,16.0,16,0,0.0003,,,,
362,15,34.0,34,0,0.0003,,,,
375,16,13.0,13,0,0.0003,,,,
403,17,28.0,28,0,0.0003,,,,
431,18,28.0,28,0,0.0003,,,,
472,19,41.0,41,0,0.0003,,,,
484,20,12.0,12,0,0.0003,,,,
495,21,11.0,11,0,0.0003,,,,
511,22,16.0,16,0,0.0003,,,,
533,23,22.0,22,0,0.0003,,,,
543,24,10.0,10,0,0.0003,,,,
590,25,47.0,47,0,0.0003,,,,
619,26,29.0,29,0,0.0003,,,,
638,27,19.0,19,0,0.0003,,,,
662,28,24.0,24,0,0.0003,,,,
695,29,33.0,33,0,0.0003,,,,
715,30,20.0,20,0,0.0003,,,,
796,31,81.0,81,0,0.0003,,,,
822,32,26.0,26,0,0.0003,,,,
842,33,20.0,20,0,0.0003,,,,
876,34,34.0,34,0,0.0003,,,,
889,35,13.0,13,0,0.0003,,,,
910,36,21.0,21,0,0.0003,,,,
929,37,19.0,19,0,0.0003,,,,
951,38,22.0,22,0,0.0003,,,,
969,39,18.0,18,0,0.0003,,,,
997,40,28.0,28,0,0.0003,,,,
1012,41,15.0,15,0,0.0003,,,,
1023,42,11.0,11,0,0.0003,,,,
1047,43,24.0,24,0,0.0003,,,,
1073,44,26.0,26,0,0.0003,,,,
1111,45,38.0,38,0,0.0003,,,,
1121,46,10.0,10,0,0.0003,,,,
1161,47,40.0,40,0,0.0003,,,,
1180,48,19.0,19,0,0.0003,,,,
1212,49,32.0,32,0,0.0003,,,,
1249,50,37.0,37,0,0.0003,,,,
1266,51,17.0,17,0,0.0003,,,,
1297,52,31.0,31,0,0.0003,,,,
1351,53,54.0,54,0,0.0003,,,,
1378,54,27.0,27,0,0.0003,,,,
1401,55,23.0,23,0,0.0003,,,,
1421,56,20.0,20,0,0.0003,,,,
1433,57,12.0,12,0,0.0003,,,,
1474,58,41.0,41,0,0.0003,,,,
1502,59,28.0,28,0,0.0003,,,,
1513,60,11.0,11,0,0.0003,,,,
1551,61,38.0,38,0,0.0003,,,,
1570,62,19.0,19,0,0.0003,,,,
1597,63,27.0,27,0,0.0003,,,,
1609,64,12.0,12,0,0.0003,,,,
1627,65,18.0,18,0,0.0003,,,,
1685,66,58.0,58,0,0.0003,,,,
1715,67,30.0,30,0,0.0003,,,,
1740,68,25.0,25,0,0.0003,,,,
1754,69,14.0,14,0,0.0003,,,,
1785,70,31.0,31,0,0.0003,,,,
1838,71,53.0,53,0,0.0003,,,,
1852,72,14.0,14,0,0.0003,,,,
1888,73,36.0,36,0,0.0003,,,,
1926,74,38.0,38,0,0.0003,,,,
1979,75,53.0,53,0,0.0003,,,,
2009,76,30.0,30,0,0.0003,,,,
2036,77,27.0,27,0,0.0003,,,,
2049,78,13.0,13,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2090,79,41.0,41,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2153,80,63.0,63,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2170,81,17.0,17,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2191,82,21.0,21,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2226,83,35.0,35,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2254,84,28.0,28,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2266,85,12.0,12,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2301,86,35.0,35,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2315,87,14.0,14,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2339,88,24.0,24,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2404,89,65.0,65,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2427,90,23.0,23,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2564,91,137.0,137,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2576,92,12.0,12,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2606,93,30.0,30,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2621,94,15.0,15,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2667,95,46.0,46,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2714,96,47.0,47,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2743,97,29.0,29,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2755,98,12.0,12,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2773,99,18.0,18,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2821,100,48.0,48,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2846,101,25.0,25,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2908,102,62.0,62,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
2923,103,15.0,15,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3029,104,106.0,106,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3057,105,28.0,28,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3107,106,50.0,50,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3122,107,15.0,15,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3147,108,25.0,25,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3164,109,17.0,17,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3203,110,39.0,39,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3225,111,22.0,22,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3247,112,22.0,22,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3259,113,12.0,12,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3282,114,23.0,23,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3306,115,24.0,24,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3323,116,17.0,17,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3358,117,35.0,35,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3422,118,64.0,64,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3437,119,15.0,15,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3466,120,29.0,29,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3484,121,18.0,18,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3520,122,36.0,36,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3614,123,94.0,94,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3652,124,38.0,38,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3664,125,12.0,12,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3693,126,29.0,29,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3715,127,22.0,22,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3745,128,30.0,30,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3774,129,29.0,29,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3797,130,23.0,23,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3817,131,20.0,20,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3838,132,21.0,21,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3855,133,17.0,17,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3897,134,42.0,42,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3918,135,21.0,21,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3935,136,17.0,17,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
3956,137,21.0,21,1,0.000295904,-0.017989044336718506,50.95029437541962,0.6856047073379159,0.0077100687543861565
