global_step,episode,episode_return,episode_length,epsilon,loss,mean_q_value
1029,1,-20.0,1029,0.980468,,
1974,2,-20.0,945,0.962513,,
2838,3,-20.0,864,0.946097,,
3740,4,-20.0,902,0.928959,,
4792,5,-19.0,1052,0.908971,,
5712,6,-20.0,920,0.891491,,
6580,7,-20.0,868,0.8749990000000001,,
7459,8,-21.0,879,0.858298,,
8279,9,-21.0,820,0.8427180000000001,,
9157,10,-21.0,878,0.826036,,
10007,11,-21.0,850,0.809886,,
10902,12,-20.0,895,0.7928810000000001,,
11725,13,-21.0,823,0.777244,,
12560,14,-20.0,835,0.761379,,
13380,15,-21.0,820,0.7457990000000001,,
14339,16,-21.0,959,0.7275780000000001,,
15242,17,-21.0,903,0.710421,,
16079,18,-20.0,837,0.694518,,
16897,19,-21.0,818,0.678976,,
17733,20,-20.0,836,0.663092,,
18839,21,-20.0,1106,0.642078,,
19875,22,-21.0,1036,0.6223940000000001,,
20713,23,-20.0,838,0.6064720000000001,0.01925361156463623,-0.00637474749237299
21501,24,-21.0,788,0.5915,0.007690824568271637,-0.01800193078815937
22350,25,-21.0,849,0.575369,0.011289587244391441,-0.043340180069208145
23129,26,-21.0,779,0.5605680000000001,0.003999481443315744,-0.060202356427907944
24075,27,-19.0,946,0.542594,0.021307185292243958,-0.07429572939872742
25083,28,-20.0,1008,0.5234420000000001,0.011775719001889229,-0.07209937274456024
26174,29,-20.0,1091,0.5027130000000001,0.013152685016393661,-0.08538968861103058
27016,30,-21.0,842,0.486715,0.005169065203517675,-0.110525943338871
27856,31,-21.0,840,0.47075500000000003,0.0029270772356539965,-0.09859682619571686
28956,32,-20.0,1100,0.4498550000000001,0.0038978783413767815,-0.16124390065670013
29869,33,-21.0,913,0.4325080000000001,0.0037003527395427227,-0.11115198582410812
30893,34,-20.0,1024,0.4130520000000001,0.0010607453295961022,-0.1285841464996338
31960,35,-20.0,1067,0.3927790000000001,0.0011144987074658275,-0.16687411069869995
33025,36,-20.0,1065,0.3725440000000001,0.0031496346928179264,-0.16518141329288483
