global_step,episodes,samples,loss,actor_loss,policy_loss,critic_optimization_mse,critic_train_mse,critic_train_explained_variance,critic_train_value_mean,critic_train_diagnostics_computed,entropy,behavior_entropy,mean_behavior_epsilon,min_behavior_epsilon,max_behavior_epsilon,bias_loss,mean_reward,mean_advantage,mean_normalized_advantage,value_target_mean,bootstrap_value_source,partial_rollout_segments,partial_rollout_samples,actor_cases_added,actor_cases_pruned,actor_cases_replaced,actor_positive_advantage_samples,critic_cases_added,critic_cases_pruned,critic_cases_replaced,critic_label_updates,critic_label_update_samples,mean_episode_return,reward_varying_episodes,reward_checked_episodes,actor_type,case_entries,critic_type,critic_case_entries,action_counts,bias_min,bias_mean,bias_max
96,4,96,92.37677001953125,-0.0069315023720264435,-3.104408463627806e-08,92.38370513916016,,,,False,0.6931471228599548,0.6931471228599548,1.0,1.0,1.0,0.0,1.0,8.698994636535645,-3.8494665233201886e-08,8.698994636535645,nnknn_target_value_model,0,0,96,0,0,96,96,0,0,0,0,24.0,0,4,nnknn,96,nnknn,96,"[49, 47]",0.0,0.0,0.0
198,4,102,34.772789001464844,-0.006676340475678444,-2.217643486801535e-05,34.77946472167969,,,,False,0.665416419506073,0.6931471228599548,0.998144268989563,0.9975046515464783,0.9987840056419373,0.0,1.0,3.259082555770874,-1.8699497061902548e-08,12.392975807189941,nnknn_target_value_model,0,0,67,0,0,67,102,0,0,0,0,25.5,0,4,nnknn,163,nnknn,198,"[79, 84]",-0.0004999113152734935,-2.7629266696749255e-05,0.0004999543889425695
267,4,69,13.504611015319824,-0.006842526141554117,-0.0001275072863791138,13.511453628540039,13.299250602722168,0.6051883697509766,10.533583641052246,True,0.671501874923706,0.6931470036506653,0.9970613718032837,0.9966306686401367,0.9974920153617859,1.448211151000578e-07,1.0,-0.47203579545021057,8.638354032086681e-09,10.02801513671875,nnknn_target_value_model,0,0,25,0,0,25,69,0,0,0,0,17.25,0,4,nnknn,188,nnknn,267,"[92, 96]",-0.0009996247244998813,-6.245038093766198e-05,0.0009925896301865578
320,4,53,6.502089500427246,-0.006951617542654276,-0.00023585277085658163,6.5090413093566895,,,,False,0.6715764999389648,0.6931468844413757,0.9962885975837708,0.9959593415260315,0.9966179728507996,3.875681215959048e-07,1.0,-1.6758382320404053,1.2370775515080368e-08,7.525565147399902,nnknn_target_value_model,0,0,10,0,0,10,53,0,0,0,0,13.25,0,4,nnknn,198,nnknn,320,"[97, 101]",-0.001471971976570785,-9.351276094093919e-05,0.0014745218213647604
392,4,72,12.77871322631836,-0.006951305083930492,-0.00039718879270367324,12.785664558410645,12.638777732849121,0.6319586038589478,10.004508018493652,True,0.6554116606712341,0.6931464672088623,0.9954970479011536,0.9950473308563232,0.9959466457366943,6.565803118974145e-07,1.0,0.29019203782081604,-1.655684656043377e-08,10.274932861328125,nnknn_target_value_model,0,0,33,0,0,33,72,0,0,0,0,18.0,0,4,nnknn,231,nnknn,392,"[117, 114]",-0.0019203776028007269,-0.00010779003059724346,0.0019471988780423999
472,4,80,17.37671661376953,-0.0068449582904577255,-0.00045152456732466817,17.383562088012695,,,,False,0.6393433809280396,0.693145751953125,0.9945343136787415,0.9940339922904968,0.9950346946716309,8.26929465347348e-07,1.0,0.5653814077377319,2.533197474008375e-08,10.548343658447266,nnknn_target_value_model,0,0,44,0,0,44,80,0,0,0,0,20.0,0,4,nnknn,275,nnknn,472,"[142, 133]",-0.0023756695445626974,-0.00010941686196019873,0.0024262142833322287
552,4,80,14.905458450317383,-0.00686737522482872,-0.0004668206092901528,14.912325859069824,,,,False,0.6400554776191711,0.6931449770927429,0.9935210347175598,0.9930206537246704,0.9940213561058044,9.80298750619113e-07,1.0,0.6650870442390442,0.0,10.799407005310059,nnknn_target_value_model,0,0,38,0,0,38,80,0,0,0,0,20.0,0,4,nnknn,313,nnknn,552,"[162, 151]",-0.0028055557049810886,-0.00011869799345731735,0.002873944817110896
632,4,80,6.2573347091674805,-0.007024021819233894,-0.0008059546235017478,6.2643585205078125,6.120696544647217,0.7979655265808105,10.407529830932617,True,0.6218067407608032,0.6931434869766235,0.9925077557563782,0.992007315158844,0.993008017539978,1.1714962511177873e-06,1.0,-0.008256101980805397,1.639127766850379e-08,10.36569595336914,nnknn_target_value_model,0,0,35,0,0,35,80,0,0,0,0,20.0,0,4,nnknn,348,nnknn,632,"[180, 168]",-0.0032512610778212547,-0.00012801692355424166,0.0033254623413085938
681,4,49,7.048417091369629,-0.007273563649505377,-0.0013106550322845578,7.055690765380859,,,,False,0.5962908864021301,0.6931407451629639,0.9916907548904419,0.9913866519927979,0.9919946789741516,1.3626616919282242e-06,1.0,-1.5632380247116089,7.055243855802473e-08,6.965886116027832,nnknn_target_value_model,0,0,12,0,0,12,49,0,0,0,0,12.25,0,4,nnknn,360,nnknn,681,"[188, 172]",-0.003629651851952076,-0.0001456975151086226,0.003695635125041008
748,4,67,8.515386581420898,-0.0072256168350577354,-0.0007927851402200758,8.522612571716309,8.294960975646973,0.763378918170929,10.761730194091797,True,0.6432831883430481,0.6931433081626892,0.9909560084342957,0.9905380010604858,0.9913740158081055,1.66471204465779e-06,1.0,-1.3908265829086304,-1.1565080448860954e-08,9.369949340820312,nnknn_target_value_model,0,0,16,0,0,16,67,0,0,0,0,16.75,0,4,nnknn,376,nnknn,748,"[195, 181]",-0.003965545911341906,-0.0001575648639118299,0.003969129640609026
