global_step,episode,episode_return,episode_length,exploration_noise,critic_loss,actor_loss,mean_q1_value
200,1,-1071.9307048996711,200,0.1,,,
400,2,-903.3685876808146,200,0.1,,,
600,3,-1268.1393033894603,200,0.1,,,
800,4,-1502.9312803555677,200,0.1,,,
1000,5,-1638.7255705956263,200,0.1,114.82521057128906,0.23473605513572693,-0.09573749452829361
1200,6,-1576.0944030839003,200,0.1,1.3973402976989746,8.418863296508789,-8.628316879272461
1400,7,-1474.5432283092714,200,0.1,0.6632827520370483,11.02778148651123,-11.289664268493652
1600,8,-1690.928196549527,200,0.1,0.4365747272968292,13.646463394165039,-13.968110084533691
1800,9,-1601.3427013208845,200,0.1,0.3323811888694763,17.176288604736328,-17.54547119140625
2000,10,-1596.5599352469828,200,0.1,0.3657352924346924,20.03795051574707,-20.450687408447266
2200,11,-1529.6964612992447,200,0.1,0.22695282101631165,22.86052703857422,-23.201251983642578
2400,12,-1527.6899030368807,200,0.1,0.1813698709011078,26.54361343383789,-26.926950454711914
2600,13,-1482.861858442513,200,0.1,0.16269689798355103,30.2574462890625,-30.60173797607422
2800,14,-1535.709513197952,200,0.1,0.17902126908302307,32.3193359375,-32.66626739501953
3000,15,-1428.494188353693,200,0.1,0.1993817687034607,36.877235412597656,-37.25286865234375
3200,16,-1374.0633788873265,200,0.1,0.23212099075317383,39.78770446777344,-40.029579162597656
3400,17,-1243.1306294296337,200,0.1,0.19548951089382172,43.163665771484375,-43.52794647216797
3600,18,-1300.590737113153,200,0.1,0.19243383407592773,44.688560485839844,-45.10866928100586
3800,19,-1187.0268118040133,200,0.1,0.2419668734073639,47.37757873535156,-47.88261795043945
4000,20,-1123.295501094054,200,0.1,0.2748396396636963,50.42527389526367,-50.746002197265625
4200,21,-1181.2812876580233,200,0.1,0.2997831106185913,53.15789794921875,-53.677425384521484
4400,22,-1111.2407148896034,200,0.1,0.47643500566482544,55.77821350097656,-56.40005111694336
4600,23,-1074.830346740253,200,0.1,0.3407246470451355,57.337833404541016,-58.17103958129883
4800,24,-1053.265696092496,200,0.1,0.2965790629386902,59.90066909790039,-60.57134246826172
5000,25,-931.5394123526088,200,0.1,0.37065786123275757,62.7308464050293,-63.31161117553711
5200,26,-1033.9256533982968,200,0.1,0.2730449438095093,62.6104736328125,-63.38093185424805
5400,27,-780.5585928106082,200,0.1,0.2595200538635254,64.07792663574219,-64.66887664794922
5600,28,-876.3619454087446,200,0.1,0.38168781995773315,66.9481201171875,-67.87335968017578
5800,29,-811.3698616299297,200,0.1,0.3631518483161926,69.42904663085938,-70.23289489746094
6000,30,-1510.927120569797,200,0.1,0.37102362513542175,75.04310607910156,-75.97311401367188
6200,31,-395.52478211350734,200,0.1,0.3715044856071472,74.37063598632812,-75.35739135742188
6400,32,-439.1683316302994,200,0.1,0.47295552492141724,72.36996459960938,-73.73043823242188
6600,33,-263.48708401860705,200,0.1,0.5851742029190063,79.01287078857422,-79.99376678466797
