global_step,episode,episode_return,episode_length,exploration_noise,critic_loss,actor_loss,mean_q1_value
200,1,-876.4881863109667,200,0.1,,,
400,2,-1179.8161413272926,200,0.1,,,
600,3,-1659.3663963306703,200,0.1,,,
800,4,-1626.6161307815235,200,0.1,,,
1000,5,-1176.7536370752614,200,0.1,111.86143493652344,0.03805747255682945,0.07103711366653442
1200,6,-1031.135741353148,200,0.1,1.731896162033081,7.270956516265869,-7.643304347991943
1400,7,-1352.5873236943212,200,0.1,0.7011823058128357,10.133825302124023,-10.380148887634277
1600,8,-1692.9366052618118,200,0.1,0.46362942457199097,13.428475379943848,-13.77386474609375
1800,9,-1563.1206562054376,200,0.1,0.2730008363723755,15.137271881103516,-15.500338554382324
2000,10,-1552.0009162133024,200,0.1,0.25053244829177856,19.543493270874023,-19.952939987182617
2200,11,-1533.8610568958627,200,0.1,0.1231691837310791,21.364328384399414,-21.67439079284668
2400,12,-1535.1055773694081,200,0.1,0.1619100272655487,25.232545852661133,-25.646581649780273
2600,13,-1572.0191978291127,200,0.1,0.20102447271347046,29.329082489013672,-29.645998001098633
2800,14,-1500.4280771910558,200,0.1,0.14879164099693298,31.320436477661133,-31.721416473388672
3000,15,-1461.4091746902084,200,0.1,0.13251271843910217,33.94661331176758,-34.30058670043945
3200,16,-1415.4171301719623,200,0.1,0.14502409100532532,36.87481689453125,-37.31510925292969
3400,17,-1482.8316510988388,200,0.1,0.20448830723762512,42.30866622924805,-42.645896911621094
3600,18,-1308.185149665184,200,0.1,0.21153610944747925,42.82780838012695,-43.28009033203125
3800,19,-1206.9278014518447,200,0.1,0.18185555934906006,46.50863265991211,-47.22465515136719
4000,20,-1290.7366825013298,200,0.1,0.22551754117012024,46.97209167480469,-47.53202438354492
4200,21,-1289.2211873916076,200,0.1,0.21273759007453918,53.19243621826172,-53.70553970336914
4400,22,-1199.4030687825884,200,0.1,0.30111798644065857,56.51426696777344,-57.16139221191406
4600,23,-1134.294108869088,200,0.1,0.19189453125,57.56001281738281,-58.17124557495117
4800,24,-1035.9677679166105,200,0.1,0.23376807570457458,58.700416564941406,-59.1989860534668
5000,25,-948.0710088068901,200,0.1,0.2944607138633728,61.700435638427734,-62.32938003540039
5200,26,-519.9364699134296,200,0.1,0.311101496219635,64.69556427001953,-65.28092193603516
5400,27,-598.3872719454735,200,0.1,0.32410192489624023,67.61465454101562,-68.2766342163086
5600,28,-686.9818752420091,200,0.1,0.3455636501312256,64.84744262695312,-65.37926483154297
5800,29,-1506.2664141007733,200,0.1,0.43236035108566284,67.7396469116211,-68.51322174072266
6000,30,-525.5898387922382,200,0.1,0.38833075761795044,70.10906982421875,-71.04088592529297
6200,31,-710.7528975192992,200,0.1,0.4744468927383423,73.91891479492188,-74.79119110107422
6400,32,-405.12743892184636,200,0.1,0.5555315017700195,71.20585632324219,-71.8763427734375
6600,33,-263.27857042113635,200,0.1,0.5596848726272583,73.67066192626953,-74.87366485595703
6800,34,-505.2974849046761,200,0.1,0.5179094076156616,75.6423568725586,-76.43353271484375
7000,35,-128.97143009236672,200,0.1,0.6670269966125488,75.17027282714844,-76.08704376220703
7200,36,-253.98260376155335,200,0.1,0.5627056360244751,73.53353881835938,-74.63233184814453
7400,37,-125.31465652440501,200,0.1,0.641986072063446,75.0128173828125,-75.9740982055664
7600,38,-0.9854920785221002,200,0.1,0.6356227397918701,71.09606170654297,-72.1912612915039
7800,39,-0.4505715727198245,200,0.1,0.7301799058914185,71.61920166015625,-72.75480651855469
8000,40,-123.2459305427392,200,0.1,0.9302468299865723,72.04104614257812,-73.49431610107422
8200,41,-241.23015358557015,200,0.1,0.9190465807914734,73.86114501953125,-75.0027847290039
8400,42,-120.74679437805815,200,0.1,1.2079812288284302,73.4297103881836,-74.68500518798828
8600,43,-129.11618456798882,200,0.1,0.819408655166626,74.56431579589844,-76.17744445800781
8800,44,-241.098459714067,200,0.1,1.1032984256744385,69.41291809082031,-70.96906280517578
9000,45,-129.7900228566034,200,0.1,1.9015848636627197,71.75675964355469,-73.17057037353516
9200,46,-269.78651449535187,200,0.1,1.2860467433929443,71.5185546875,-73.1071548461914
9400,47,-119.30377729067507,200,0.1,1.3420329093933105,79.1607894897461,-80.98365020751953
9600,48,-129.16320294391286,200,0.1,1.2883232831954956,72.568359375,-74.22198486328125
9800,49,-128.80385291182537,200,0.1,1.7304102182388306,79.39097595214844,-81.3969955444336
10000,50,-114.67084746678557,200,0.1,1.215417742729187,74.36841583251953,-76.45684051513672
10200,51,-243.95353839604968,200,0.1,1.161119818687439,62.21336364746094,-63.763404846191406
10400,52,-128.0986241582534,200,0.1,1.6609299182891846,72.91829681396484,-75.00975036621094
10600,53,-338.16507468475345,200,0.1,1.4955015182495117,80.56266784667969,-82.6544418334961
10800,54,-120.76791147798579,200,0.1,2.2254786491394043,73.18763732910156,-75.44357299804688
11000,55,-115.06520855992474,200,0.1,1.9542486667633057,69.12123107910156,-70.6504135131836
