global_step,episode,episode_return,episode_length,epsilon,loss,mean_q_value
18,1,18.0,18,0.9997846666666667,,
32,2,14.0,14,0.9996073333333333,,
44,3,12.0,12,0.9994553333333334,,
62,4,18.0,18,0.9992273333333334,,
85,5,23.0,23,0.998936,,
145,6,60.0,60,0.998176,,
160,7,15.0,15,0.997986,,
197,8,37.0,37,0.9975173333333334,,
260,9,63.0,63,0.9967193333333333,,
277,10,17.0,17,0.996504,,
297,11,20.0,20,0.9962506666666666,,
322,12,25.0,25,0.995934,,
334,13,12.0,12,0.995782,,
349,14,15.0,15,0.995592,,
366,15,17.0,17,0.9953766666666667,,
387,16,21.0,21,0.9951106666666667,,
408,17,21.0,21,0.9948446666666667,,
422,18,14.0,14,0.9946673333333333,,
455,19,33.0,33,0.9942493333333333,,
468,20,13.0,13,0.9940846666666666,,
498,21,30.0,30,0.9937046666666667,,
526,22,28.0,28,0.99335,,
553,23,27.0,27,0.993008,,
578,24,25.0,25,0.9926913333333334,,
595,25,17.0,17,0.992476,,
613,26,18.0,18,0.992248,,
626,27,13.0,13,0.9920833333333333,,
638,28,12.0,12,0.9919313333333334,,
697,29,59.0,59,0.991184,,
710,30,13.0,13,0.9910193333333334,,
727,31,17.0,17,0.990804,,
740,32,13.0,13,0.9906393333333333,,
768,33,28.0,28,0.9902846666666667,,
780,34,12.0,12,0.9901326666666667,,
791,35,11.0,11,0.9899933333333333,,
832,36,41.0,41,0.989474,,
850,37,18.0,18,0.989246,,
869,38,19.0,19,0.9890053333333333,,
880,39,11.0,11,0.988866,,
893,40,13.0,13,0.9887013333333333,,
930,41,37.0,37,0.9882326666666666,,
966,42,36.0,36,0.9877766666666666,,
978,43,12.0,12,0.9876246666666667,,
1004,44,26.0,26,0.9872953333333333,0.5092841982841492,0.23521210253238678
1018,45,14.0,14,0.987118,0.11127477884292603,0.8271464109420776
1031,46,13.0,13,0.9869533333333333,0.03330843150615692,1.3686935901641846
1056,47,25.0,25,0.9866366666666667,0.004727017134428024,1.2342394590377808
1076,48,20.0,20,0.9863833333333333,0.0018919311696663499,1.2432981729507446
1087,49,11.0,11,0.986244,0.0018886401085183024,1.2402207851409912
1102,50,15.0,15,0.986054,0.0023413761518895626,1.2379498481750488
1120,51,18.0,18,0.985826,0.002791675738990307,1.2457869052886963
1131,52,11.0,11,0.9856866666666667,0.0021312327589839697,1.2446404695510864
1165,53,34.0,34,0.985256,0.0024975668638944626,1.2417585849761963
1175,54,10.0,10,0.9851293333333333,0.0019976161420345306,1.2507569789886475
1186,55,11.0,11,0.98499,0.002514955587685108,1.247497797012329
1209,56,23.0,23,0.9846986666666666,0.0017548371106386185,1.2474851608276367
1230,57,21.0,21,0.9844326666666666,0.0016814549453556538,1.247673511505127
1256,58,26.0,26,0.9841033333333333,0.33107990026474,1.4322950839996338
1301,59,45.0,45,0.9835333333333334,0.03841914236545563,2.206120252609253
1350,60,49.0,49,0.9829126666666667,0.022664256393909454,2.2000534534454346
1390,61,40.0,40,0.982406,0.01864456944167614,2.208622694015503
1417,62,27.0,27,0.982064,0.020986033603549004,2.2635791301727295
1443,63,26.0,26,0.9817346666666666,0.015659227967262268,2.203397750854492
1455,64,12.0,12,0.9815826666666667,0.017359716817736626,2.169893741607666
1466,65,11.0,11,0.9814433333333333,0.025641022250056267,2.161559581756592
1480,66,14.0,14,0.981266,0.018660595640540123,2.20377516746521
1499,67,19.0,19,0.9810253333333333,0.020940009504556656,2.20222806930542
1525,68,26.0,26,0.980696,0.08016745001077652,2.9103245735168457
1582,69,57.0,57,0.979974,0.06254994869232178,3.040592670440674
1593,70,11.0,11,0.9798346666666666,0.05289733409881592,3.065948963165283
1611,71,18.0,18,0.9796066666666666,0.03547276556491852,3.116074800491333
1631,72,20.0,20,0.9793533333333333,0.037161219865083694,3.1557583808898926
1650,73,19.0,19,0.9791126666666666,0.022463928908109665,3.0918402671813965
1666,74,16.0,16,0.97891,0.03202362731099129,3.155381202697754
1681,75,15.0,15,0.97872,0.03532072529196739,3.1117353439331055
1690,76,9.0,9,0.978606,0.030023712664842606,3.12296986579895
1725,77,35.0,35,0.9781626666666666,0.05193115770816803,3.090679168701172
