global_step,episode,episode_return,episode_length,epsilon,loss,mean_q_value
838,1,-21.0,838,0.9984097,,
1667,2,-21.0,829,0.9968346,0.007950928062200546,-0.030828457325696945
2575,3,-21.0,908,0.9951094,0.00771194975823164,-0.08411276340484619
3707,4,-20.0,1132,0.9929586,0.011399403214454651,-0.13485702872276306
4611,5,-20.0,904,0.991241,0.015237906947731972,-0.18406221270561218
5475,6,-21.0,864,0.9895994,0.007661944720894098,-0.22996775805950165
6262,7,-21.0,787,0.9881041,0.009992502629756927,-0.26347100734710693
7178,8,-20.0,916,0.9863637,0.015208077616989613,-0.2961577773094177
7941,9,-21.0,763,0.984914,0.02266882359981537,-0.3161819577217102
9130,10,-19.0,1189,0.9826549,0.0001776826975401491,-0.36493349075317383
9906,11,-21.0,776,0.9811805,0.007717371452599764,-0.39010581374168396
10936,12,-21.0,1030,0.9792235,0.018800240010023117,-0.4212321937084198
11725,13,-21.0,789,0.9777244,0.003968230448663235,-0.4521525204181671
12698,14,-21.0,973,0.9758757,0.022918740287423134,-0.4766342341899872
13599,15,-21.0,901,0.9741638,0.011564074084162712,-0.5239360332489014
14717,16,-18.0,1118,0.9720396,0.007770412601530552,-0.5616305470466614
15643,17,-20.0,926,0.9702802,0.01975853741168976,-0.581329882144928
16664,18,-20.0,1021,0.9683403,0.007612424436956644,-0.6109412908554077
17604,19,-21.0,940,0.9665543,0.003926820121705532,-0.6058315634727478
18666,20,-19.0,1062,0.9645365,0.007794829085469246,-0.6281833648681641
19700,21,-20.0,1034,0.9625719,0.01951500028371811,-0.6424802541732788
20477,22,-21.0,777,0.9610956,0.011834113858640194,-0.674433708190918
21239,23,-21.0,762,0.9596478,0.01907343789935112,-0.689313530921936
22107,24,-21.0,868,0.9579986,0.0077369362115859985,-0.6952541470527649
22886,25,-21.0,779,0.9565185,0.019053976982831955,-0.7021234631538391
23738,26,-21.0,852,0.9548997,0.008160185068845749,-0.7175297737121582
24711,27,-20.0,973,0.953051,0.022512100636959076,-0.761385440826416
25675,28,-20.0,964,0.9512194,0.015088679268956184,-0.7854956984519958
26494,29,-21.0,819,0.9496633,0.0002862119290512055,-0.8137046098709106
27425,30,-21.0,931,0.9478944,0.008037904277443886,-0.8085181713104248
28188,31,-21.0,763,0.9464447,0.01512385904788971,-0.8328843712806702
28977,32,-21.0,789,0.9449456,0.015584776178002357,-0.8230159282684326
30010,33,-21.0,1033,0.9429829,0.022667262703180313,-0.8383576273918152
30900,34,-20.0,890,0.9412919,0.015366866253316402,-0.8374960422515869
31883,35,-20.0,983,0.9394242,0.0003309930325485766,-0.8480563163757324
32861,36,-20.0,978,0.937566,0.004004538059234619,-0.848264217376709
33940,37,-19.0,1079,0.9355159,0.011462942697107792,-0.8594393134117126
34733,38,-21.0,793,0.9340092,0.0040337820537388325,-0.858755350112915
35619,39,-20.0,886,0.9323258,0.007736973464488983,-0.894650399684906
36535,40,-20.0,916,0.9305854,0.004087373614311218,-0.9080618023872375
37326,41,-21.0,791,0.9290825,0.004001140594482422,-0.9150405526161194
38274,42,-21.0,948,0.9272813,0.01889396272599697,-0.9080129861831665
39064,43,-21.0,790,0.9257803,0.007603135891258717,-0.9171095490455627
40060,44,-19.0,996,0.9238879,0.0193202942609787,-0.9024678468704224
40948,45,-20.0,888,0.9222007,0.01889667473733425,-0.9057272672653198
41800,46,-21.0,852,0.9205819,0.007843457162380219,-0.9124674797058105
42806,47,-19.0,1006,0.9186705000000001,0.003994866739958525,-0.9339653253555298
43648,48,-21.0,842,0.9170707,0.026179853826761246,-0.9469660520553589
44642,49,-20.0,994,0.9151821,0.0039032860659062862,-0.9501639604568481
45479,50,-20.0,837,0.9135918000000001,0.00775500014424324,-0.9510446190834045
46501,51,-20.0,1022,0.91165,0.003980556502938271,-0.9546008110046387
47367,52,-21.0,866,0.9100046,0.007779357954859734,-0.9680997729301453
48189,53,-21.0,822,0.9084428,0.007724976632744074,-0.978316068649292
49048,54,-21.0,859,0.9068107,0.01874043606221676,-1.0024467706680298
49938,55,-20.0,890,0.9051197,0.007639397867023945,-0.9965776205062866
50890,56,-19.0,952,0.9033109,0.011409295722842216,-1.011244535446167
51730,57,-21.0,840,0.9017149,0.02285539172589779,-0.99251389503479
52653,58,-20.0,923,0.8999612,0.015287088230252266,-0.9782317876815796
53590,59,-19.0,937,0.8981809000000001,0.01190292276442051,-0.9703902006149292
54414,60,-21.0,824,0.8966153,0.003976562060415745,-0.9696581363677979
55397,61,-21.0,983,0.8947476,0.015156763605773449,-0.9816989898681641
56296,62,-20.0,899,0.8930395,0.011481204070150852,-0.9887955188751221
57131,63,-20.0,835,0.891453,0.004021822940558195,-0.9937934875488281
57893,64,-21.0,762,0.8900052,0.004099332727491856,-0.998237133026123
58822,65,-20.0,929,0.8882401,0.004122266545891762,-1.0115888118743896
59670,66,-21.0,848,0.8866289,0.015511072240769863,-1.0076602697372437
60595,67,-20.0,925,0.8848714,0.02286624349653721,-1.0179150104522705
61631,68,-20.0,1036,0.882903,0.01873335987329483,-1.0252983570098877
62391,69,-21.0,760,0.881459,0.00019038103346247226,-1.0228204727172852
63320,70,-20.0,929,0.8796939,0.007808299735188484,-1.0368695259094238
64440,71,-21.0,1120,0.8775659,0.007665752898901701,-1.0354849100112915
65222,72,-21.0,782,0.8760801,0.015409198589622974,-1.0199146270751953
66135,73,-21.0,913,0.8743454,0.026503369212150574,-1.0561535358428955
67437,74,-17.0,1302,0.8718716,0.003991849720478058,-1.0755563974380493
68488,75,-20.0,1051,0.8698747,0.015262115746736526,-1.0853224992752075
69444,76,-21.0,956,0.8680583,0.011586527340114117,-1.0912444591522217
70319,77,-21.0,875,0.8663958,0.011402948759496212,-1.0783157348632812
71285,78,-20.0,966,0.8645604,0.0077307820320129395,-1.0777873992919922
72311,79,-18.0,1026,0.862611,0.003892428008839488,-1.068377137184143
73133,80,-21.0,822,0.8610492000000001,0.015599628910422325,-1.0612682104110718
74181,81,-21.0,1048,0.859058,0.011397245340049267,-1.058899164199829
74992,82,-21.0,811,0.8575171,0.007835266180336475,-1.081270694732666
75778,83,-21.0,786,0.8560237,0.0002137185074388981,-1.0902605056762695
76688,84,-20.0,910,0.8542947000000001,0.027121644467115402,-1.0835844278335571
77678,85,-19.0,990,0.8524137,0.01897573657333851,-1.1055397987365723
78483,86,-21.0,805,0.8508842,0.01894095540046692,-1.1044960021972656
79517,87,-20.0,1034,0.8489196,0.007756240665912628,-1.1042354106903076
80546,88,-20.0,1029,0.8469645,0.011401530355215073,-1.099759578704834
81364,89,-21.0,818,0.8454103,0.007660336326807737,-1.100045919418335
82269,90,-21.0,905,0.8436908000000001,0.018791286274790764,-1.1194361448287964
83185,91,-20.0,916,0.8419504,0.011492529883980751,-1.0942537784576416
84373,92,-17.0,1188,0.8396932,0.004108755849301815,-1.1044045686721802
85257,93,-21.0,884,0.8380136,0.015387197956442833,-1.0850491523742676
86316,94,-20.0,1059,0.8360015000000001,0.011438236571848392,-1.0992538928985596
87245,95,-20.0,929,0.8342364,0.01885003037750721,-1.0842152833938599
88094,96,-21.0,849,0.8326233000000001,0.011549674905836582,-1.0747346878051758
89051,97,-19.0,957,0.830805,0.003918197937309742,-1.0679030418395996
89889,98,-20.0,838,0.8292128000000001,0.0076570063829422,-1.0679527521133423
90778,99,-21.0,889,0.8275237,0.007613879628479481,-1.0741151571273804
91688,100,-21.0,910,0.8257947,0.011505559086799622,-1.0768697261810303
92691,101,-20.0,1003,0.823889,0.018854057416319847,-1.0742385387420654
93575,102,-20.0,884,0.8222094,0.0002860650420188904,-1.078080654144287
94519,103,-21.0,944,0.8204158,0.00776907941326499,-1.0963941812515259
95702,104,-20.0,1183,0.8181681000000001,0.02272423356771469,-1.0848519802093506
96681,105,-20.0,979,0.816308,0.011396605521440506,-1.088289737701416
97627,106,-21.0,946,0.8145106,0.022834036499261856,-1.0971424579620361
98388,107,-21.0,761,0.8130647,0.011559995822608471,-1.1077231168746948
99348,108,-21.0,960,0.8112407,0.007762034423649311,-1.097078561782837
100196,109,-21.0,848,0.8096295,0.00019662590057123452,-1.087890625
101151,110,-20.0,955,0.8078150000000001,0.007963381707668304,-1.0754261016845703
102356,111,-20.0,1205,0.8055255,0.007703310810029507,-1.0738004446029663
103178,112,-21.0,822,0.8039637000000001,0.004111666232347488,-1.0594755411148071
104163,113,-21.0,985,0.8020922,0.0190211683511734,-1.0525819063186646
105045,114,-21.0,882,0.8004164,0.0038979200180619955,-1.028773546218872
105980,115,-21.0,935,0.7986399,0.003965781535953283,-1.0203102827072144
106961,116,-20.0,981,0.796776,0.01514771394431591,-1.0398104190826416
107811,117,-21.0,850,0.795161,0.007720191963016987,-1.0410561561584473
108632,118,-21.0,821,0.7936011000000001,0.018988918513059616,-1.04157292842865
109390,119,-21.0,758,0.7921609000000001,0.004053380805999041,-1.0478650331497192
110237,120,-21.0,847,0.7905516,0.003834776347503066,-1.0602176189422607
110995,121,-21.0,758,0.7891114,0.011412743479013443,-1.0663108825683594
111898,122,-21.0,903,0.7873957,0.01168095413595438,-1.0738085508346558
112658,123,-21.0,760,0.7859517,0.004082291387021542,-1.0906927585601807
113712,124,-20.0,1054,0.7839491000000001,0.014980312436819077,-1.0953619480133057
114909,125,-19.0,1197,0.7816748,0.00041460240026935935,-1.1084109544754028
115685,126,-21.0,776,0.7802004,0.007851853035390377,-1.1001858711242676
116655,127,-20.0,970,0.7783574,0.004012103192508221,-1.1111013889312744
117495,128,-21.0,840,0.7767614,0.007899731397628784,-1.1096574068069458
118422,129,-20.0,927,0.7750001,0.01499093696475029,-1.1132291555404663
119323,130,-20.0,901,0.7732882000000001,0.026307132095098495,-1.1178674697875977
120272,131,-20.0,949,0.7714851,0.00037849752698093653,-1.137948989868164
121209,132,-21.0,937,0.7697048,0.00791168212890625,-1.145186424255371
122227,133,-19.0,1018,0.7677706,0.007611528038978577,-1.1373417377471924
123049,134,-21.0,822,0.7662088,0.007561062928289175,-1.1355996131896973
123895,135,-21.0,846,0.7646014,0.015261614695191383,-1.1304913759231567
124702,136,-21.0,807,0.7630681,0.011515813879668713,-1.1515486240386963
125497,137,-21.0,795,0.7615576000000001,0.007768675219267607,-1.1506000757217407
126384,138,-20.0,887,0.7598723000000001,0.015273168683052063,-1.1748300790786743
127145,139,-21.0,761,0.7584264000000001,0.007701199967414141,-1.1821175813674927
127921,140,-21.0,776,0.7569520000000001,0.007815543562173843,-1.1862542629241943
129054,141,-20.0,1133,0.7547993000000001,0.015380585566163063,-1.190211296081543
129811,142,-21.0,757,0.7533610000000001,0.007808558642864227,-1.2002403736114502
130774,143,-19.0,963,0.7515313,0.003935004584491253,-1.224517583847046
131595,144,-21.0,821,0.7499714,0.003973432816565037,-1.218946099281311
132358,145,-21.0,763,0.7485217,0.00413986761122942,-1.21002995967865
133259,146,-21.0,901,0.7468098000000001,0.015008059330284595,-1.1962908506393433
134123,147,-20.0,864,0.7451682,0.01535138487815857,-1.1875255107879639
135021,148,-20.0,898,0.7434620000000001,0.004116403870284557,-1.2057297229766846
135780,149,-21.0,759,0.7420199000000001,0.007623525336384773,-1.2090685367584229
136603,150,-21.0,823,0.7404562,0.01140449196100235,-1.2303731441497803
137367,151,-21.0,764,0.7390046,0.011716684326529503,-1.210387945175171
138264,152,-21.0,897,0.7373003,0.0077164918184280396,-1.2117218971252441
139085,153,-21.0,821,0.7357404000000001,0.02259836718440056,-1.2184261083602905
140076,154,-19.0,991,0.7338575,0.030363447964191437,-1.1951178312301636
141031,155,-20.0,955,0.732043,0.015068886801600456,-1.1968507766723633
141897,156,-20.0,866,0.7303976000000001,0.01518126018345356,-1.1788771152496338
142809,157,-20.0,912,0.7286648,0.004312389995902777,-1.2053340673446655
143728,158,-21.0,919,0.7269187,0.00020694598788395524,-1.197587013244629
144548,159,-21.0,820,0.7253607,0.011543038301169872,-1.2122361660003662
145504,160,-20.0,956,0.7235443,0.008065786212682724,-1.1896708011627197
146488,161,-20.0,984,0.7216747,0.022759385406970978,-1.2000107765197754
147310,162,-21.0,822,0.7201129000000001,0.003914298955351114,-1.1780229806900024
148104,163,-21.0,794,0.7186043,0.011555526405572891,-1.1851568222045898
149006,164,-20.0,902,0.7168905000000001,0.0038920468650758266,-1.1728397607803345
149899,165,-20.0,893,0.7151938,0.01579788327217102,-1.178257942199707
150977,166,-20.0,1078,0.7131456,0.011454934254288673,-1.1936637163162231
151980,167,-20.0,1003,0.7112399,0.00030811928445473313,-1.203500509262085
152857,168,-21.0,877,0.7095736,0.011671873740851879,-1.1827017068862915
153719,169,-20.0,862,0.7079358,7.401665061479434e-05,-1.1788798570632935
154538,170,-21.0,819,0.7063797,0.011452262289822102,-1.1783039569854736
155355,171,-21.0,817,0.7048274000000001,0.011457396671175957,-1.189003348350525
156202,172,-21.0,847,0.7032181,0.007778858300298452,-1.1844018697738647
157067,173,-20.0,865,0.7015746,0.007643288467079401,-1.1840676069259644
158014,174,-19.0,947,0.6997753,0.007689912803471088,-1.189227819442749
158864,175,-21.0,850,0.6981603000000001,0.026409849524497986,-1.1995038986206055
159747,176,-21.0,883,0.6964826,0.015415657311677933,-1.19220769405365
160707,177,-20.0,960,0.6946586,0.004025842994451523,-1.2112849950790405
161617,178,-21.0,910,0.6929296,0.011805705726146698,-1.2210588455200195
162601,179,-20.0,984,0.69106,0.0189769696444273,-1.2046926021575928
163733,180,-20.0,1132,0.6889092000000001,0.007843025028705597,-1.2058680057525635
164708,181,-20.0,975,0.6870567000000001,0.01205742172896862,-1.1883527040481567
165666,182,-20.0,958,0.6852365,0.00020418380154296756,-1.1964683532714844
166690,183,-20.0,1024,0.6832909,0.007806764449924231,-1.2031395435333252
167746,184,-19.0,1056,0.6812845000000001,0.015154840424656868,-1.1963584423065186
168654,185,-21.0,908,0.6795593,0.003990161698311567,-1.1873483657836914
169458,186,-21.0,804,0.6780317,0.015286999754607677,-1.1798160076141357
170441,187,-19.0,983,0.676164,0.015290477313101292,-1.1708343029022217
171500,188,-19.0,1059,0.6741519,0.00784037634730339,-1.177757978439331
172637,189,-20.0,1137,0.6719916,0.015392808243632317,-1.144836664199829
173533,190,-20.0,896,0.6702892,0.015290137380361557,-1.1567206382751465
174321,191,-21.0,788,0.668792,0.004027295857667923,-1.1790436506271362
175335,192,-20.0,1014,0.6668654,0.007751818280667067,-1.154956340789795
176175,193,-20.0,840,0.6652694,0.022678248584270477,-1.1682336330413818
177057,194,-20.0,882,0.6635936,0.007655128836631775,-1.1599217653274536
177903,195,-21.0,846,0.6619862000000001,0.01148102805018425,-1.1437058448791504
178789,196,-21.0,886,0.6603028,0.01514341775327921,-1.1533517837524414
179735,197,-20.0,946,0.6585054,0.015128840692341328,-1.1635949611663818
180770,198,-20.0,1035,0.6565389,0.011527227237820625,-1.1601476669311523
181558,199,-21.0,788,0.6550417000000001,0.01142587885260582,-1.1704258918762207
182487,200,-21.0,929,0.6532766000000001,0.007747712079435587,-1.1598296165466309
183488,201,-21.0,1001,0.6513747000000001,0.011482605710625648,-1.17641019821167
184657,202,-19.0,1169,0.6491536,0.01926470920443535,-1.1698027849197388
185661,203,-21.0,1004,0.647246,0.0040349895134568214,-1.1801105737686157
186559,204,-20.0,898,0.6455398000000001,0.007589827757328749,-1.155516505241394
187501,205,-20.0,942,0.64375,0.018984537571668625,-1.1725413799285889
188403,206,-20.0,902,0.6420362000000001,0.019004976376891136,-1.1674652099609375
189509,207,-20.0,1106,0.6399348,0.01528183277696371,-1.156193733215332
