global_step,episode,episode_return,episode_length,update,learning_rate,policy_loss,value_loss,entropy,approx_kl
19,1,19.0,19,0,0.0003,,,,
36,2,17.0,17,0,0.0003,,,,
49,3,13.0,13,0,0.0003,,,,
63,4,14.0,14,0,0.0003,,,,
79,5,16.0,16,0,0.0003,,,,
103,6,24.0,24,0,0.0003,,,,
119,7,16.0,16,0,0.0003,,,,
143,8,24.0,24,0,0.0003,,,,
174,9,31.0,31,0,0.0003,,,,
192,10,18.0,18,0,0.0003,,,,
220,11,28.0,28,0,0.0003,,,,
243,12,23.0,23,0,0.0003,,,,
282,13,39.0,39,0,0.0003,,,,
313,14,31.0,31,0,0.0003,,,,
323,15,10.0,10,0,0.0003,,,,
341,16,18.0,18,0,0.0003,,,,
353,17,12.0,12,0,0.0003,,,,
379,18,26.0,26,0,0.0003,,,,
397,19,18.0,18,0,0.0003,,,,
415,20,18.0,18,0,0.0003,,,,
430,21,15.0,15,0,0.0003,,,,
442,22,12.0,12,0,0.0003,,,,
456,23,14.0,14,0,0.0003,,,,
475,24,19.0,19,0,0.0003,,,,
493,25,18.0,18,0,0.0003,,,,
510,26,17.0,17,0,0.0003,,,,
531,27,21.0,21,0,0.0003,,,,
600,28,69.0,69,0,0.0003,,,,
620,29,20.0,20,0,0.0003,,,,
662,30,42.0,42,0,0.0003,,,,
676,31,14.0,14,0,0.0003,,,,
690,32,14.0,14,0,0.0003,,,,
729,33,39.0,39,0,0.0003,,,,
739,34,10.0,10,0,0.0003,,,,
751,35,12.0,12,0,0.0003,,,,
774,36,23.0,23,0,0.0003,,,,
786,37,12.0,12,0,0.0003,,,,
797,38,11.0,11,0,0.0003,,,,
835,39,38.0,38,0,0.0003,,,,
848,40,13.0,13,0,0.0003,,,,
859,41,11.0,11,0,0.0003,,,,
878,42,19.0,19,0,0.0003,,,,
896,43,18.0,18,0,0.0003,,,,
908,44,12.0,12,0,0.0003,,,,
941,45,33.0,33,0,0.0003,,,,
956,46,15.0,15,0,0.0003,,,,
968,47,12.0,12,0,0.0003,,,,
989,48,21.0,21,0,0.0003,,,,
1014,49,25.0,25,0,0.0003,,,,
1034,50,20.0,20,0,0.0003,,,,
1045,51,11.0,11,0,0.0003,,,,
1065,52,20.0,20,0,0.0003,,,,
1095,53,30.0,30,0,0.0003,,,,
1125,54,30.0,30,0,0.0003,,,,
1179,55,54.0,54,0,0.0003,,,,
1191,56,12.0,12,0,0.0003,,,,
1211,57,20.0,20,0,0.0003,,,,
1237,58,26.0,26,0,0.0003,,,,
1256,59,19.0,19,0,0.0003,,,,
1281,60,25.0,25,0,0.0003,,,,
1315,61,34.0,34,0,0.0003,,,,
1364,62,49.0,49,0,0.0003,,,,
1374,63,10.0,10,0,0.0003,,,,
1417,64,43.0,43,0,0.0003,,,,
1425,65,8.0,8,0,0.0003,,,,
1442,66,17.0,17,0,0.0003,,,,
1472,67,30.0,30,0,0.0003,,,,
1501,68,29.0,29,0,0.0003,,,,
1523,69,22.0,22,0,0.0003,,,,
1547,70,24.0,24,0,0.0003,,,,
1567,71,20.0,20,0,0.0003,,,,
1596,72,29.0,29,0,0.0003,,,,
1615,73,19.0,19,0,0.0003,,,,
1634,74,19.0,19,0,0.0003,,,,
1663,75,29.0,29,0,0.0003,,,,
1677,76,14.0,14,0,0.0003,,,,
1691,77,14.0,14,0,0.0003,,,,
1700,78,9.0,9,0,0.0003,,,,
1745,79,45.0,45,0,0.0003,,,,
1791,80,46.0,46,0,0.0003,,,,
1822,81,31.0,31,0,0.0003,,,,
1847,82,25.0,25,0,0.0003,,,,
1866,83,19.0,19,0,0.0003,,,,
1882,84,16.0,16,0,0.0003,,,,
1909,85,27.0,27,0,0.0003,,,,
1922,86,13.0,13,0,0.0003,,,,
1990,87,68.0,68,0,0.0003,,,,
2011,88,21.0,21,0,0.0003,,,,
2034,89,23.0,23,0,0.0003,,,,
2043,90,9.0,9,0,0.0003,,,,
2129,91,86.0,86,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2140,92,11.0,11,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2162,93,22.0,22,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2190,94,28.0,28,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2207,95,17.0,17,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2246,96,39.0,39,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2303,97,57.0,57,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2324,98,21.0,21,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2371,99,47.0,47,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2404,100,33.0,33,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2423,101,19.0,19,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2490,102,67.0,67,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2518,103,28.0,28,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2544,104,26.0,26,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2565,105,21.0,21,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2602,106,37.0,37,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2616,107,14.0,14,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2697,108,81.0,81,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2714,109,17.0,17,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2751,110,37.0,37,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2773,111,22.0,22,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2828,112,55.0,55,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2856,113,28.0,28,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2890,114,34.0,34,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2904,115,14.0,14,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2934,116,30.0,30,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
2964,117,30.0,30,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3010,118,46.0,46,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3051,119,41.0,41,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3063,120,12.0,12,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3084,121,21.0,21,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3109,122,25.0,25,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3119,123,10.0,10,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3143,124,24.0,24,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3157,125,14.0,14,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3191,126,34.0,34,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3209,127,18.0,18,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3251,128,42.0,42,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3285,129,34.0,34,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3308,130,23.0,23,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3330,131,22.0,22,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3359,132,29.0,29,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3376,133,17.0,17,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3396,134,20.0,20,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3432,135,36.0,36,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3448,136,16.0,16,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3488,137,40.0,40,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3502,138,14.0,14,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3553,139,51.0,51,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3574,140,21.0,21,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3593,141,19.0,19,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3626,142,33.0,33,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3656,143,30.0,30,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3666,144,10.0,10,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3714,145,48.0,48,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3747,146,33.0,33,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3775,147,28.0,28,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3799,148,24.0,24,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3828,149,29.0,29,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3895,150,67.0,67,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3932,151,37.0,37,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3946,152,14.0,14,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3959,153,13.0,13,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
3969,154,10.0,10,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
4004,155,35.0,35,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
4063,156,59.0,59,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
4083,157,20.0,20,1,0.000295904,-0.022832321956229862,44.307507920265195,0.6839533023536205,0.009193165473698172
4101,158,18.0,18,2,0.00029180799999999995,-0.01471154429600574,56.16927748918533,0.6591308008879423,0.007604045335028786
4185,159,84.0,84,2,0.00029180799999999995,-0.01471154429600574,56.16927748918533,0.6591308008879423,0.007604045335028786
4225,160,40.0,40,2,0.00029180799999999995,-0.01471154429600574,56.16927748918533,0.6591308008879423,0.007604045335028786
4256,161,31.0,31,2,0.00029180799999999995,-0.01471154429600574,56.16927748918533,0.6591308008879423,0.007604045335028786
4314,162,58.0,58,2,0.00029180799999999995,-0.01471154429600574,56.16927748918533,0.6591308008879423,0.007604045335028786
4330,163,16.0,16,2,0.00029180799999999995,-0.01471154429600574,56.16927748918533,0.6591308008879423,0.007604045335028786
4374,164,44.0,44,2,0.00029180799999999995,-0.01471154429600574,56.16927748918533,0.6591308008879423,0.007604045335028786
4412,165,38.0,38,2,0.00029180799999999995,-0.01471154429600574,56.16927748918533,0.6591308008879423,0.007604045335028786
4426,166,14.0,14,2,0.00029180799999999995,-0.01471154429600574,56.16927748918533,0.6591308008879423,0.007604045335028786
4461,167,35.0,35,2,0.00029180799999999995,-0.01471154429600574,56.16927748918533,0.6591308008879423,0.007604045335028786
4494,168,33.0,33,2,0.00029180799999999995,-0.01471154429600574,56.16927748918533,0.6591308008879423,0.007604045335028786
4535,169,41.0,41,2,0.00029180799999999995,-0.01471154429600574,56.16927748918533,0.6591308008879423,0.007604045335028786
4585,170,50.0,50,2,0.00029180799999999995,-0.01471154429600574,56.16927748918533,0.6591308008879423,0.007604045335028786
4609,171,24.0,24,2,0.00029180799999999995,-0.01471154429600574,56.16927748918533,0.6591308008879423,0.007604045335028786
4656,172,47.0,47,2,0.00029180799999999995,-0.01471154429600574,56.16927748918533,0.6591308008879423,0.007604045335028786
4680,173,24.0,24,2,0.00029180799999999995,-0.01471154429600574,56.16927748918533,0.6591308008879423,0.007604045335028786
4701,174,21.0,21,2,0.00029180799999999995,-0.01471154429600574,56.16927748918533,0.6591308008879423,0.007604045335028786
4746,175,45.0,45,2,0.00029180799999999995,-0.01471154429600574,56.16927748918533,0.6591308008879423,0.007604045335028786
